CellLine_ID,ABCB1,ABCG2,ABCC1,ABCC2,ABCC3,ABCC4
ACH-000028,0.065106054,2.023738118,4.32236448,0.336380281,6.263957068,1.793988673
ACH-000359,0.618005395,0.923080623,6.374036113,0.709753688,1.34910365,3.699090345
ACH-000007,5.586138645,3.162973349,4.399505793,0.766466159,6.311837205,-0.02209935
ACH-000858,0.251593118,2.125337792,5.305874231,0.989723127,4.799253356,2.515723629
ACH-000482,0.14271371,3.027515041,4.942828197,4.775822072,6.678800768,0.690380822
ACH-000810,0.794384489,1.142631417,3.756555845,5.091836436,0.236399899,3.451529183
ACH-000550,0.078343864,3.321169175,4.854821018,5.38055624,5.788762106,3.523424979
ACH-000775,5.542054344,0.775841289,4.224470206,5.701771353,4.579832094,2.030511271
ACH-000766,0.024622685,1.11851323,5.317956443,6.027253772,5.743215658,2.892097945
ACH-000819,3.936412152,2.616576922,5.521289715,4.406234534,5.276193042,3.536446082
ACH-000552,0.130074905,3.948744033,4.642554233,0.118664715,6.945509792,4.12090965
ACH-000222,0.051741565,5.63005111,5.350436469,3.345213614,6.478487116,0.107095248
ACH-000070,0.038247949,2.800762152,4.455235245,1.086059527,-0.147083525,3.195490644
ACH-000266,0.155239161,1.004544016,4.455235245,0.216332961,5.473917018,1.655325296
ACH-000300,2.255801231,0.521258331,5.32088027,1.357367522,5.327944089,3.068004316
ACH-000259,4.784213254,-0.043715148,5.299630694,0.205825989,0.069006262,3.046729352
ACH-000113,0.078343864,-0.02987415,4.712699736,1.357367522,-0.160133197,3.304460601
ACH-000097,0.038247949,0.821655671,4.242950934,3.940357677,3.750936849,0.225774119
ACH-000831,2.193468927,0.010848988,5.07620412,4.809843029,5.1588389,3.865296397
ACH-000602,0.239906201,0.15081396,5.535083077,0.037450028,-0.083612228,5.504037834
ACH-000672,0.078343864,0.174829073,5.416344465,1.14489514,0.63621465,2.355403793
ACH-000346,1.568019188,0.037356376,4.622774951,0.627633539,0.591136757,3.512684226
ACH-000743,0.618005395,-0.002594655,3.656312984,0.317104667,0.186221891,2.452702888
ACH-000368,0.14271371,0.821655671,5.281738405,1.307324513,5.161120501,3.356038006
ACH-000715,0.263183048,1.60675822,6.340898479,0.680470947,4.4802312,2.986141586
ACH-000480,4.422507228,2.545729142,2.854691333,4.336578682,2.573903298,2.930088758
ACH-000659,1.594963659,0.010848988,4.458171907,0.374118891,0.520653942,3.407142362
ACH-000108,2.68229066,3.628553157,5.223931701,5.969692425,6.500944931,2.913927964
ACH-000382,0.167653274,-0.043715148,3.902817399,0.374118891,2.55172549,4.055518565
ACH-000064,0.091457372,0.332337047,5.339903622,1.235924024,3.747000908,2.564709621
ACH-000106,2.724523032,-0.057693869,4.528610454,0.345915069,1.371059555,3.677853497
ACH-000509,2.417829204,0.950763291,6.642043407,0.12987509,0.246221706,3.486091273
ACH-000589,0.051741565,4.627061037,5.638880875,6.554562069,7.114645852,0.214331349
ACH-000303,1.046378274,5.768130167,3.551942215,5.146511892,6.861328899,0.948064971
ACH-000463,2.161227489,4.336167133,5.120441256,6.104827495,4.707955973,2.963629217
ACH-000986,5.202879498,2.29047523,3.87943758,1.139651955,5.076830001,1.697494292
ACH-000370,0.130074905,0.063372858,5.407197023,0.911076544,4.916879424,4.454023296
ACH-000527,0.590886514,0.162872831,6.664411336,1.226109826,2.199523138,4.01533852
ACH-000548,0.286078289,2.266505645,4.95456038,1.211252387,2.244396734,3.224965297
ACH-000017,0.204246942,0.11400356,5.032165138,1.170807593,2.391986194,0.281679262
ACH-000109,-0.003033238,2.406979965,4.751591011,1.426974453,6.726821333,3.421238565
ACH-000042,0.091457372,0.821655671,5.143716331,0.498412275,6.468956653,1.891789683
ACH-001211,0.374080841,-0.043715148,4.852584828,6.597592302,-0.071258547,2.757803203
ACH-000891,0.216234814,0.539743465,5.448807704,0.731303194,4.95011086,3.27374482
ACH-000336,-0.003033238,-0.043715148,3.45244254,0.515263215,-0.083612228,2.623165188
ACH-000334,0.051741565,0.0241652,5.679530995,0.152018273,-0.011085519,5.090938626
ACH-000437,0.263183048,2.787848142,5.387798384,4.458846414,6.20108304,4.65393449
ACH-000730,0.721502991,0.602590681,3.820655806,5.341886545,0.057843311,4.407419887
ACH-000797,1.019775976,1.988170398,6.677643509,0.355382473,5.105300881,5.298387946
ACH-000611,0.14271371,-0.02987415,4.737612588,0.673049144,0.275277395,4.025487748
ACH-000698,6.471897118,0.174829073,3.916497104,0.26766614,4.740345963,4.081703375
ACH-000994,0.130074905,0.037356376,5.101700609,1.307324513,0.284829185,4.336983511
ACH-000204,0.416086367,1.611047841,4.363638568,0.53190482,0.112782475,1.341489473
ACH-000035,0.14271371,4.185549722,6.026282286,1.575306342,4.426652973,1.357319057
ACH-000498,3.488126939,0.444785037,5.801636912,0.627633539,-0.083612228,4.149831567
ACH-001307,0.192155278,0.511923746,4.523570318,0.437706586,0.265659503,3.240926075
ACH-000740,0.384701261,1.306104793,5.206132756,0.745479327,2.932312339,2.853091344
ACH-000236,1.835434124,0.050424841,5.653418622,0.635310534,4.77839323,2.344773905
ACH-000832,0.228120659,0.851389054,5.16914876,0.446549073,2.716659409,3.041775372
ACH-000009,3.905291682,4.882194139,3.550848873,5.840926461,3.643097261,5.142008934
ACH-000692,0.130074905,0.936990142,4.309425871,0.26766614,3.654097098,2.259656041
ACH-000018,3.324063605,0.901954663,5.069277588,0.195235958,1.134130269,3.49217783
ACH-000055,0.721502991,0.321653727,5.711154392,0.800729716,0.420746519,4.139735017
ACH-000846,1.09174676,0.384567966,5.266321564,1.712269657,3.944354688,0.673706975
ACH-000250,4.574283364,1.749609034,6.064960985,6.617632181,5.670883084,3.367991201
ACH-000251,2.742238852,0.704190355,4.445797946,0.247368297,4.904252731,3.27374482
ACH-000335,1.70606515,1.961725384,4.628528201,0.627633539,0.057843311,3.362690756
ACH-000478,0.01086318,1.043570134,5.343103443,3.083234183,7.172471881,3.624478123
ACH-000178,0.051741565,3.808995342,6.301205311,1.058437269,5.249175316,2.862473664
ACH-000200,2.867501028,3.129950319,4.621201932,1.107754447,5.208464149,2.580679475
ACH-000405,2.247463425,0.101515923,4.676282129,0.140992432,0.046589971,2.977524043
ACH-000670,0.117320675,0.063372858,5.051425371,3.410429821,-0.108653984,3.249558915
ACH-000490,0.476816737,0.695998787,4.621201932,1.035921914,3.279063213,2.317855324
ACH-000476,2.22781275,0.620042457,4.094131481,4.064905849,6.02798754,4.440134483
ACH-000159,2.088187135,0.063372858,4.885772546,4.774429161,6.103338048,4.864280532
ACH-000347,0.078343864,-0.043715148,4.048217665,5.175748981,4.036312753,2.334065999
ACH-000933,0.038247949,0.210099123,4.12395602,0.814193468,6.482016718,3.459004583
ACH-000668,0.038247949,0.289107486,4.687353448,0.02543531,5.216976114,0.119407099
ACH-000406,-0.003033238,-0.057693869,4.100145433,1.560039714,-0.200033924,3.356038006
ACH-000229,0.179958009,0.063372858,4.994488618,0.724158472,3.588521143,3.303078369
ACH-000963,6.898856734,-0.043715148,4.738580935,1.018783531,3.949815519,2.731442104
ACH-000545,0.395241526,0.654308787,4.320430999,0.257555662,5.08106253,2.585210366
ACH-000487,1.526601965,1.136640577,4.122479205,0.892252364,0.035244767,4.525145656
ACH-000946,0.091457372,-0.02987415,5.536763121,2.290387715,3.882825209,4.422264408
ACH-000142,0.167653274,1.52266336,4.237499561,0.195235958,4.098285734,1.714026432
ACH-000951,0.01086318,5.609808678,4.354217035,1.950217376,4.454411207,2.384242833
ACH-000585,0.786471842,1.576358427,3.523245208,0.297547648,2.887685848,2.8303245
ACH-000140,0.14271371,0.342939739,6.573763862,0.037450028,-0.059013712,3.712730354
ACH-000635,0.228120659,0.037356376,5.078888903,0.392596867,3.44532903,3.58739857
ACH-000223,0.01086318,0.704190355,4.450524237,0.793946754,5.073495377,1.468434347
ACH-000969,0.024622685,3.693258354,4.145930461,2.53203281,4.910068433,3.419962705
ACH-000436,2.207881629,0.483541975,3.453612253,0.619912295,-0.173306564,-0.091256643
ACH-000065,0.179958009,0.15081396,6.254085727,0.658081032,0.186221891,2.987859003
ACH-000373,0.078343864,0.521258331,4.402556847,0.604335003,0.091066723,3.27515511
ACH-000180,0.104448894,0.353463008,5.463006829,1.221175633,2.964520266,3.160841879
ACH-000707,0.01086318,-0.02987415,3.960089337,0.061160949,-0.059013712,3.051666567
ACH-000454,0.496487181,0.971173091,5.954550886,1.348406739,4.662609053,3.153199401
ACH-000688,0.024622685,1.178049677,5.506793298,0.095958543,5.260363943,4.122487741
ACH-000353,1.512518702,4.222076525,5.447320638,1.729291894,4.369415752,2.805252773
ACH-000103,0.456865277,0.037356376,4.901005164,0.410823435,0.575779917,2.837952991
ACH-000507,0.01086318,-0.002594655,5.300289169,3.371285121,5.787128458,2.933655865
ACH-000220,0.01086318,-0.02987415,5.183841294,0.716975442,0.367963725,2.506203558
ACH-000989,0.618005395,0.363908037,4.27257424,0.317104667,5.929591347,3.590808651
ACH-000125,0.155239161,1.229557071,5.375971496,1.691553285,2.521593581,3.407142362
ACH-000371,0.038247949,-0.016168189,4.281874905,0.037450028,-0.147083525,1.778342992
ACH-001109,-0.003033238,0.010848988,5.804666977,4.904166932,0.035244767,2.712909023
ACH-000126,1.75846818,2.329537521,5.146645465,0.960018317,4.982890206,3.026811695
ACH-000161,4.025036822,-0.02987415,5.316980528,0.277700884,5.869801247,2.571575261
ACH-000751,3.985448615,0.728482313,3.036831226,0.446549073,0.046589971,5.949073857
ACH-000145,0.985794288,3.0553654,4.40924676,0.26766614,2.838550859,3.548183439
ACH-000676,0.117320675,1.875722409,4.125431339,4.202554525,0.057843311,2.818806447
ACH-000724,-0.003033238,6.809763591,3.736473851,1.047226893,5.210115699,-0.02209935
ACH-000750,0.078343864,-0.043715148,3.932576663,0.793946754,0.742899733,3.855859458
ACH-000632,1.320629006,2.406979965,3.215328099,0.773389337,1.546801539,2.712909023
ACH-000149,5.016680299,-0.043715148,5.003797773,0.665585994,4.593189251,3.394208361
ACH-000798,3.938074745,-0.043715148,4.418320141,1.705399734,5.429763957,0.83244444
ACH-000264,0.31973241,1.413632112,5.416648393,1.216223198,3.950496617,5.294861365
ACH-000394,1.449794793,0.233129965,4.95330787,0.673049144,0.000642651,2.629761788
ACH-000767,0.024622685,0.063372858,4.357364321,0.02543531,-0.083612228,3.957336599
ACH-000738,4.234845087,0.050424841,6.069239059,1.885573464,3.041263685,3.49702886
ACH-000205,0.155239161,3.333791451,4.260528328,0.904831162,5.070456941,2.181246061
ACH-000199,2.492299005,0.567022961,5.869782043,0.787129273,5.290286705,5.796861104
ACH-000183,0.476816737,-0.02987415,3.663417244,2.217215559,0.000642651,0.982394689
ACH-000311,0.051741565,3.535915266,6.206981845,6.918936656,6.783739644,2.117206815
ACH-000973,0.01086318,0.162872831,4.228597342,0.297547648,0.255974587,3.467677747
ACH-000128,0.038247949,0.076202627,5.568868871,0.53190482,4.107439093,4.611127525
ACH-000582,2.845876155,-0.016168189,4.782912718,5.196248724,0.035244767,3.172987179
ACH-000923,4.232828367,1.229557071,3.677522672,0.297547648,-0.121346125,1.828589797
ACH-000041,0.091457372,-0.043715148,5.696181209,0.02543531,0.454853258,3.747812775
ACH-000705,0.01086318,2.856567499,7.856680616,6.646279657,5.620413199,3.867176482
ACH-000329,0.48668659,2.763545408,5.239458077,1.814480574,5.242741138,5.056840919
ACH-000996,0.078343864,0.798935232,5.427849379,1.069554611,2.572068605,2.743667978
ACH-000352,0.395241526,2.491862484,4.053649439,3.074587381,2.398241778,-0.035671036
ACH-000343,-0.003033238,-0.02987415,5.922049383,0.107359736,-0.059013712,3.38115867
ACH-000961,3.343274065,1.358335712,6.541126656,0.26766614,3.757993574,3.731408434
ACH-000719,0.104448894,1.306104793,4.089604669,0.307361846,5.463410826,3.862471719
ACH-000991,0.228120659,0.736487177,4.430330743,3.306172494,6.771181709,2.938990224
ACH-000505,0.038247949,0.964402717,4.118039756,0.515263215,2.936555945,2.46011499
ACH-000667,0.155239161,1.619587988,4.610142983,0.800729716,5.651595465,3.142432226
ACH-000445,1.287766821,0.687759175,3.926673242,0.28766102,5.066497018,3.364017674
ACH-000679,0.130074905,4.057943813,4.372377364,4.585805222,7.609912201,2.763819482
ACH-000275,1.62139811,0.829148222,4.96702661,0.564580393,1.357927679,3.326400047
ACH-000485,0.091457372,3.322436518,4.93734883,4.053615913,7.032760396,1.172962442
ACH-000620,0.091457372,0.679470951,5.411777923,0.084459485,1.134130269,4.317795597
ACH-000379,0.14271371,0.539743465,4.8507934,0.860278721,5.374663778,4.057993453
ACH-000683,0.563230592,4.630560042,7.302233172,1.316563391,5.34252585,3.211775341
ACH-001239,0.395241526,1.373633684,3.526585395,3.528519239,0.665474254,3.319579344
ACH-000020,0.856121765,0.964402717,4.815412934,0.619912295,-0.011085519,-0.091256643
ACH-001086,3.276850824,0.138650681,5.745989636,0.195235958,5.484795976,2.731442104
ACH-000594,0.038247949,-0.02987415,4.759723333,0.65053379,1.144424982,2.548563022
ACH-000677,0.065106054,-0.016168189,5.451777289,1.058437269,4.417437857,4.675685854
ACH-000226,0.563230592,0.063372858,3.262743464,0.446549073,-0.011085519,1.945367762
ACH-000162,0.251593118,-0.057693869,4.938193152,0.515263215,-0.046875819,3.136243687
ACH-000074,1.950384607,1.25737679,5.027012252,0.317104667,0.206511008,6.010667973
ACH-000654,0.965001173,-0.043715148,4.814953714,0.326777143,-0.121346125,2.729394461
ACH-000184,0.051741565,2.098349451,4.834117432,0.50686424,2.211473167,3.758984708
ACH-000971,1.117024888,1.166342527,5.451777289,4.538036349,2.990575116,4.402220966
ACH-000066,0.117320675,2.847715233,5.882860228,0.687851859,6.408618291,2.190169304
ACH-000432,0.051741565,0.444785037,4.72545363,0.26766614,0.023806185,2.265299939
ACH-001318,1.123273572,3.388020461,4.524131195,6.665864144,1.189830177,4.473992069
ACH-000450,0.308604236,0.704190355,3.420499968,5.164338961,-0.034843018,2.856851516
ACH-001366,4.008546247,-0.057693869,4.295715514,0.061160949,1.782803819,3.430138479
ACH-000636,0.14271371,0.101515923,5.547358643,0.515263215,0.000642651,2.301462503
ACH-000976,-0.003033238,0.58491938,2.990978871,0.336380281,2.420940989,2.873653379
ACH-001390,0.024622685,0.15081396,3.718062778,0.464060853,3.892798044,2.056740215
ACH-000644,1.331413449,2.948777861,4.627483844,1.196228319,0.504493529,2.8303245
ACH-000345,2.904557083,-0.002594655,6.039619923,0.731303194,0.848336426,3.15166609
ACH-000780,0.104448894,-0.02987415,4.026285756,0.013311861,-0.059013712,0.975593065
ACH-000601,0.01086318,0.037356376,4.135716954,4.904483144,2.861100513,2.508589406
ACH-000962,0.078343864,0.138650681,4.690358353,0.410823435,0.591136757,3.449028847
ACH-000895,0.810076547,1.657388921,4.208540316,0.995585859,6.032866105,2.687826244
ACH-000598,0.204246942,2.172073076,4.02707475,1.836519671,0.000642651,2.003802137
ACH-000470,5.891687456,1.938170463,4.342194957,3.360316728,4.92061129,2.795493903
ACH-000560,0.167653274,0.353463008,4.664107592,0.195235958,0.206511008,2.753778522
ACH-000938,0.091457372,2.261123072,4.668684974,0.82752325,0.012272676,2.828411128
ACH-000648,2.247463425,0.010848988,5.305874231,7.217023223,7.159407033,6.105042327
ACH-000344,0.091457372,2.561058911,3.856563424,1.201255087,5.963276777,1.367777494
ACH-000999,2.471084748,0.037356376,4.821826872,0.237102867,3.024130099,2.117206815
ACH-000374,0.104448894,0.806549613,6.021474765,1.107754447,5.045287978,2.668727046
ACH-000164,0.038247949,5.075668645,7.010592965,2.351290568,4.959696727,4.425471588
ACH-000641,4.322078243,0.050424841,5.535923341,0.612146291,0.236399899,7.119140512
ACH-000375,0.065106054,-0.043715148,5.907368214,0.297547648,4.515591789,3.541152362
ACH-000472,0.024622685,0.593782816,4.300953732,0.481346667,3.518768446,2.886589018
ACH-000043,0.506219474,0.768058167,4.724965155,0.140992432,2.437219709,3.631119769
ACH-000410,1.304294569,0.278088999,5.08080358,0.061160949,3.708637671,3.27374482
ACH-000592,5.14387969,-0.043715148,5.301276326,0.702492792,4.947122442,2.984422145
ACH-000283,-0.003033238,1.649076175,4.390928691,0.226758166,2.506279047,3.644313038
ACH-000190,0.117320675,0.076202627,3.813366846,0.095958543,0.446404722,2.970593172
ACH-000466,0.274677585,0.186684416,5.208939167,0.173801388,2.886222151,1.497325305
ACH-000748,3.084061241,1.95503561,5.512495371,1.001423045,3.358439497,2.749742709
ACH-000245,0.155239161,-0.057693869,5.002183057,0.216332961,-0.083612228,1.418973824
ACH-000896,0.14271371,1.295421472,4.248381986,0.037450028,1.733340241,2.555504886
ACH-000420,7.963072243,0.037356376,4.644620726,4.422643979,5.803917586,5.785302053
ACH-000629,-0.003033238,0.221661739,4.539193823,0.556485915,1.671562076,3.517467659
ACH-000799,0.374080841,1.011124122,3.700403436,0.107359736,4.362345636,2.253990225
ACH-000817,0.117320675,3.903409067,3.569325005,0.140992432,0.175965167,3.357370985
ACH-000949,0.679307079,4.159264221,5.521289715,0.612146291,5.252914875,3.519853507
ACH-000950,4.796398698,3.465630229,4.199458813,1.725904706,4.775011311,3.020111588
ACH-000016,3.699473657,0.289107486,4.865507212,1.388266501,7.789969856,4.836024997
ACH-000330,0.01086318,0.088916288,4.462273316,-0.061827387,3.000052463,-0.035671036
ACH-000547,0.179958009,6.414265212,3.13464499,3.948772885,0.331627541,0.214331349
ACH-000230,1.835434124,0.858725101,4.603785688,0.107359736,2.622546055,2.196087956
ACH-000680,6.701802208,2.955373413,3.648151182,0.084459485,5.764607325,3.765042623
ACH-000524,0.091457372,-0.016168189,5.424226054,0.12987509,4.373941907,3.092172937
ACH-000604,0.965001173,0.278088999,3.099289292,0.037450028,-0.108653984,5.097421039
ACH-000565,3.869976993,2.220082669,5.046340278,1.894574385,6.0083002,2.651537502
ACH-000302,0.216234814,0.037356376,5.372216654,0.162954105,1.961888749,2.82457684
ACH-000196,0.01086318,-0.002594655,3.153443674,0.572626255,1.599536641,2.737567848
ACH-000771,0.051741565,0.126381172,3.714156937,0.257555662,2.255968656,1.042223169
ACH-000163,0.515884416,1.154536996,4.878755662,0.953997489,3.318245193,2.767816596
ACH-000925,0.104448894,2.505524017,5.028202998,0.257555662,4.875503611,3.764034716
ACH-000630,0.130074905,4.128200948,6.085266905,1.448005216,6.610204124,3.38115867
ACH-000147,0.051741565,0.063372858,3.865403729,0.464060853,2.919503218,-0.091256643
ACH-000138,2.078782531,1.13062408,4.635298334,0.879554335,6.508098704,1.959329071
ACH-000516,1.15410437,0.829148222,3.667461321,0.793946754,2.657510914,3.925192064
ACH-000793,0.01086318,2.955373413,5.288058926,3.02793195,6.615017567,3.235142338
ACH-000736,0.286078289,-0.016168189,5.428150916,0.297547648,5.478687044,3.045079894
ACH-000699,0.104448894,0.916073876,6.022477641,1.627409711,6.331249062,2.404864317
ACH-000365,0.038247949,-0.043715148,4.659515782,-0.049007843,0.134164125,2.942535659
ACH-000208,0.117320675,0.101515923,5.371903313,0.966012207,3.560858479,2.837952991
ACH-000651,2.125184755,0.010848988,4.466946544,3.450336705,3.265753168,3.58853615
ACH-000115,0.065106054,1.373633684,4.016784345,-0.011269234,0.763288067,5.25767054
ACH-000203,2.16418948,0.198440551,5.852760679,0.556485915,3.271314519,3.256714132
ACH-000909,0.051741565,1.316707484,6.163045341,0.374118891,1.043402255,3.207352056
ACH-000099,5.898643765,0.321653727,5.263961155,0.642943786,1.139287158,2.262480719
ACH-000762,0.679307079,2.627006442,4.654909455,0.892252364,3.8154465,2.612104136
ACH-000785,0.038247949,5.125330303,4.176860158,5.29806669,7.577889005,2.769811054
ACH-000857,0.065106054,2.457115868,3.715134379,1.024520722,5.100248751,0.082155398
ACH-000879,0.01086318,0.076202627,4.903600553,-0.049007843,0.621350552,3.883989102
ACH-000942,0.446781634,-0.02987415,6.28421626,1.330303327,-0.096076704,2.42772033
ACH-000419,0.609024152,0.037356376,4.495247539,0.345915069,0.091066723,3.080944052
ACH-000682,4.929588538,1.585111414,4.789471022,0.428805343,2.981032696,3.026811695
ACH-000362,0.01086318,-0.057693869,3.309955159,0.904831162,-0.186605995,2.847432854
ACH-000207,0.01086318,0.728482313,4.845405865,0.556485915,4.518762219,2.104683599
ACH-000566,0.274677585,0.384567966,4.540303402,0.935770921,6.636375528,4.845184112
ACH-000855,0.038247949,3.457599216,4.179704235,0.83413873,4.351672562,3.296147497
ACH-000425,0.833288911,0.806549613,4.358621334,1.283944651,0.134164125,3.008311848
ACH-000366,4.168820222,-0.016168189,5.11932359,0.410823435,0.236399899,3.739633661
ACH-000928,0.038247949,0.0241652,5.078122327,0.966012207,1.375409417,2.101535927
ACH-000830,0.065106054,-0.043715148,3.770732518,1.464595298,0.420746519,0.648333367
ACH-000279,0.496487181,0.0241652,4.99408252,0.118664715,-0.071258547,3.24524888
ACH-000696,1.801323322,0.454574971,5.297323681,0.297547648,0.186221891,3.287786754
ACH-000826,0.091457372,4.808068383,4.58884322,6.042212767,5.714235212,2.076107036
ACH-000360,3.504088009,0.101515923,5.075820175,0.277700884,7.270669595,2.851207618
ACH-000342,5.189718458,0.300040225,3.420499968,1.909442818,4.497334977,2.989574401
ACH-000502,1.110748121,3.448364343,4.986345065,1.134388168,6.613114239,3.318211369
ACH-000187,0.405702836,-0.043715148,0.215819349,0.673049144,0.756525135,3.498239101
ACH-000669,0.155239161,2.72337678,4.743413038,0.989723127,6.162528736,3.331833743
ACH-000980,4.791897958,0.332337047,3.758454058,0.084459485,0.012272676,3.018431743
ACH-000072,3.824764857,1.799174687,5.212789177,0.307361846,-0.071258547,4.799794283
ACH-000002,0.024622685,-0.043715148,3.869803847,0.061160949,0.294315773,2.043684686
ACH-000809,0.024622685,2.367542992,5.494169622,0.523609859,4.018920148,3.345330099
ACH-000326,1.25977834,1.378696212,4.839095121,0.800729716,0.71524151,6.229096844
ACH-000202,7.477662041,0.521258331,5.698186547,0.037450028,0.091066723,4.269405074
ACH-000662,0.167653274,0.473952519,4.817706869,0.152018273,1.128954174,3.385085848
ACH-000459,1.797481288,0.530531302,5.974994238,4.946500835,5.627561763,4.036403652
ACH-000227,0.155239161,-0.02987415,5.582492291,0.472731641,0.322393089,3.486091273
ACH-000192,1.581556403,0.353463008,4.249059446,0.257555662,2.500492308,2.204921155
ACH-000418,1.535912522,1.802915967,5.131940543,0.464060853,5.314229045,4.188779827
ACH-000607,-0.003033238,3.540261286,3.553034736,6.45560396,2.138181325,1.453771453
ACH-000446,2.094421871,0.567022961,4.579695665,0.759507015,4.568529475,2.996415894
ACH-000477,0.446781634,2.107403295,4.963297929,3.318624624,0.186221891,2.342104287
ACH-000232,0.239906201,0.037356376,5.266321564,0.724158472,6.520476302,3.048376948
ACH-000005,5.014375713,0.687759175,4.180414387,0.317104667,1.015550023,7.573377924
ACH-000094,0.274677585,2.543525456,5.353613264,2.916956349,6.175499373,1.074430783
ACH-000289,0.204246942,0.66274635,4.662578596,-0.036309814,0.275277395,2.003802137
ACH-000649,4.087626221,0.901954663,5.22601147,1.091516284,3.138632324,4.709299913
ACH-000085,0.590886514,2.870616115,4.675271461,1.129103617,4.177417194,3.043428569
ACH-000972,-0.003033238,-0.02987415,4.408032695,0.41984456,2.145686905,4.596384847
ACH-000256,2.506264906,0.010848988,4.939458718,0.28766102,0.101967013,2.148052482
ACH-000776,-0.003033238,0.628687714,5.32897136,0.515263215,4.622046785,2.447740482
ACH-000119,0.363379039,0.844014497,4.240227797,1.231025913,0.385781659,3.153199401
ACH-000369,0.833288911,1.589467541,4.028651458,0.195235958,0.069006262,4.244956915
ACH-000554,0.038247949,4.829030163,4.031799763,4.156383839,6.09594057,2.482128
ACH-000462,0.078343864,0.278088999,4.610671508,0.695192327,0.012272676,2.866209763
ACH-000091,2.499299413,1.452523175,3.955125523,0.977920126,5.615078933,4.676225505
ACH-000626,0.426393266,1.178049677,3.766022272,0.173801388,1.032328253,0.23712784
ACH-000195,4.136762691,1.726129102,5.513348761,0.12987509,0.385781659,6.025722086
ACH-000546,0.810076547,0.088916288,4.625915904,1.14489514,2.360278815,2.543916694
ACH-000213,0.01086318,1.049970373,2.680668626,-0.049007843,4.736483315,0.225774119
ACH-000981,0.192155278,-0.016168189,4.802499719,1.867388134,0.568037391,0.248393886
ACH-000124,0.051741565,0.798935232,4.711220922,0.716975442,-0.011085519,1.398710364
ACH-000144,0.330772613,3.384388792,4.683337242,2.725468317,2.262865841,2.432751182
ACH-000067,1.668598802,2.433464637,5.63391528,0.464060853,5.487727764,5.830020389
ACH-000078,4.397620573,-0.043715148,4.351694303,0.277700884,0.446404722,3.104901006
ACH-000134,0.48668659,3.277384791,5.474150474,2.380734216,1.443217005,2.963629217
ACH-000954,0.330772613,-0.043715148,5.194852736,2.249721224,6.114719713,4.642935978
ACH-000247,0.065106054,0.010848988,6.543652547,6.032031596,6.987639335,0.682067719
ACH-000844,5.768471411,0.088916288,5.240487309,5.439941437,4.189509824,4.150605338
ACH-000198,0.024622685,0.010848988,4.417113616,1.231025913,0.057843311,2.818806447
ACH-000600,2.595963686,0.088916288,4.961637669,4.01487103,6.33051217,4.1121995
ACH-000492,-0.003033238,0.984616733,5.260920713,0.118664715,0.012272676,1.888146871
ACH-000765,0.978897591,1.206897711,3.731651344,1.772563275,1.795702101,2.204921155
ACH-000172,0.091457372,-0.002594655,5.131940543,8.406579626,-0.108653984,1.828589797
ACH-000596,0.051741565,0.063372858,4.696349635,0.814193468,6.702971462,2.706678641
ACH-000038,2.849503634,-0.057693869,4.78525836,0.12987509,0.756525135,3.477527206
ACH-000372,0.091457372,-0.002594655,5.523832999,1.235924024,0.123514419,1.983444425
ACH-000645,0.091457372,1.649076175,6.787472064,0.665585994,4.151733845,3.44777707
ACH-000905,0.038247949,0.851389054,4.858391799,0.152018273,3.222743519,3.15166609
ACH-000721,0.038247949,0.076202627,4.146657265,1.801722077,6.324602919,3.284989158
ACH-000084,0.626929249,0.138650681,6.432544447,1.069554611,0.952236473,5.143576429
ACH-000263,2.131256844,-0.057693869,4.810353527,0.731303194,0.101967013,3.616691128
ACH-000619,0.117320675,2.279872539,5.220111063,0.326777143,4.802576865,2.944305151
ACH-000642,0.515884416,1.327230753,5.639663371,3.997561284,6.601942396,2.702510222
ACH-000051,0.065106054,-0.02987415,4.95330787,0.001077693,-0.071258547,4.359948871
ACH-000828,-0.003033238,-0.02987415,3.92582794,4.229511929,6.333212202,0.017874265
ACH-000315,0.204246942,-0.043715148,5.089198395,0.084459485,0.057843311,3.678922713
ACH-000244,1.242711996,0.752361356,3.647127734,0.580624082,1.413957401,2.169262866
ACH-000174,0.14271371,0.088916288,4.705785727,0.140992432,0.90430828,2.640690272
ACH-000806,2.447129127,3.254970005,5.194144826,0.152018273,-0.108653984,3.043428569
ACH-000307,0.104448894,3.482686488,5.493304921,0.627633539,4.892893476,3.664961404
ACH-000012,1.304294569,2.061539051,4.72643009,3.424819133,4.466207066,4.0645727
ACH-000756,0.065106054,1.295421472,5.553181171,1.150117884,3.434513568,3.365343386
ACH-000240,0.251593118,0.567022961,5.479399439,2.252013153,1.199721891,3.667118013
ACH-000494,0.130074905,0.530531302,4.867280648,0.28766102,5.359429122,4.28076985
ACH-000573,0.446781634,1.50891268,6.115110707,3.503561965,4.591043535,4.003407822
ACH-000741,2.22781275,1.951678739,3.309955159,0.345915069,3.024130099,2.73960406
ACH-000825,0.117320675,1.413632112,4.045104677,0.596477901,4.270252767,3.781075154
ACH-000653,0.01086318,0.957599557,5.449402105,0.205825989,-0.059013712,2.596476412
ACH-000123,0.239906201,-0.043715148,4.025496334,0.277700884,0.012272676,3.849217092
ACH-000759,-0.003033238,1.558687126,4.339651302,1.68107371,8.226947419,3.470146352
