Drug,Pearson_Correlation,Label,AvgIpc,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,FractionCSP3,HallKierAlpha,HeavyAtomCount,HeavyAtomMolWt,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,MaxAbsEStateIndex,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,MolLogP,MolMR,MolWt,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAmideBonds,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumAtomStereoCenters,NumBridgeheadAtoms,NumHAcceptors,NumHDonors,NumHeteroatoms,NumHeterocycles,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,NumValenceElectrons,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,Phi,RingCount,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA9,SPS,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,TPSA,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_C_O,fr_C_O_noCOO,fr_NH0,fr_NH1,fr_NH2,fr_Ndealkylation1,fr_Nhpyrrole,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_aniline,fr_aryl_methyl,fr_benzene,fr_bicyclic,fr_ester,fr_ether,fr_halogen,fr_ketone,fr_ketone_Topliss,fr_methoxy,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_piperdine,fr_priamide,fr_pyridine,fr_sulfide,fr_thiophene,fr_unbrch_alkane,qed
PD-168393 (BRD:BRD-K17702546-001-03-2),0.1370395943490466,1,2.551391569,2.000782706,894.6506921,16.23384004,12.08389916,13.6698957,11.15219834,6.863042259,7.656040528,4.782926253,5.698601782,3.175618468,3.668870106,2.13024435,2.529482757,0.0,4.794537184,0.0,5.907179729,11.50524905,21.06303072,12.40334018,6.066367068,36.39820241,43.11041383,0.0,1.130434783,2.0,2.782608696,0.0,-2.73,23,356.118,202174.8193,15.17667884,6.578139011,3.54407685,141.1434752,11.44946641,11.44946641,0.261390161,-0.261390161,4.2604,95.7894,369.222,2,5,0,0,0,1,2,1,3,0,0,4,2,6,1,4,0,0,0,114,10.63357721,12.14518285,0.0,5.907179729,0.0,0.0,4.794537184,9.967957042,0.0,0.0,28.57524665,42.47422252,21.23371628,5.516700718,4.340621875,3,4.794537184,49.93268389,0.0,9.967957042,0.0,0.0,10.63357721,65.91956486,0.0,10.30434783,10.63357721,17.19263533,0.0,15.9299439,15.87513677,4.794537184,0.0,0.0,65.91956486,0.0,10.90292493,66.91,0.97203431,3.44226296,19.99955885,6.818591637,2.350459485,0.407870988,13.24555114,2.733129299,3.447208003,0.0,0,0,0,2,0,0,1,1,2,2,0,0,0,0,0,1,3,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.674717847
POZIOTINIB (BRD:BRD-K50010139-001-02-3),0.1377391790673665,1,2.838583328,1.62514723,1216.021042,23.53480495,17.77726487,19.28912276,15.9054172,10.22174755,10.97767649,7.437022518,8.222187118,5.430904559,6.212126756,3.667964228,3.978712262,5.817220841,9.184952232,0.0,27.74379902,54.15096743,0.0,24.53607432,24.14244141,0.0,21.86368133,32.67560569,1.242424242,2.0,2.696969697,0.260869565,-3.1,33,470.182,28914718.12,23.07145998,9.804720604,4.815391187,199.6688789,14.56823867,14.56823867,0.084133577,-0.678939639,5.3837,126.2197,491.35,1,7,0,1,1,1,2,1,3,0,0,6,1,10,2,6,0,1,1,172,19.69042424,18.24914924,17.31624451,5.907179729,0.0,0.0,4.794537184,14.35837209,0.0,0.0,29.78081546,24.27512131,37.38374734,28.35915116,6.85482482,4,18.65867814,51.51723349,0.0,14.86786677,0.0,18.94560963,25.51609896,59.11023161,11.49902367,14.24242424,14.79051451,15.8956641,11.49902367,23.20187978,47.07832324,4.794537184,5.817220841,12.84164325,43.24774414,10.04526663,10.90292493,76.58,26.29658783,11.81640631,22.11033274,3.51139031,0.71343684,0.625458529,6.474957449,3.931884235,4.695320168,1.546447806,0,0,0,2,0,0,1,1,3,1,0,0,0,0,0,1,2,0,2,1,0,2,3,0,0,1,0,0,0,1,0,0,0,0,0,0.368575044
EBASTINE (BRD:BRD-K13314656-001-01-0),0.1386925798038927,1,2.884677657,1.237237298,1006.727173,24.67515134,21.45106195,21.45106195,16.89799805,13.01434661,13.01434661,10.73256931,10.73256931,7.018862945,7.018862945,4.830338945,4.830338945,0.0,4.794537184,0.0,23.40616819,6.420821623,44.46018558,16.69035448,0.0,12.13273414,98.46752615,4.736862954,0.857142857,1.4,1.914285714,0.40625,-2.75,35,430.357,83447955.25,25.34612193,11.78930789,7.126718034,210.683851,12.65160414,12.65160414,0.031256348,-0.031256348,7.2176,143.9805,469.669,0,3,0,1,1,0,3,0,3,0,0,3,0,3,1,9,0,1,1,184,9.636772685,6.103966388,5.783244946,0.0,0.0,0.0,4.794537184,0.0,0.0,0.0,105.7003506,47.91256622,25.07378593,6.103966388,8.537521007,4,9.531400138,5.783244946,0.0,4.899909731,0.0,64.07742134,19.63426922,107.1829449,0.0,15.42857143,0.0,0.0,0.0,0.0,36.42139028,10.15185342,0.0,79.60680763,84.92913896,0.0,0.0,29.54,6.665061919,0.0,15.13363037,0.0,4.614654146,0.247446758,29.20118366,3.782061706,9.605961448,0.0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,3,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0.309941005
TENOFOVIR-ALAFENAMIDE (BRD:BRD-A25988899-001-01-6),0.1411688530413929,1,3.164024455,1.695783514,1122.790544,24.00986092,19.04237595,19.93680314,15.6653229,10.51524392,12.32520979,7.848628453,9.894445534,4.504184322,6.279605155,3.011154656,4.799592862,19.53069975,9.359585469,0.0,18.55590314,29.27600896,0.0,6.327320075,55.9310996,12.99010427,20.03923063,19.73114055,1.151515152,1.878787879,2.575757576,0.428571429,-3.01,33,447.242,19002320.88,24.62886603,10.7380938,6.736480384,191.7220491,13.62475763,13.62475763,0.271714065,-3.638041982,2.9729,123.6516,476.474,3,11,0,0,0,0,1,2,3,3,0,10,2,12,2,11,0,0,0,178,24.29824019,29.98334382,11.46504,0.0,0.0,13.48885892,9.359585469,20.03923063,0.0,0.0,18.19910121,39.82768294,0.0,25.08000926,8.014153741,3,23.35705854,30.47059964,0.0,24.60633027,0.0,52.48947881,12.08163785,42.98647549,5.749511833,15.18181818,15.3447097,5.817862778,5.749511833,7.519553635,50.08608447,25.37806778,0.0,27.6949488,42.98647549,0.0,11.16387794,143.48,32.22481324,0.0,24.62371469,2.775803106,6.908287738,0.151333446,7.831606132,2.009942918,7.251429593,-3.638041982,0,0,1,4,0,0,1,1,4,1,1,0,0,0,0,0,1,0,1,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0.312997722
BCX-1470 (BRD:BRD-K90472149-066-01-0),0.1420443062905661,1,3.070497464,1.888730773,790.726371,14.1125197,10.25179532,11.88478848,9.631030293,5.769848209,7.465997601,4.090778915,6.122250065,2.689906374,4.670951431,1.759739985,3.311180386,0.0,4.794537184,0.0,11.80492507,15.50380622,10.08614413,22.67357176,18.19910121,23.57916398,0.0,15.87981404,1.2,2.05,2.75,0.0,-2.18,20,292.3,62450.84791,12.83371475,5.068167934,2.429180786,122.4810817,11.86218952,11.86218952,0.044750289,-0.358613421,3.46607,82.1186,302.38,3,4,0,0,0,0,1,2,3,0,0,5,2,6,2,3,0,0,0,100,10.47053043,16.46227881,0.0,0.0,0.0,5.969305288,5.409283606,4.794537184,0.0,22.67357176,6.066367068,41.09812233,4.699919916,4.877147194,3.25217108,3,9.531400138,44.56464096,5.409283606,0.0,5.733667477,0.0,0.0,51.53255957,5.749511833,10.6,10.47053043,0.0,5.749511833,22.67357176,11.80492507,0.0,5.409283606,14.54883157,41.77826518,0.0,10.08614413,76.17,6.266562736,2.751202008,13.1422218,10.24743478,5.470276757,0.179518388,10.77611686,0.0,0.0,0.0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0.336501042
GW-583340 (BRD:BRD-K79930101-300-03-7),0.1428281422999361,1,3.392250739,1.291877087,1764.492587,28.11430893,21.39544154,23.78436365,19.23129794,12.25199553,15.57012633,9.076138295,12.68574477,5.886682381,7.976569813,3.913331309,5.436460544,9.837253136,12.80821203,0.0,18.17695641,40.9303585,27.16792812,36.05260927,24.26546827,29.64553104,20.60153425,21.32178136,1.075,1.95,2.75,0.178571429,-3.64,40,572.925,1089671666.0,27.90911544,12.25710765,7.303114719,239.7158377,13.43304718,13.43304718,0.084880206,-3.005391028,6.0026,157.5302,598.125,2,8,0,0,0,0,3,2,5,0,0,9,2,12,2,11,0,0,0,206,15.37044016,45.16367432,0.0,0.0,0.0,0.0,0.0,27.76014759,0.0,11.33678588,29.8000411,48.02802097,41.36240675,21.98611563,8.552125807,5,17.54507499,55.18315289,0.0,20.26872417,0.0,13.15163837,23.8701678,93.78198287,17.00689132,11.575,15.37044016,15.8956641,5.749511833,22.93772577,41.92311174,22.98889151,5.817220841,10.57107519,72.37105353,5.022633314,22.16030442,106.1,41.82371719,7.978303538,13.51618607,10.46881508,3.897641984,0.855099185,17.38735807,2.711966987,1.060747371,-3.005391028,0,0,0,3,0,0,0,0,3,2,0,0,0,0,0,0,2,0,3,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.178545259
AST-1306 (BRD:BRD-K26838195-075-04-9),0.1435020063678251,1,2.787078183,1.530675672,1312.424943,22.50142475,16.80926951,17.56519846,15.51237169,9.636411037,10.01437551,6.836375646,7.243575773,4.566248129,4.861617694,3.047494129,3.282591232,0.0,9.184952232,0.0,18.33128253,39.04493268,5.386224214,24.53607432,48.53093655,0.0,27.18046993,16.33780284,1.09375,1.9375,2.71875,0.041666667,-3.97,32,430.741,18944957.71,21.26922365,9.447067338,5.014055354,188.2803108,13.32331599,13.32331599,0.19445306,-0.318483224,5.8694,123.8314,448.885,2,6,0,0,0,1,3,1,4,0,0,5,2,8,1,7,0,0,0,160,15.37044016,30.31879749,0.0,5.907179729,0.0,0.0,4.794537184,14.35837209,0.0,0.0,30.31260971,60.17040815,16.76099676,10.53933403,6.279118377,4,13.92181519,45.60367988,0.0,9.967957042,0.0,6.606881965,10.63357721,96.0492522,5.749511833,10.5625,15.37044016,21.58305037,5.749511833,11.60093989,15.87513677,11.40141915,5.817220841,5.563451492,79.64594655,5.022633314,10.90292493,76.14,19.03962682,6.381133516,20.17411707,7.049797787,2.697531182,0.398151458,16.74115368,2.648321016,3.647945247,0.0,0,0,0,2,0,0,1,1,2,2,0,0,0,0,0,1,3,0,3,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.345687859
TAPOTOCLAX (BRD:BRD-K43900408-001-02-9),0.145225956042142,1,3.098786569,1.429465807,1493.253732,29.64768912,24.64418234,26.21660787,20.09812254,15.16196824,17.0862522,12.81110888,15.28525739,10.2841094,12.43264275,7.394351509,8.873984162,21.18040891,13.21233417,0.0,17.4368629,30.42696717,61.65315235,11.12690298,20.09990181,31.19885851,27.83075884,21.0746658,1.142857143,1.976190476,2.738095238,0.545454545,-2.55,42,571.892,2045454395.0,29.51862781,11.50941058,5.461287274,254.2017046,13.35633099,13.35633099,0.03146918,-3.884665069,5.8984,165.998,613.22,1,7,2,2,4,1,2,0,2,6,2,6,1,9,2,1,1,0,1,226,14.37363564,5.749511833,0.0,10.02329115,5.907179729,0.0,4.794537184,13.13989185,0.0,0.0,36.74308437,104.6611234,36.20038563,23.64817266,8.089095413,6,22.68606008,33.21879705,0.0,4.722094864,17.75371814,69.14129902,31.70610205,70.26323041,5.749511833,33.28571429,14.35886755,5.687386275,5.749511833,11.60093989,52.48507345,26.5959662,17.75371814,67.43647417,48.55024262,5.022633314,0.0,84.94,41.29504048,6.402944396,15.74635496,0.009975925,3.47827213,0.710365139,11.52916173,9.933276066,5.631259417,-2.12553913,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,2,4,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0.403907668
PF-06747775 (BRD:BRD-K00004648-001-01-9),0.1483698522524736,1,3.390675118,1.688016699,1108.710878,21.4134846,16.83302791,16.83302791,14.38858045,9.249151854,9.249151854,6.990804313,6.990804313,4.833637656,4.833637656,3.361187291,3.361187291,18.12069595,9.184952232,0.0,13.08951281,34.49745461,6.076020107,7.109797541,33.72064794,7.047671983,37.26313026,4.736862954,1.366666667,2.166666667,2.9,0.388888889,-3.7,30,393.257,7916419.421,19.60927559,7.612470382,3.510727867,171.1096189,14.49554025,14.49554025,0.056648085,-1.255036354,0.6779,108.5834,415.433,2,11,0,1,1,1,0,3,3,2,0,10,2,12,4,6,0,1,1,158,24.83744954,11.85906167,16.98174072,11.85551901,5.879988336,0.0,9.476340119,9.374393569,9.967957042,5.098681808,6.578935684,6.076020107,20.64010037,32.22055842,4.975834321,4,13.92181519,34.524646,0.0,34.61630856,14.09534397,12.21351622,30.41600869,25.17911944,5.879988336,18.6,20.27034989,21.84400338,5.879988336,0.0,67.61952626,18.88988115,0.0,0.0,25.17911944,0.0,11.16387794,115.02,23.15233651,0.0,26.77559576,10.01407239,1.746777786,0.752608726,-0.670221539,3.249325876,3.694837637,5.118000186,0,0,0,6,0,0,1,1,7,2,0,0,0,1,0,1,3,2,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0.56503012
CRA-032765 (BRD:BRD-K70301465-001-02-6),0.1490652287323795,1,3.257065471,1.500767607,1299.9887,22.7858818,18.09365196,18.09365196,16.13536159,10.87160457,10.87160457,7.974613838,7.974613838,5.853475237,5.853475237,4.241172498,4.241172498,0.0,4.794537184,0.0,11.94902056,35.63470502,29.9041184,12.40334018,4.899909731,59.27910655,16.54689273,15.56921224,1.090909091,1.848484848,2.606060606,0.2,-4.2,33,416.315,59394803.67,20.68875669,8.738936643,4.025546245,190.8726799,12.17174686,12.17174686,0.005660024,-0.069879863,4.2173,126.7354,440.507,2,8,0,1,1,1,2,2,4,1,0,7,1,8,3,5,0,1,1,166,15.37044016,29.33813451,5.647177221,5.907179729,0.0,0.0,4.794537184,14.64975998,5.098681808,0.0,24.77803689,55.31586576,18.6529643,11.42806504,5.478719211,5,9.531400138,22.75844394,0.0,24.64835152,0.0,18.88348408,18.82318029,73.57957948,22.75640315,16.0,10.47053043,5.817862778,11.49902367,0.0,43.64504406,4.794537184,0.0,18.88348408,73.57957948,0.0,22.29078092,99.16,7.793632778,0.0,22.65244652,5.616525798,8.520593709,1.803279091,17.32136193,4.581419831,4.877407003,0.0,0,0,1,4,0,0,1,1,5,0,1,0,0,0,0,1,1,0,2,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0.466703243
BATIMASTAT (BRD:BRD-K82818427-001-02-2),0.1500067678729523,1,3.307520555,2.225252508,859.3911569,23.50986092,18.53797862,20.17097178,15.34977431,10.51391129,12.37916266,7.926827572,10.19477501,5.057025527,7.307246211,3.448963587,5.442612375,23.78483265,19.59086458,0.0,17.7322655,18.59449685,9.772630669,18.80955693,16.81688248,61.69210665,10.63357721,0.0,1.0,1.71875,2.28125,0.434782609,-2.36,32,446.404,12468029.48,25.89683589,13.24773684,7.960547426,196.8786432,13.36348758,13.36348758,0.138014493,-0.770973115,3.0976,127.5506,477.652,4,7,0,0,0,3,1,1,2,3,0,6,4,9,1,12,0,0,0,174,10.63357721,6.041840829,0.0,17.72153919,0.0,0.0,19.59086458,5.480096598,0.0,23.09867083,50.24567681,29.348609,19.22134721,16.04499127,10.72107709,2,19.59086458,40.82021002,0.0,16.11367381,17.75371814,36.94013765,12.80052559,53.40808374,0.0,13.78125,16.11367381,0.0,0.0,23.09867083,41.77115863,20.80443318,17.75371814,25.83174751,52.05381143,0.0,0.0,107.53,1.024777585,3.023622085,38.38874378,16.72852458,2.639102207,-2.255635482,12.53265681,0.779942317,3.946043871,1.525555577,0,0,0,0,0,0,3,3,0,3,0,1,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.213478729
NERATINIB (BRD:BRD-K85606544-001-09-1),0.1510935345814234,1,2.935477491,1.643670572,1567.756239,28.48455242,22.4410873,23.19701625,19.3717437,12.58757968,12.96554415,8.99102092,9.398221047,5.690173058,5.985542623,3.832047618,4.067144721,0.0,10.05642874,0.0,12.51406169,63.2018306,5.693927995,12.27286368,42.60469902,44.1180921,26.67075556,21.0746658,1.125,1.975,2.675,0.2,-4.65,40,527.822,786267411.0,28.36038775,13.42299939,7.256905663,237.5703866,12.61277934,12.61277934,0.279665633,-0.297099514,5.93248,157.2544,557.054,2,9,0,0,0,1,2,2,4,0,0,8,2,10,2,11,0,0,0,204,25.00721285,24.17512694,0.0,5.907179729,0.0,0.0,14.76249423,0.0,5.261891555,0.0,23.74332707,57.41728358,42.15444121,39.77836803,9.517036686,4,14.26826309,45.47320338,5.261891555,14.86786677,0.0,13.53061916,37.88055954,89.3566767,17.56824498,11.0,20.10730312,17.06215882,11.49902367,11.60093989,48.02202884,11.40141915,11.33111287,18.18111669,73.0766639,5.022633314,10.90292493,112.4,11.60510496,6.516716135,23.25696933,17.045027,3.32584011,0.685871165,16.55624304,6.44330371,3.169997441,3.839371543,0,0,0,2,0,0,1,1,4,2,0,1,0,0,0,1,3,0,2,1,0,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0.21847546
AZD5991 (BRD:BRD-K00005264-001-02-9),0.1512962970421229,1,3.629402652,1.359839797,2147.877003,32.11179074,26.13303232,28.52195443,22.20641769,15.14724182,17.66550539,11.66724772,14.1088012,8.796761392,11.09832247,6.536231081,8.616299194,5.969305288,9.901064579,0.0,5.693927995,30.22401213,83.29214234,0.0,28.09086955,61.69582729,30.33183534,26.53516646,0.956521739,1.782608696,2.608695652,0.285714286,-3.86,46,638.004,31197042138.0,30.77591219,12.39107859,5.458343266,280.2269331,12.72174445,12.72174445,0.271231451,-0.962698575,8.17622,187.3593,672.276,1,8,0,1,1,0,3,3,6,0,8,9,1,11,4,1,0,0,0,236,14.41049,11.44343983,0.0,0.0,0.0,5.969305288,9.36360587,4.794537184,10.19736362,23.5237699,41.93277523,54.98052443,76.58426765,28.53407199,8.290146668,7,14.63792753,62.76938844,0.0,24.12806913,21.14301595,41.91942474,6.606881965,93.6530284,16.87641482,14.2826087,4.736862954,0.0,5.749511833,35.12470979,41.81078378,44.82239839,6.9237372,45.24845027,59.49278709,5.022633314,32.80227634,87.1,12.06962246,10.50101402,13.84803405,23.75730026,7.695008194,2.043593014,18.60149792,1.192864993,2.48200212,5.75350741,0,0,0,5,0,0,1,0,5,0,0,0,0,0,0,0,0,4,3,8,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0.188670878
EPZ011989 (BRD:BRD-K87468701-001-01-0),0.153129636992851,1,3.012949741,1.585540646,1379.953418,31.63925295,27.55377345,27.55377345,21.20994765,16.08368991,16.08368991,12.20571728,12.20571728,9.212111351,9.212111351,6.536862154,6.536862154,0.0,9.589074368,0.0,18.01120303,29.75534105,99.75462675,0.0,7.109797541,32.90394574,56.87914121,9.473725908,1.113636364,1.818181818,2.477272727,0.6,-3.16,44,554.416,4890039701.0,33.72743407,16.23675963,8.724497452,262.833817,13.71750372,13.71750372,0.163364053,-0.194922771,3.62956,176.5929,605.824,2,9,1,1,2,1,1,1,2,0,0,7,2,9,2,11,1,1,2,240,29.57431249,0.0,0.0,0.0,11.46644662,0.0,14.4889841,0.0,0.0,0.0,11.84086864,89.75191146,79.98892997,26.3654023,12.44600545,4,14.26826309,11.594566,0.0,20.10058659,0.0,72.00667335,71.60180718,62.06409074,11.84086864,18.97727273,15.77596523,5.687386275,0.0,0.0,99.47655682,16.01848231,32.61208024,70.91274633,22.99363839,0.0,0.0,90.14,10.76925174,0.0,36.35778768,3.027421964,5.529855242,6.511664437,6.954560661,4.465233839,14.59978512,3.951105979,0,0,0,1,1,0,1,1,3,2,0,1,1,0,0,1,1,2,1,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0.378410147
ACY-1215 (BRD:BRD-K82928847-001-04-7),0.1531669144408028,1,2.847939155,1.559155002,942.0361133,22.59780107,17.77619488,17.77619488,15.68587185,10.62211111,10.62211111,7.233342232,7.233342232,4.870056956,4.870056956,3.212082036,3.212082036,0.0,9.589074368,0.0,11.81435946,30.89819042,30.63723742,12.39368714,5.480096598,65.56358042,15.28474565,5.207253025,0.8125,1.375,1.9375,0.25,-3.78,32,406.296,19938308.11,22.89519417,12.16573401,6.612557098,186.8352989,12.39741904,12.39741904,0.220203236,-0.375144537,4.1321,122.0624,433.512,3,8,0,0,0,2,2,1,3,0,0,6,3,8,1,11,0,0,0,166,5.316788604,0.0,0.0,11.85551901,5.907179729,0.0,19.69623712,15.44805364,0.0,0.0,49.23984566,37.10711152,36.73403772,5.563451492,8.704276327,3,14.79632739,29.13747129,0.0,20.76484224,0.0,32.10410811,11.44466614,78.62080932,0.0,10.40625,15.69679493,17.32311183,0.0,0.0,33.53432593,4.794537184,0.0,42.46209679,73.05735783,0.0,0.0,107.45,0.0,0.0,34.1516491,11.31846136,3.863274535,-0.117693881,19.63134124,6.618308037,0.534659608,0.0,0,0,0,2,0,0,2,2,3,2,0,0,0,0,0,2,3,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0.238394454
PEMRAMETOSTAT (BRD:BRD-K00003421-001-01-9),0.1532248181651212,1,2.827562173,1.22915517,976.1768447,23.20853153,19.03532774,19.03532774,15.97436689,11.57183319,11.57183319,8.83083887,8.83083887,6.368907622,6.368907622,4.481933999,4.481933999,6.103966388,14.69560176,0.0,30.09488469,25.452132,32.35197768,17.45422306,12.99010427,10.9662768,43.70054519,0.0,1.151515152,1.909090909,2.666666667,0.5,-3.04,33,420.303,31787646.23,23.12940805,10.71797776,6.265872878,193.7619902,12.56932653,12.56932653,0.09882754,-0.661939273,1.0484,124.6937,452.559,3,9,0,2,2,2,1,1,2,1,0,7,3,9,3,7,0,1,1,176,20.64001433,17.83911085,0.0,5.907179729,5.907179729,0.0,14.4889841,9.967957042,0.0,0.0,24.26546827,30.38936785,58.30048353,6.103966388,7.512135792,4,14.69560176,17.63222224,0.0,25.08456511,0.0,44.87676569,38.04057063,53.4799864,0.0,17.81818182,10.63357721,5.817862778,0.0,0.0,81.5582526,17.76011521,0.0,41.38074861,36.65915542,0.0,0.0,110.69,0.0,0.0,36.39332218,16.56354517,2.925798979,0.347757427,10.20689901,3.33791445,5.391429451,0.0,1,1,0,2,0,0,2,2,4,2,0,0,0,0,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.575867536
BISACODYL (BRD:BRD-K39987650-001-24-1),0.1551957772441284,1,2.647080833,1.967155496,859.2913063,19.22540387,15.08576026,15.08576026,13.02487714,8.503985507,8.503985507,6.012974328,6.012974328,3.93356181,3.93356181,2.869264777,2.869264777,0.0,9.589074368,0.0,17.85651662,11.49902367,16.82083098,13.8474744,30.46231185,42.46456948,4.983978521,9.473725908,0.740740741,1.222222222,1.592592593,0.136363636,-3.47,27,342.245,1286184.812,18.32494505,8.272920223,4.788877195,157.1400847,11.11515302,11.11515302,0.107448035,-0.35640173,4.1124,100.684,361.397,0,5,0,0,0,0,2,1,3,0,0,5,0,5,1,5,0,0,0,136,9.473725908,11.49902367,0.0,0.0,0.0,11.93861058,14.57305289,0.0,0.0,0.0,30.33183534,47.52510539,20.04431797,11.61183404,5.614844759,3,19.06280028,11.93861058,0.0,4.983978521,0.0,19.76538045,0.0,89.7477123,11.49902367,10.48148148,9.473725908,0.0,11.49902367,0.0,16.9225891,9.589074368,0.0,36.58621142,72.92688132,0.0,0.0,65.49,10.2201116,0.0,26.73304313,0.0,2.895971487,0.172761438,20.48471667,1.752772039,2.740623636,0.0,0,0,0,1,0,0,2,2,1,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0.505301738
RIFAPENTINE (BRD:BRD-K28346421-001-06-8),0.1564044585348643,1,3.892300952,1.47246725,2189.665646,46.07589235,37.75255508,37.75255508,29.80336367,21.91599903,21.91599903,17.79009951,17.79009951,13.51515675,13.51515675,9.47332714,9.47332714,88.78286635,39.91624853,0.0,44.47280554,19.13135364,13.08951281,85.11675407,39.84698901,5.008912524,15.31810586,18.94745182,0.920634921,1.587301587,2.222222222,0.574468085,-5.16,63,812.533,40700000000000.0,47.32210666,19.29528859,9.401810075,368.3686962,14.53458574,14.53458574,0.063066517,-2.043394487,5.64822,236.8112,877.045,6,16,1,4,5,1,2,0,2,9,5,15,6,16,4,5,1,1,2,344,49.79687739,23.35250189,5.749511833,0.0,11.69042468,11.75641644,24.29243381,0.0,5.101407526,0.0,58.76465237,32.76513775,93.37254281,52.98909366,14.49355086,7,58.86370034,40.33416525,0.0,9.908822255,28.77303171,117.3180016,38.60561177,52.82961988,22.99804733,32.36507937,10.05365156,5.687386275,22.99804733,0.0,128.8494305,23.79966323,30.59536138,95.63433855,41.24067293,0.0,10.77244843,220.15,23.71749474,0.0,43.24304647,67.55310464,-0.292645,-8.278709442,0.553479926,9.753229445,15.39077644,1.44355611,2,2,0,0,0,3,3,3,3,1,0,0,0,0,2,1,1,0,2,14,1,4,0,1,1,1,0,3,3,0,0,0,0,0,0,0.092638188
CALCITRIOL (BRD:BRD-K27316855-001-13-3),0.1564280593023265,1,2.99559853,1.700950552,682.7119726,22.10408353,19.66126726,19.66126726,14.00967437,12.18332902,12.18332902,11.34592067,11.34592067,8.43703014,8.43703014,6.737069726,6.737069726,17.80898359,15.31958218,0.0,0.0,30.09244581,29.90575835,38.52492974,5.57310453,13.8474744,32.5784503,0.0,1.233333333,1.966666667,2.666666667,0.777777778,-0.9,30,372.294,3363116.531,23.75663093,9.302573014,5.285369373,183.5241447,10.12688634,10.12688634,0.374345947,-0.615156921,5.7047,124.0384,416.646,3,3,3,0,3,0,0,0,0,6,0,3,3,3,0,6,3,0,3,170,15.31958218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.99319807,93.10814343,6.420821623,17.80898359,7.366593126,3,15.31958218,0.0,0.0,0.0,23.16870861,109.7121486,0.0,35.45028949,0.0,38.83333333,0.0,0.0,0.0,0.0,33.12856577,0.0,23.16870861,91.90316503,35.45028949,0.0,0.0,60.69,0.0,0.0,0.0,30.19769641,3.167113278,2.105513977,0.0,13.86013233,12.83621068,0.0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.519991905
