Drug,Pearson_Correlation,Label,AvgIpc,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,FractionCSP3,HallKierAlpha,HeavyAtomCount,HeavyAtomMolWt,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,MaxAbsEStateIndex,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,MolLogP,MolMR,MolWt,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAmideBonds,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumAtomStereoCenters,NumBridgeheadAtoms,NumHAcceptors,NumHDonors,NumHeteroatoms,NumHeterocycles,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,NumValenceElectrons,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,Phi,RingCount,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA9,SPS,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,TPSA,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_C_O,fr_C_O_noCOO,fr_NH0,fr_NH1,fr_NH2,fr_Ndealkylation1,fr_Nhpyrrole,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_aniline,fr_aryl_methyl,fr_benzene,fr_bicyclic,fr_ester,fr_ether,fr_halogen,fr_ketone,fr_ketone_Topliss,fr_methoxy,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_piperdine,fr_priamide,fr_pyridine,fr_sulfide,fr_thiophene,fr_unbrch_alkane,qed
AVUTOMETINIB (BRD:BRD-K82804538-001-01-0),0.1572546294110079,1,2.791375258,1.679524791,1492.695175,23.58721119,17.49500394,18.31150052,15.76998873,9.630417436,11.11358068,6.903530762,8.522776773,4.846206854,5.845742237,3.145924262,3.644841351,27.46999911,17.60274922,0.0,29.14120959,16.69918754,0.0,31.70456977,31.18920547,9.444189729,14.95193556,9.154013891,1.121212121,1.878787879,2.606060606,0.142857143,-3.9,33,453.326,23766974.82,22.29952252,8.919792446,4.807603206,187.2223237,14.88391128,14.88391128,0.078456397,-3.960081067,2.68472,117.9302,471.47,2,10,0,0,0,0,1,3,4,0,0,8,2,12,3,7,0,0,0,170,9.154013891,11.33253197,11.63508362,0.0,10.20932917,11.63605116,4.722094864,28.85898266,8.417796984,0.0,0.0,42.31610846,49.0750671,0.0,6.027488258,4,21.96222592,26.9964363,0.0,19.67403043,0.0,13.34455882,11.76976685,81.85006488,11.75997667,11.48484848,19.806639,10.20827783,11.75997667,0.0,30.41740453,16.63015079,12.74095804,16.69035448,58.13405418,0.0,10.96924436,136.31,53.2729735,0.0,24.3892909,0.635651447,0.538126083,-0.984194669,8.095522707,4.197023424,1.721371383,-2.782431438,0,0,0,3,0,0,0,0,3,2,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0.392757868
ADEFOVIR-DIPIVOXIL (BRD:BRD-K96159438-001-06-3),0.1587518806880906,1,3.14011481,1.937477116,1007.738839,25.57070333,20.26963901,21.16406621,15.72779928,10.44462336,12.17252401,9.37483087,11.3712378,4.259050386,5.755456241,2.266808149,3.269734237,50.29820882,14.15412265,0.0,12.42474474,17.70863434,0.0,12.65464015,46.10952285,0.0,14.95193556,28.99175066,0.970588235,1.529411765,2.058823529,0.65,-2.6,34,469.221,14845614.99,27.64310319,11.2170207,8.012835208,197.3588767,13.08556073,13.08556073,0.092892101,-3.94597975,2.7025,121.1589,501.477,2,13,0,0,0,0,0,2,2,0,0,13,1,14,2,11,0,0,0,190,24.51135599,18.19199116,11.46504,13.58588461,0.0,19.5343729,23.20161698,14.95193556,0.0,0.0,0.0,41.5424232,6.544756406,23.76418298,9.11980178,2,37.41220584,36.51611362,0.0,19.51903521,10.82998094,48.0871796,32.27440442,12.65464015,0.0,12.64705882,5.733667477,5.817862778,0.0,7.595762327,57.99838273,43.95696224,10.82998094,41.5424232,12.65464015,0.0,11.16387794,166.98,40.65415331,0.0,36.021818,0.0,5.212489244,-0.842284966,0.0,2.379748977,9.158944071,-3.94597975,0,0,1,4,0,0,2,2,4,0,1,0,0,0,0,0,1,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.207152458
BERBERINE (BRD:BRD-K14796088-003-26-8),0.159920719615917,1,3.107280913,1.752406739,1012.484166,16.96589085,14.16562872,14.16562872,12.27951954,8.29333982,8.29333982,6.268661692,6.268661692,5.000725186,5.000725186,3.768374318,3.768374318,0.0,0.0,0.0,0.0,6.792942306,46.73607379,16.82083098,14.21959508,6.066367068,35.02941149,18.94745182,1.0,1.84,2.64,0.25,-2.95,25,318.223,1279721.215,14.39783986,5.275648027,2.049607604,144.8670105,5.595634704,5.595634704,0.298552024,0.298552024,3.0963,92.51,336.367,0,5,0,2,2,0,2,1,3,0,0,4,0,5,3,2,0,0,0,126,18.94745182,0.0,35.73964731,12.4868703,0.0,0.0,0.0,0.0,4.567099648,0.0,0.0,35.21514398,12.48718869,25.16927079,3.038317419,5,23.51455146,10.77244843,0.0,0.0,0.0,12.96557803,21.01253739,42.09213041,34.25542682,14.16,23.51455146,0.0,22.99804733,0.0,21.01253739,12.96557803,0.0,5.563451492,36.52867891,0.0,22.02982792,40.8,24.38354654,0.0,0.0,2.170564978,3.676418021,3.181402586,10.42370908,3.112077349,1.213513522,3.33876792,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,5,0,4,0,0,0,2,0,0,0,0,0,1,0,0,0,0.674490557
PARICALCITOL (BRD:BRD-K60585088-001-01-5),0.1610631162857804,1,2.997941128,1.725353752,670.7119726,22.10408353,19.77199773,19.77199773,14.00287431,12.1571259,12.1571259,11.30025073,11.30025073,8.563168456,8.563168456,6.385109562,6.385109562,17.80898359,15.31958218,0.0,5.917906046,42.43117348,0.0,37.67721264,5.57310453,13.8474744,45.07529203,0.0,1.033333333,1.7,2.333333333,0.777777778,-0.9,30,372.294,3393216.667,23.75663093,9.302573014,5.285369373,183.5241447,10.24102408,10.24102408,0.152396692,-0.673756427,5.5606,123.9684,416.646,3,3,3,0,3,0,0,0,0,7,0,3,3,3,0,5,3,0,3,170,15.31958218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.22150109,88.38275599,5.917906046,17.80898359,7.366593126,3,15.31958218,0.0,0.0,0.0,29.08661465,103.7942426,0.0,35.45028949,0.0,38.66666667,0.0,0.0,0.0,0.0,33.12856577,0.0,29.08661465,85.98525898,35.45028949,0.0,0.0,60.69,0.0,0.0,0.0,30.18122842,2.434984829,2.002091324,0.0,16.48515528,10.72987348,0.0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.514196907
TYRPHOSTIN-AG-1478 (BRD:BRD-K68336408-001-10-9),0.1631169296405226,1,2.536419076,2.093088317,823.5951342,15.52673326,12.13034013,12.88626908,10.7070399,6.603406226,6.981370699,4.581963601,5.018399381,3.228007653,3.463104756,2.185644773,2.375932621,0.0,0.0,0.0,0.0,22.33951976,16.59031121,6.327320075,14.21959508,36.39820241,15.28474565,21.0746658,1.0,1.772727273,2.5,0.125,-2.53,22,301.648,130369.4041,14.40906012,6.071664935,2.75557371,132.4195609,6.007271997,6.007271997,0.624022301,0.624022301,4.044,87.3767,315.76,1,5,0,0,0,0,2,1,3,0,0,5,1,6,1,4,0,0,0,112,14.79051451,12.14518285,11.49902367,0.0,0.0,0.0,0.0,9.967957042,0.0,0.0,17.66730696,24.26546827,22.16261087,19.7362958,3.976681141,3,9.473725908,34.00911387,0.0,9.967957042,0.0,0.0,19.53638369,47.7481558,11.49902367,10.5,14.79051451,11.50524905,11.49902367,11.60093989,24.18755212,0.0,0.0,0.0,42.72552249,5.022633314,10.90292493,56.27,10.63414022,6.007271997,8.573391107,4.733244512,1.610613846,1.925527193,11.10441163,1.501121032,0.0,3.188056241,0,0,0,2,0,0,0,0,2,1,0,0,0,0,0,0,2,0,2,1,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0.786993586
NITHIAMIDE (BRD:BRD-K39467894-001-06-7),0.1670068609796672,1,2.339574424,2.7716918,321.4932759,9.137828202,6.104770622,6.921267203,5.592224153,2.971608427,3.788105008,1.941947198,2.95104612,0.956396048,1.820835219,0.558387388,1.236599841,4.923311049,14.90885545,0.0,16.03982019,0.0,17.53362945,6.9237372,0.0,0.0,10.30076712,0.0,1.833333333,2.5,2.916666667,0.2,-1.5,12,182.14,531.0833941,8.595238095,3.264565993,1.990114464,71.38565861,10.47796674,10.47796674,0.084490741,-0.552596372,1.0097,43.0721,187.18,1,6,0,0,0,1,0,1,1,0,0,5,1,7,1,2,0,0,0,64,5.316788604,6.196843572,5.13155848,5.907179729,0.0,5.001081977,14.90885545,4.983978521,0.0,0.0,0.0,11.33678588,6.9237372,4.923311049,2.338310166,1,9.717848233,27.37660606,0.0,4.983978521,0.0,6.9237372,5.316788604,16.31116184,0.0,9.416666667,5.316788604,10.13264046,0.0,11.33678588,15.8144693,4.794537184,10.11431827,6.9237372,6.196843572,0.0,0.0,85.13,0.0,0.827175926,23.7111815,12.66752409,0.0,-0.292363001,0.0,1.107083333,1.312731481,0.0,0,0,0,1,0,0,1,1,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.552619649
GEFITINIB (BRD:BRD-K64052750-001-17-5),0.16770239204705,1,2.794230402,1.507873957,1046.684904,21.63118127,17.23616369,17.99209263,15.13536159,10.11551554,10.49348001,7.152408396,7.559608522,5.083026255,5.372672717,3.441625503,3.622168134,5.817220841,4.390415048,0.0,5.022633314,35.1278554,44.65507898,18.46005421,13.17616461,12.13273414,20.18465538,25.81152875,1.161290323,2.0,2.774193548,0.363636364,-2.68,31,422.718,13732178.25,21.54820667,10.08499225,5.330841061,184.6422968,13.46824402,13.46824402,0.036408571,-0.47475551,4.2756,118.1537,446.91,1,7,0,1,1,0,2,1,3,0,0,7,1,9,2,8,0,1,1,164,19.52737747,17.96240369,11.49902367,0.0,0.0,0.0,4.899909731,14.35837209,0.0,0.0,11.60093989,30.6862899,36.77424678,37.46977747,7.010112818,4,18.60100391,34.00911387,0.0,14.86786677,0.0,6.420821623,51.88150126,47.49900957,11.49902367,14.5483871,14.79051451,15.8956641,11.49902367,11.60093989,61.43257943,4.736862954,5.817220841,6.420821623,36.65915542,5.022633314,10.90292493,68.74,30.37368719,5.895463516,11.03506072,3.965652337,1.31798416,1.311179474,8.089993047,2.350959874,5.004639049,1.599825083,0,0,0,2,0,0,0,0,3,1,0,0,0,0,0,0,2,0,2,1,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0.517854528
3-DEAZANEPLANOCIN-A (BRD:BRD-K77791657-001-01-1),0.1714541448024208,1,2.943194274,2.106764364,651.4619562,13.56854962,10.00919051,10.00919051,9.130228955,5.87782876,5.87782876,4.541482307,4.541482307,3.462590315,3.462590315,2.433501322,2.433501322,18.2497736,10.21305479,0.0,6.606881965,16.90766803,5.516700718,0.0,29.23365047,0.0,9.967957042,10.84019487,1.315789474,2.105263158,2.789473684,0.333333333,-1.96,19,248.157,35227.09227,12.09328896,4.302360646,1.706844882,108.188306,10.05087821,10.05087821,0.286655959,-1.063301682,-0.7913,68.1598,262.269,5,7,1,0,1,0,0,2,2,3,0,7,4,7,2,2,0,0,0,100,25.62034931,17.72463349,5.817862778,0.0,0.0,0.0,0.0,9.967957042,0.0,0.0,6.076020107,11.6394716,6.196843572,24.49274359,2.738404764,3,15.31958218,16.85126421,0.0,14.53505669,0.0,18.2497736,12.34054944,30.23965535,0.0,26.89473684,5.733667477,5.817862778,0.0,0.0,48.66945361,0.0,0.0,6.041840829,30.23965535,0.0,11.03340144,117.42,1.712222222,0.0,8.11110119,28.98779688,7.405884196,0.315413386,1.256210317,2.664694429,-0.286655959,0.0,3,3,1,3,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.526752834
A-1065-5 (BRD:BRD-K87124298-001-03-4),0.1722766692417142,1,3.357295939,1.626998375,1252.58425,20.82769817,16.49979384,16.49979384,14.56288195,9.944920918,9.944920918,7.718597145,7.718597145,6.020585655,6.020585655,4.453870157,4.453870157,5.969305288,9.901064579,0.0,11.83581209,29.87013474,41.0124125,6.327320075,11.62519543,24.26546827,15.06663885,15.45450895,1.3,2.1,2.833333333,0.333333333,-3.62,30,384.27,12927388.87,18.41121661,7.012898152,2.850129032,171.4477777,11.30886811,11.30886811,0.120430052,-0.721566856,3.2218,111.3739,406.446,4,9,1,0,1,0,1,3,4,0,0,7,3,9,3,4,1,0,1,154,20.56103635,29.11186512,5.817862778,0.0,0.0,5.969305288,4.794537184,14.48335494,5.098681808,0.0,12.13273414,37.81602063,11.30413026,24.2383323,4.303866233,5,14.63792753,28.20679372,0.0,24.56601526,5.917906046,31.60119254,12.84346502,36.41719285,17.13736782,19.36666667,10.47053043,5.817862778,5.749511833,0.0,42.75164549,4.794537184,5.917906046,37.42559704,30.59278835,0.0,27.80748164,131.42,7.219523366,0.0,23.79830558,14.71292756,9.243463001,1.008742177,7.854526144,4.19157835,0.0,1.637600497,0,0,1,5,1,0,1,0,4,1,1,0,1,0,0,0,1,0,1,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0.473974464
TCS-2210 (BRD:BRD-K19958299-001-02-9),0.1726626496790589,1,2.617236979,1.804670672,919.6903454,16.94094682,12.95104627,12.95104627,11.6690351,7.684892939,7.684892939,5.524629263,5.524629263,3.84903533,3.84903533,2.600332702,2.600332702,5.907179729,9.589074368,0.0,11.12271839,23.14815105,12.84164325,17.69618563,11.54646367,18.19910121,22.10069118,5.207253025,1.125,1.916666667,2.666666667,0.166666667,-2.99,24,306.216,357085.3444,15.88864978,7.057322665,3.493849387,137.6904049,12.1131809,12.1131809,0.213035741,-0.615252221,2.2174,90.0834,323.352,3,6,0,0,0,1,2,1,3,0,0,4,3,6,1,5,0,0,0,122,4.983978521,5.693927995,0.0,0.0,11.46644662,0.0,14.79632739,10.46407512,0.0,0.0,30.33183534,43.02501757,5.563451492,11.03340144,4.672138675,3,10.00179021,16.94058116,0.0,15.44805364,0.0,19.26246487,0.0,75.70557161,0.0,10.70833333,11.03936349,0.0,0.0,0.0,21.0823898,12.84164325,0.0,28.03618979,53.32547373,0.0,11.03340144,95.08,0.0,0.0,30.74703479,8.705619549,4.389487657,-0.615252221,14.71163836,2.228138532,0.0,0.0,0,0,0,2,1,0,1,1,1,2,0,0,1,0,0,1,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.495433058
CITARINOSTAT (BRD:BRD-K00003202-001-01-9),0.1728206514079973,1,2.852559979,1.599561565,1047.480043,23.46804456,18.07680908,18.83273803,16.09655545,10.72776002,11.10572449,7.349204628,7.756404755,4.949020096,5.268632624,3.2503677,3.470616501,0.0,9.589074368,0.0,11.81435946,35.92082374,30.63723742,12.39368714,11.54646367,53.43084628,15.28474565,16.80819292,0.909090909,1.575757576,2.272727273,0.25,-3.49,33,441.749,28771011.23,24.15832602,12.52197785,6.997562253,197.1385651,12.43042315,12.43042315,0.245173229,-0.382300739,4.7855,127.0724,467.957,3,8,0,0,0,2,2,1,3,0,0,6,3,9,1,11,0,0,0,172,5.316788604,0.0,0.0,11.85551901,5.907179729,0.0,19.69623712,15.44805364,0.0,0.0,54.77441848,37.10711152,31.04665145,16.27347108,9.166970404,3,14.79632739,40.73841118,0.0,20.76484224,0.0,32.10410811,11.44466614,77.57707556,0.0,10.48484848,15.69679493,17.32311183,0.0,11.60093989,33.53432593,4.794537184,0.0,42.46209679,66.99099076,5.022633314,0.0,107.45,0.0,6.433728688,34.06475381,11.87176599,3.5628476,-0.22676452,17.06285943,6.492173275,0.516413511,0.0,0,0,0,2,0,0,2,2,3,2,0,0,0,0,0,2,3,0,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,3,0.212529466
ELACESTRANT (BRD:BRD-K00003295-300-01-9),0.1762125745171867,1,2.873606926,1.560334226,1077.663482,23.91563832,20.81038269,20.81038269,16.60521805,12.63018213,12.63018213,9.251708347,9.251708347,7.054996314,7.054996314,5.084990971,5.084990971,0.0,5.106527395,0.0,0.0,11.66741788,57.61182395,33.50464373,7.109797541,12.13273414,72.59510928,4.736862954,0.970588235,1.764705882,2.5,0.4,-2.98,34,420.342,57656394.2,24.15430527,11.43510757,5.736894618,204.1365406,9.8651387,9.8651387,0.367721974,0.367721974,5.8518,141.2805,458.646,2,4,1,0,1,0,3,0,3,1,0,4,2,4,0,10,0,0,0,180,20.06008868,11.49902367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.32193961,97.63080121,24.84326615,7.109797541,8.123737622,4,9.843390349,5.687386275,0.0,5.316788604,0.0,51.99342334,31.64397649,88.48092814,11.49902367,15.08823529,14.95356129,5.687386275,11.49902367,0.0,31.85059415,25.80722127,0.0,54.00345953,60.66367068,0.0,0.0,44.73,5.613579087,0.0,2.470076504,13.26401079,8.002639656,1.726559561,21.47074346,4.160451989,8.218004644,1.740600968,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,3,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0.374081978
LAPATINIB (BRD:BRD-K19687926-379-07-4),0.1779614290736079,1,3.392250739,1.291877087,1760.581604,28.11430893,21.52557821,23.09800374,19.23129794,12.39521229,14.83369028,9.2156127,11.88256534,6.008345079,7.249420414,4.02693825,4.777163732,9.837253136,12.80821203,0.0,18.17695641,52.45085334,16.46637642,24.7158234,24.26546827,36.39820241,20.60153425,20.75495378,1.025,1.9,2.7,0.172413793,-3.99,40,554.861,1089671666.0,27.57212509,12.03371284,7.146807076,235.6501557,13.43080267,13.43080267,0.066361687,-3.01899647,6.1391,154.1242,581.069,2,8,0,0,0,0,3,2,5,0,0,8,2,11,2,11,0,0,0,206,19.7875911,51.67654547,0.0,0.0,0.0,0.0,0.0,22.77616907,0.0,0.0,23.73367403,66.22712218,29.43758757,22.83694404,8.294875892,5,21.96222592,43.84636701,0.0,15.28474565,0.0,13.15163837,23.8701678,101.287278,17.07321074,11.575,15.37044016,15.8956641,5.749511833,11.60093989,36.93913322,22.98889151,5.817220841,11.32369891,83.54087583,5.022633314,22.22662384,106.35,47.77016383,6.467436424,8.79698874,7.555419094,2.991532856,2.172644187,20.97804453,2.691680207,0.95619771,-3.01899647,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,2,0,3,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.179479493
AZD8931 (BRD:BRD-K98572433-001-02-9),0.1870533042348402,1,2.827269543,1.565243639,1154.390186,23.37166824,18.39930039,19.15522934,15.97789685,10.61534958,10.99331405,7.735404606,8.142604733,5.599695052,5.8916029,3.790112117,3.964651446,5.817220841,9.184952232,0.0,22.72116571,34.76456778,25.93115606,12.39368714,38.4229378,0.0,25.50144398,21.0746658,1.242424242,2.03030303,2.757575758,0.347826087,-3.17,33,448.736,30359932.82,23.00386301,10.18175727,5.257168152,195.6050779,14.41635777,14.41635777,0.001607892,-0.556084705,3.7637,124.9394,473.936,2,8,0,1,1,1,2,1,3,0,0,7,2,10,2,7,0,1,1,174,20.10730312,18.24914924,17.31624451,5.907179729,0.0,0.0,9.694446915,14.35837209,0.0,0.0,17.66730696,31.04074445,31.58977608,29.88127425,7.097568167,4,18.65867814,39.9162936,0.0,20.18465538,0.0,18.94560963,39.10852735,47.49900957,11.49902367,14.78787879,20.10730312,15.8956641,11.49902367,11.60093989,60.67075163,4.794537184,5.817220841,12.84164325,36.65915542,5.022633314,10.90292493,88.61,26.22843178,5.907948198,22.32053939,6.327309735,0.836859333,0.975255392,8.298840273,2.933862326,1.907572393,3.207825621,0,0,0,2,0,0,1,1,3,2,0,1,0,0,0,1,2,0,2,1,0,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0.539702463
U-18666A (BRD:BRD-K22025381-003-01-9),0.1878789662968867,1,3.000318023,1.415768518,624.0373833,19.94094682,18.6357429,18.6357429,13.4190173,11.98779378,11.98779378,10.43984732,10.43984732,9.423197465,9.423197465,7.429119945,7.429119945,0.0,4.794537184,0.0,5.414990469,23.22010785,63.76024977,25.68328649,5.57310453,0.0,38.67087864,4.736862954,1.071428571,1.785714286,2.535714286,0.88,-0.67,28,346.28,2660490.003,20.59664716,7.870396975,3.307517713,171.8198351,12.56673061,12.56673061,0.0063367,-0.0063367,5.2453,114.238,387.608,0,3,4,0,4,0,0,0,0,6,0,3,0,3,0,6,3,0,3,158,9.636772685,5.783244946,0.0,0.0,0.0,0.0,4.794537184,0.0,0.0,0.0,39.34407344,81.20397278,18.3805685,12.71084835,5.789421055,4,9.531400138,5.783244946,0.0,4.899909731,28.58369908,85.16548817,26.24115118,11.64912464,0.0,42.75,0.0,0.0,0.0,0.0,43.02827225,9.531400138,28.58369908,79.06152178,11.64912464,0.0,0.0,29.54,6.319422437,0.0,15.01051931,0.0,2.030698382,2.712771828,0.0,12.16970849,13.42354622,0.0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,5,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.5833791
CGS-15943 (BRD:BRD-K49049886-001-08-7),0.1904924832380039,1,3.07993126,2.119672699,928.8985699,13.68986997,10.11651903,10.87244798,9.720346691,5.876107034,6.254071507,4.279595105,4.716030886,3.000220262,3.235317365,2.111962547,2.284065571,0.0,0.0,0.0,5.948339281,22.25446245,10.90292493,4.515397894,36.59499834,0.0,15.06663885,21.7517583,1.2,2.1,2.9,0.0,-2.6,20,277.63,87177.45433,11.24544406,3.94480912,1.549294572,117.353206,6.030215612,6.030215612,0.264007937,0.264007937,2.7731,75.4124,285.694,2,6,0,0,0,0,1,3,4,0,0,6,1,7,3,1,0,0,0,98,10.15081841,0.0,11.40742464,11.77274378,0.0,0.0,0.0,9.967957042,4.515397894,5.098681808,11.60093989,30.33183534,10.40885753,11.77986371,2.218056514,4,4.417150937,34.09938132,0.0,19.58203674,0.0,0.0,5.733667477,41.61763165,11.58465192,11.45,5.733667477,5.948339281,0.0,11.60093989,19.58203674,0.0,0.0,0.0,41.01214928,5.022633314,28.13475407,82.24,6.781794358,6.030215612,8.753290501,5.709747391,7.23152825,1.291094577,8.913034568,1.56707252,0.0,0.0,0,0,1,4,0,0,0,0,4,0,1,0,0,0,0,0,1,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.581309002
3-DEAZANEPLANOCIN-A (BRD:BRD-K77791657-003-01-7),0.1947134860556642,1,2.943194274,2.106764364,651.4619562,13.56854962,10.00919051,10.00919051,9.130228955,5.87782876,5.87782876,4.541482307,4.541482307,3.462590315,3.462590315,2.433501322,2.433501322,18.2497736,10.21305479,0.0,6.606881965,16.90766803,5.516700718,0.0,29.23365047,0.0,9.967957042,10.84019487,1.315789474,2.105263158,2.789473684,0.333333333,-1.96,19,248.157,35227.09227,12.09328896,4.302360646,1.706844882,108.188306,10.05087821,10.05087821,0.286655959,-1.063301682,-0.7913,68.1598,262.269,5,7,1,0,1,0,0,2,2,3,0,7,4,7,2,2,0,0,0,100,25.62034931,17.72463349,5.817862778,0.0,0.0,0.0,0.0,9.967957042,0.0,0.0,6.076020107,11.6394716,6.196843572,24.49274359,2.738404764,3,15.31958218,16.85126421,0.0,14.53505669,0.0,18.2497736,12.34054944,30.23965535,0.0,26.89473684,5.733667477,5.817862778,0.0,0.0,48.66945361,0.0,0.0,6.041840829,30.23965535,0.0,11.03340144,117.42,1.712222222,0.0,8.11110119,28.98779688,7.405884196,0.315413386,1.256210317,2.664694429,-0.286655959,0.0,3,3,1,3,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.526752834
OSIMERTINIB (BRD:BRD-K42805893-001-04-9),0.2002986221647196,1,3.237234555,1.706591889,1427.575648,26.52636878,21.94738759,21.94738759,17.79926405,11.9618961,11.9618961,9.049163503,9.049163503,6.12990987,6.12990987,4.140986972,4.140986972,0.0,4.794537184,0.0,5.907179729,23.07262366,40.93720351,6.076020107,13.30664111,58.52252327,54.89298823,9.720841475,1.135135135,1.918918919,2.648648649,0.25,-4.37,37,466.355,201258419.1,25.7148392,11.1324034,5.727560753,216.9399611,12.22260268,12.22260268,0.298537501,-0.298537501,4.5098,150.8724,499.619,2,9,0,0,0,1,2,2,4,0,0,8,2,9,2,10,0,0,0,192,29.73735927,5.749511833,0.0,11.85551901,0.0,0.0,4.794537184,9.967957042,0.0,0.0,24.77803689,38.37046528,62.11128741,29.86588436,7.736971985,4,9.531400138,39.82060277,0.0,19.43496642,7.047671983,0.0,56.87581324,67.51321241,17.00689132,10.97297297,20.27034989,23.01049811,5.749511833,0.0,66.68447245,11.84220917,0.0,0.0,67.51321241,0.0,22.16030442,87.55,7.791116854,0.0,25.60909023,7.310944152,5.023984072,0.716196614,13.82916064,5.040728545,5.191820419,9.653625141,0,0,0,3,0,0,1,1,5,2,0,2,0,0,0,1,4,1,2,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0.310534806
TASELISIB (BRD:BRD-K44844162-001-01-6),0.202071382251149,1,3.500293763,1.5336814,1391.857341,24.19794165,19.98000747,19.98000747,16.14590418,11.28223608,11.28223608,9.320334031,9.320334031,6.135870231,6.135870231,4.024361124,4.024361124,11.44610498,4.794537184,0.0,6.041840829,13.15163837,45.6070078,0.0,24.72612091,42.19832848,33.59591618,15.45450895,1.147058824,1.941176471,2.676470588,0.375,-3.95,34,432.318,56852534.37,21.87270609,7.823849204,3.548697395,196.9341285,11.80016934,11.80016934,0.177168435,-0.920153415,3.17422,127.0334,460.542,2,10,0,1,1,1,1,3,4,0,0,9,1,10,4,5,0,0,0,176,15.03763008,35.23805604,5.824404498,5.907179729,0.0,0.0,9.476340119,14.64975998,10.19736362,0.0,6.066367068,52.31487163,23.99897946,18.30505147,5.033198652,5,9.531400138,5.907179729,0.0,34.09602618,5.733667477,52.74420849,6.606881965,42.61403642,39.7826033,13.35294118,10.47053043,0.0,5.749511833,0.0,46.61008787,16.87821884,6.9237372,39.56119413,36.78963192,0.0,34.03309147,118.67,11.67257174,0.0,21.34475753,8.882215891,8.112298077,2.613797174,6.175102896,5.562041453,10.72054857,0.0,0,0,0,7,0,0,1,1,7,0,1,0,0,0,0,1,0,1,1,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.48860193
