Drug,Pearson_Correlation,Label,AvgIpc,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,EState_VSA1,EState_VSA10,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,FractionCSP3,HallKierAlpha,HeavyAtomCount,HeavyAtomMolWt,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,MaxAbsEStateIndex,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,MolLogP,MolMR,MolWt,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAmideBonds,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumAtomStereoCenters,NumBridgeheadAtoms,NumHAcceptors,NumHDonors,NumHeteroatoms,NumHeterocycles,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,NumSpiroAtoms,NumValenceElectrons,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,Phi,RingCount,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA9,SPS,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,TPSA,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Nhpyrrole,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_aniline,fr_aryl_methyl,fr_benzene,fr_bicyclic,fr_ester,fr_ether,fr_guanido,fr_halogen,fr_imidazole,fr_ketone,fr_ketone_Topliss,fr_methoxy,fr_morpholine,fr_nitro,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_pyridine,fr_thiazole,fr_thiophene,fr_unbrch_alkane,qed
PF-06260414 (BRD:BRD-K00004644-001-01-9),0.1333874733834528,1,2.482169105,2.111326526,841.6630969,15.03516943,11.44470084,12.26119742,10.00916848,6.572721294,8.012784623,5.166575274,6.846156164,3.523714763,4.995349091,2.424957859,3.917767549,10.20932917,8.417796984,5.917906046,24.47082708,10.77244843,4.305215991,30.46231185,12.99295851,9.706073385,5.261891555,1.428571429,2.238095238,3.0,0.285714286,-2.17,21,288.247,64119.39231,13.79667603,4.984783468,2.43566202,122.750024,12.13709577,12.13709577,0.232714265,-3.49114439,1.39698,79.8905,302.359,1,6,0,1,1,0,1,1,2,1,0,4,1,7,2,1,0,1,1,0,108,0.0,11.76314931,0.0,0.0,0.0,10.20932917,4.305215991,4.983978521,18.4017834,0.0,6.9237372,35.56959853,24.6725806,5.687386275,3.274925838,3,8.417796984,26.66916387,5.261891555,9.706073385,5.917906046,6.9237372,17.3947288,36.15623984,6.069221313,21.14285714,9.027310856,5.687386275,0.0,0.0,26.49128832,10.20932917,17.24901891,12.61766519,30.46231185,0.0,10.77244843,86.09,28.20308957,0.0,4.002899804,10.56268271,0.93396681,0.232714265,9.032354563,1.551830672,2.888272658,-3.49114439,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.862352741
SRT1720 (BRD:BRD-K95926480-003-03-6),0.1340127560225022,1,3.464126637,1.275565138,1485.243232,22.90720215,18.43895143,19.25544801,16.74231608,11.25566533,12.13531814,8.275572296,9.112125189,6.01099766,6.899726664,4.239676505,5.10379648,0.0,4.794537184,11.60110772,11.20408699,54.45873516,11.89077157,11.33678588,48.53093655,41.47904493,4.983978521,1.029411765,1.823529412,2.705882353,0.2,-3.66,34,446.39,149366461.7,20.91234356,8.940217255,4.047993976,199.8496253,12.99115691,12.99115691,0.275587296,-0.299887812,3.6635,134.1429,469.574,2,8,0,1,1,1,2,3,5,0,0,8,2,9,4,5,0,1,1,0,170,10.63357721,5.693927995,4.960872923,0.0,5.907179729,0.0,19.07912004,9.967957042,0.0,11.33678588,30.33183534,18.19910121,55.55806786,28.61155928,5.498849845,6,4.794537184,38.92562624,0.0,29.5693285,0.0,6.544756406,31.49581423,77.69254245,11.25737949,14.58823529,10.63357721,5.687386275,0.0,11.33678588,56.33874525,6.544756406,0.0,16.18239317,66.30468646,0.0,27.25165384,87.45,2.16214667,1.63968725,30.06552529,8.583406317,5.342197977,-0.299887812,15.22812536,3.568900198,5.043232085,0.0,0,0,0,0,4,0,0,0,0,1,1,0,0,5,2,0,0,0,0,0,0,1,1,0,2,2,0,0,0,0,1,0,0,0,0,0,3,0,0,0,1,0,0,0.408526129
BAY 869766 (BRD:BRD-K85751432-001-03-3),0.1341400712413958,1,3.496040254,2.057999162,1096.436212,22.97432702,16.25445672,19.22845159,14.53082462,9.126850555,11.68876295,7.202833972,10.52548932,5.026651736,7.885530164,3.166757678,5.359166183,56.30759703,26.69556952,30.69936298,9.63654934,13.17616461,12.13273414,0.0,22.59087063,10.03888347,9.843390349,1.193548387,1.870967742,2.419354839,0.368421053,-1.77,31,552.183,8053841.917,23.88397474,8.998531411,4.858040104,190.3582183,14.70233284,14.70233284,0.204393563,-4.225921632,3.4783,117.5268,572.343,4,7,1,0,1,0,2,0,2,1,0,6,4,12,0,9,1,0,1,0,170,20.26670635,22.94150522,11.63444168,10.02329115,0.0,0.0,4.722094864,21.58904213,0.0,0.0,0.0,60.0524367,9.63654934,30.25505462,6.932925707,3,36.53895987,49.6763206,0.0,0.0,0.0,30.11345371,23.75556297,45.28731307,5.749511833,15.96774194,14.77574642,30.23340397,5.749511833,22.59087063,43.19852012,10.02329115,21.02184479,19.26246487,24.26546827,0.0,0.0,107.89,75.65763943,1.877387339,0.0,21.18566379,-1.298696257,-3.843320746,4.660076382,-1.080112202,-0.620380292,-3.084924109,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,2,0,0,1,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0.343230857
BINIMETINIB (BRD:BRD-K82244583-001-01-3),0.1345535286990768,1,3.00169473,2.086710628,1009.497468,19.55167728,14.09299569,15.67899223,12.91792266,7.806307012,8.599305282,5.588739729,6.504415258,3.754079809,4.247331448,2.468536365,2.801685389,17.54162141,9.184952232,35.66868869,9.989420233,0.0,24.52642128,17.6811387,0.0,31.71080762,9.944115979,1.37037037,2.148148148,2.851851852,0.176470588,-2.56,27,426.112,1278262.696,19.20850277,7.98797238,3.918156722,160.5903926,15.05745614,15.05745614,0.016011406,-0.80303061,3.0113,98.5587,441.232,3,7,0,0,0,1,2,1,3,0,0,6,3,10,1,6,0,0,0,0,142,14.99041565,11.33392156,5.817220841,0.0,5.907179729,0.0,9.632125768,19.24490521,0.0,0.0,15.9299439,24.26546827,11.5203915,41.99600876,5.682851467,3,23.51948326,44.24529761,0.0,15.03117477,7.047671983,0.0,18.53055253,52.26340104,0.0,11.0,10.7968852,20.15560264,0.0,15.9299439,33.77854922,11.88526057,11.63444168,10.35798868,35.06550786,0.0,11.03340144,88.41,31.30155184,3.148752923,21.23136869,11.36356354,2.159492197,-2.193538655,5.61500686,1.404449001,-0.433633843,1.652987445,0,1,1,0,2,0,0,0,0,1,1,0,0,2,2,0,1,0,0,0,0,1,2,1,2,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0.404569983
ANTIMONYL (BRD:BRD-A74328360-409-02-8),0.1351298074147444,1,3.08858128,1.656229655,547.5116969,15.2756564,10.20838056,15.91658449,10.40381453,6.03016257,15.35162056,4.838197428,15.567639,3.466761522,14.81231336,2.570819582,14.42351593,89.26236093,19.17814874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.12289057,0.5,0.727272727,0.954545455,0.5,-0.643636364,22,531.596,175196.6846,13.76428844,4.057345999,1.624862409,131.8247291,11.89764692,11.89764692,0.959594444,-4.989122222,-3.8962,58.158,537.644,0,12,0,5,5,0,0,0,0,4,6,12,0,14,5,0,0,5,5,2,120,0.0,0.0,0.0,0.0,0.0,132.5634002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.538476392,5,43.3010393,64.84649537,0.0,0.0,0.0,24.41586555,0.0,0.0,0.0,45.45454545,0.0,0.0,0.0,0.0,89.26236093,43.3010393,0.0,0.0,0.0,0.0,0.0,142.12,41.08167513,-9.978244444,47.59058768,0.0,0.0,-3.838377778,0.0,-6.03564059,0.0,0.0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.278868732
ACY-1215 (BRD:BRD-K82928847-001-04-7),0.1356762533968008,1,2.847939155,1.559155002,942.0361133,22.59780107,17.77619488,17.77619488,15.68587185,10.62211111,10.62211111,7.233342232,7.233342232,4.870056956,4.870056956,3.212082036,3.212082036,0.0,9.589074368,11.81435946,30.89819042,30.63723742,12.39368714,5.480096598,65.56358042,15.28474565,5.207253025,0.8125,1.375,1.9375,0.25,-3.78,32,406.296,19938308.11,22.89519417,12.16573401,6.612557098,186.8352989,12.39741904,12.39741904,0.220203236,-0.375144537,4.1321,122.0624,433.512,3,8,0,0,0,2,2,1,3,0,0,6,3,8,1,11,0,0,0,0,166,5.316788604,0.0,0.0,11.85551901,5.907179729,0.0,19.69623712,15.44805364,0.0,0.0,49.23984566,37.10711152,36.73403772,5.563451492,8.704276327,3,14.79632739,29.13747129,0.0,20.76484224,0.0,32.10410811,11.44466614,78.62080932,0.0,10.40625,15.69679493,17.32311183,0.0,0.0,33.53432593,4.794537184,0.0,42.46209679,73.05735783,0.0,0.0,107.45,0.0,0.0,34.1516491,11.31846136,3.863274535,-0.117693881,19.63134124,6.618308037,0.534659608,0.0,0,0,0,0,2,0,0,0,0,2,2,0,0,3,2,0,1,0,0,0,0,2,3,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0.238394454
TOSEDOSTAT (BRD:BRD-K92241597-001-06-0),0.1374600980046443,1,3.218063671,2.208673067,687.6715509,21.38854058,16.83645695,16.83645695,13.82860626,10.00909084,10.00909084,7.852570546,7.852570546,5.062284151,5.062284151,3.547691363,3.547691363,35.84737801,19.49013895,18.44269406,5.563451492,25.68328649,5.480096598,30.33183534,13.8474744,5.316788604,9.944115979,1.103448276,1.724137931,2.275862069,0.571428571,-2.45,29,376.239,2813874.874,22.83511105,10.92129189,6.539331546,170.1400456,12.92542926,12.92542926,0.006936579,-1.745670509,1.8583,104.5547,406.479,4,8,1,0,1,2,1,0,1,3,0,6,4,8,0,9,1,0,1,0,160,15.16017895,12.20793278,6.041840829,5.907179729,5.907179729,5.969305288,14.79632739,10.27463378,0.0,0.0,44.17930974,43.58546565,0.0,5.917906046,8.599617698,2,29.43425493,17.78366475,0.0,10.7968852,11.83581209,64.20135612,0.0,35.89528683,0.0,17.4137931,10.7968852,0.0,0.0,0.0,40.30537794,19.12047451,11.83581209,57.55687483,30.33183534,0.0,0.0,124.96,5.583265857,0.0,37.42276806,21.64891531,1.918090322,-3.441096283,7.64190019,1.879159613,3.680330261,0.0,0,1,1,0,0,0,0,0,0,3,3,0,0,0,2,0,1,0,0,0,0,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.281809091
PIBENZIMOL (BRD:BRD-K17026858-001-01-2),0.1393942082624502,1,3.429565542,1.3219821,1409.964441,21.65612529,17.83799779,17.83799779,15.61932618,10.85120039,10.85120039,8.441398752,8.441398752,6.229944579,6.229944579,4.308605678,4.308605678,0.0,5.106527395,5.749511833,0.0,71.02154047,5.687386275,12.13273414,24.26546827,56.06489528,4.983978521,0.71875,1.3125,2.03125,0.2,-3.84,32,400.316,49289619.94,18.89135625,7.387375747,3.364184864,184.8993179,9.521806374,9.521806374,0.243345562,0.243345562,4.2306,127.9922,424.508,3,7,0,1,1,0,3,2,5,0,0,5,3,7,3,3,0,1,1,0,160,24.8743039,17.39832083,0.0,0.0,0.0,0.0,0.0,9.967957042,0.0,0.0,0.0,67.71134267,42.99331488,22.06680287,4.361173343,6,5.106527395,27.75418915,0.0,24.83582381,0.0,0.0,38.12660734,60.66367068,28.52522381,15.09375,4.899909731,5.687386275,5.749511833,0.0,63.16904882,0.0,0.0,0.0,60.66367068,0.0,44.84251485,84.07,0.0,0.0,21.18072982,9.521806374,7.034784269,1.865368862,19.63067161,0.0,4.260811962,2.172493773,0,0,0,0,4,2,1,0,0,0,0,0,0,4,2,0,0,1,2,0,0,0,1,0,3,2,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0.403668138
TAK-632 (BRD:BRD-K31866293-001-01-6),0.1396652077478883,1,3.659083147,1.326588361,1640.530403,27.73347556,19.93410128,20.75059786,18.60070665,11.68385739,12.50035397,8.848099073,9.847169839,5.868200611,6.872285455,3.799269707,4.754785751,29.8849722,32.41262611,40.1383987,15.34817911,42.37753033,30.33183534,6.066367068,0.0,21.68677704,4.736862954,1.102564103,1.897435897,2.615384615,0.185185185,-4.5,39,536.381,694237230.7,26.12084669,10.33950617,5.988986983,222.5920082,14.43732055,14.43732055,0.009666589,-4.554720967,6.64788,135.9404,554.525,2,7,1,0,1,2,3,1,4,0,0,6,2,12,1,7,1,0,1,0,198,15.37044016,28.94891731,5.13155848,11.81435946,0.0,6.176298517,9.589074368,9.374393569,18.4331367,0.0,29.53588708,48.73693008,11.98427311,27.88828002,6.92504245,5,31.88759751,44.18671073,5.261891555,4.983978521,5.917906046,25.43876339,10.63357721,77.10487893,17.56824498,13.1025641,15.37044016,28.38060495,11.49902367,11.33678588,16.79833798,22.18619451,23.06623975,29.53199772,54.59730362,0.0,10.21662063,104.11,59.60001838,1.131082265,28.87649109,15.25221053,-0.363609421,-1.373470112,13.08306262,-3.289118676,0.0,0.0,0,0,0,0,1,0,0,0,0,2,2,0,0,2,2,0,0,0,0,3,0,2,2,0,3,1,0,1,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0.249139004
MEVASTATIN (BRD:BRD-K94441233-001-13-0),0.1396657192923944,1,2.656665104,1.698859046,636.9039408,20.25878407,17.30345692,17.30345692,13.38424915,10.84881423,10.84881423,8.756848483,8.756848483,6.685136516,6.685136516,4.802377468,4.802377468,6.103966388,14.69560176,42.40317707,18.25663372,32.10410811,5.57310453,0.0,13.8474744,25.15179752,9.473725908,1.392857143,2.178571429,2.892857143,0.739130435,-1.62,28,356.248,1710815.283,21.09760925,9.251803307,4.857264202,167.7156464,12.43743564,12.43743564,0.076387899,-0.593243293,3.9495,106.2908,390.52,1,5,2,1,3,0,0,0,0,7,0,5,1,5,1,6,0,1,1,0,156,14.5802533,12.20793278,0.0,0.0,0.0,11.93861058,9.589074368,0.0,0.0,0.0,38.99927192,49.51302474,12.33872767,18.44269406,6.97110468,3,24.16932767,11.93861058,0.0,0.0,23.67162418,84.02886212,0.0,23.80116485,0.0,36.14285714,0.0,0.0,0.0,0.0,35.35703713,19.06280028,23.67162418,65.71696296,23.80116485,0.0,0.0,72.83,11.41851845,0.0,24.07039284,9.864284377,1.274977009,0.425723628,0.0,10.64094937,6.138487649,0.0,0,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.695389998
JTC-801 (BRD:BRD-K17705806-003-04-4),0.1399842486885524,1,2.782813733,1.514571735,1233.341349,21.79431797,17.68347724,17.68347724,15.02920844,10.31112733,10.31112733,7.482242669,7.482242669,5.214548636,5.214548636,3.516152916,3.516152916,0.0,4.794537184,5.907179729,23.54510601,34.33063787,5.563451492,6.066367068,61.52104082,29.35723846,10.47053043,1.032258065,1.806451613,2.580645161,0.153846154,-3.86,31,386.305,12175956.6,20.41430099,8.87719681,4.665515565,181.4364348,12.99133187,12.99133187,0.195811846,-0.195811846,5.51912,125.4396,411.505,3,5,0,0,0,1,3,1,4,0,0,4,2,5,1,6,0,0,0,0,156,15.78731903,12.3563938,0.0,0.0,5.907179729,0.0,9.778515705,0.0,0.0,0.0,37.25557254,61.37257979,33.58182774,5.516700718,5.845863473,4,9.531400138,28.18487721,0.0,4.983978521,0.0,26.87517799,11.05045608,95.18068729,5.749511833,10.77419355,15.78731903,11.37477255,5.749511833,0.0,10.89115825,13.02770359,6.9237372,34.10255685,72.79640482,0.0,10.90292493,77.24,5.912373204,0.0,17.47506177,3.78333405,11.75528032,0.582159515,22.84188184,0.985492029,4.331083931,0.0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,2,2,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.43794631
INARIGIVIR (BRD:BRD-K00003532-001-01-9),0.140905654342769,1,3.577176294,1.255487639,1499.255658,27.89661227,20.34043226,22.12928664,18.61252398,11.64397081,14.33941592,8.814944782,11.69076757,6.421284537,8.035742919,4.553199159,6.039310744,67.62915403,24.36717744,18.84556637,11.16387794,10.63346672,25.96128126,4.567099648,0.0,32.18454308,28.99175066,1.230769231,2.025641026,2.743589744,0.55,-2.67,39,561.3,607781358.0,27.88022207,11.06994122,5.518868729,224.0859264,13.16122354,13.16122354,0.158258058,-4.154281227,-1.0485,134.8022,587.508,5,17,0,2,2,0,0,3,3,8,0,16,5,19,5,9,0,2,2,0,212,30.15731113,42.48778751,17.69294117,0.0,5.559266895,12.48737089,27.96020932,24.31152103,0.0,0.0,12.24862899,0.0,25.7938298,25.64505039,7.913651785,5,38.03618626,36.0279972,0.0,29.07011338,0.0,49.3964559,26.05722895,45.75593545,0.0,30.61538462,16.98267777,5.817862778,0.0,19.04625649,90.12656158,27.82313147,0.0,18.87662396,34.50692516,0.0,11.16387794,228.16,43.86103999,4.034695106,38.04402783,20.38557144,5.239353013,0.198559706,1.112000741,-2.89295677,-5.092779218,1.304932608,0,2,2,1,6,1,0,0,0,0,0,0,0,5,1,1,0,0,1,0,0,0,1,0,0,1,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.148698667
VALRUBICIN (BRD:BRD-K72951360-001-01-4),0.1416591754140135,1,3.071842501,1.579738897,1776.49541,37.57625683,27.66553204,27.66553204,23.92679568,16.07957022,16.07957022,12.67991541,12.67991541,9.289684308,9.289684308,6.635434121,6.635434121,120.1426094,57.57004064,34.42413942,12.84164325,0.0,32.23263595,5.316788604,6.9237372,0.0,18.94745182,1.078431373,1.764705882,2.411764706,0.5,-4.58,51,687.362,74325305746.0,37.66983459,14.20837703,7.0231393,287.9849252,13.87348783,13.87348783,0.004887286,-5.287249485,2.4622,165.1629,723.65,5,14,2,1,3,1,2,0,2,6,0,13,5,17,1,10,0,1,1,0,276,44.69035,28.9535527,18.68015364,11.56648989,0.0,18.05278353,23.97268592,0.0,13.17124514,0.0,25.47729296,19.41092589,42.37364097,42.04992562,10.49465122,5,76.51749246,29.22621986,0.0,5.316788604,0.0,94.79352019,13.71667951,51.57981016,17.2485355,25.68627451,10.05365156,13.17124514,17.2485355,0.0,99.6861586,35.01502204,0.0,95.02533222,18.19910121,0.0,0.0,215.22,61.13916625,0.0,64.94738468,47.22430112,-4.848417006,-7.655882809,2.575944943,-12.34328382,2.20842046,1.252366184,0,2,1,0,0,0,2,0,0,5,5,0,0,0,1,0,0,0,0,3,0,1,0,0,2,3,1,4,0,3,0,3,1,1,0,0,0,2,2,0,0,0,1,0.150375354
NAMPT-IN-1 (BRD:BRD-K18280217-001-01-0),0.1433969137462243,1,2.63859964,1.60495537,971.3563451,21.07070333,16.45986803,17.27636461,13.61190488,9.265387315,10.91765254,7.699767741,9.422062773,4.384544139,6.017740175,3.178845916,4.667137036,21.37719557,18.31886156,12.51406169,30.94723254,11.12690298,13.8474744,41.55906515,6.066367068,9.706073385,4.736862954,1.310344828,2.103448276,2.793103448,0.4,-2.65,29,394.303,2043384.334,21.06834495,8.380483309,6.164697444,170.126566,12.43380766,12.43380766,0.05966796,-3.662961593,1.5579,109.0023,419.503,2,8,0,1,1,1,1,1,2,0,0,6,2,9,2,7,0,0,0,0,156,14.74330008,5.749511833,6.606881965,10.02329115,5.907179729,0.0,14.50061057,8.417796984,0.0,0.0,6.066367068,55.66066728,24.97374266,17.55074799,6.088376317,3,23.05572452,21.61785716,0.0,9.883888252,0.0,32.41410324,23.62658684,53.85242547,5.749511833,14.24137931,9.458957818,5.687386275,5.749511833,0.0,53.82093515,27.78340637,0.0,24.97437738,42.72552249,0.0,0.0,108.83,32.31818359,0.0,18.09825497,9.750686727,1.091193008,0.034014581,8.751351279,3.809113213,3.810164221,-3.662961593,0,1,0,0,1,0,0,0,0,1,1,0,0,2,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.705001265
MEVASTATIN (BRD:BRD-K94441233-001-17-1),0.1441787990621481,1,2.656665104,1.698859046,636.9039408,20.25878407,17.30345692,17.30345692,13.38424915,10.84881423,10.84881423,8.756848483,8.756848483,6.685136516,6.685136516,4.802377468,4.802377468,6.103966388,14.69560176,42.40317707,18.25663372,32.10410811,5.57310453,0.0,13.8474744,25.15179752,9.473725908,1.392857143,2.178571429,2.892857143,0.739130435,-1.62,28,356.248,1710815.283,21.09760925,9.251803307,4.857264202,167.7156464,12.43743564,12.43743564,0.076387899,-0.593243293,3.9495,106.2908,390.52,1,5,2,1,3,0,0,0,0,7,0,5,1,5,1,6,0,1,1,0,156,14.5802533,12.20793278,0.0,0.0,0.0,11.93861058,9.589074368,0.0,0.0,0.0,38.99927192,49.51302474,12.33872767,18.44269406,6.97110468,3,24.16932767,11.93861058,0.0,0.0,23.67162418,84.02886212,0.0,23.80116485,0.0,36.14285714,0.0,0.0,0.0,0.0,35.35703713,19.06280028,23.67162418,65.71696296,23.80116485,0.0,0.0,72.83,11.41851845,0.0,24.07039284,9.864284377,1.274977009,0.425723628,0.0,10.64094937,6.138487649,0.0,0,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.695389998
PD-318088 (BRD:BRD-A57798112-001-03-7),0.144989417458019,1,2.628763014,2.344427785,856.9004779,20.13746372,13.40171105,17.14520588,12.73928986,7.348141985,9.2198894,5.236671172,7.336640291,3.24904017,4.497062309,1.932969956,2.789141648,48.36395884,23.07230972,15.72355728,3.570182271,6.066367068,18.19910121,0.0,28.07096723,21.2467325,9.944115979,1.259259259,1.962962963,2.592592593,0.1875,-1.41,27,547.988,708701.3647,21.8852075,9.684333996,5.540635509,173.4915554,14.39965379,14.39965379,0.165083755,-1.400122302,3.2292,102.9685,561.092,4,6,0,0,0,1,2,0,2,1,0,5,4,11,0,7,0,0,0,0,146,15.52984339,18.52806919,11.63444168,0.0,5.907179729,0.0,9.632125768,18.65134174,0.0,0.0,0.0,62.7862828,3.570182271,28.01782552,7.849765149,2,33.0164257,55.8027668,0.0,5.480096598,0.0,6.103966388,18.53055253,55.32348408,0.0,11.96296296,10.7968852,24.54601769,0.0,38.52081453,35.43796484,4.837588584,21.02184479,10.35798868,28.73818779,0.0,0.0,90.82,42.63111753,4.682999201,16.96846095,20.23388044,0.792804176,-4.369516969,5.020012472,-1.235673297,-1.020751165,0.0,0,2,2,0,0,0,0,0,0,1,1,0,0,0,2,0,1,0,0,0,0,1,2,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.237137227
INX-08189 (BRD:BRD-K00004752-001-01-9),0.1478814964220055,1,3.507626538,1.402399383,1769.686948,33.44058234,26.40800026,27.30242745,21.61495929,14.58010032,16.12275903,12.4936539,14.18756202,7.337022772,8.966592666,4.967212428,6.488240575,50.40140127,19.57264026,40.76358982,5.386224214,5.386224214,31.85169166,24.26546827,38.9703128,20.03923063,28.99175066,1.217391304,1.934782609,2.652173913,0.466666667,-3.85,46,619.337,10145973152.0,33.51149843,12.74289979,6.942380832,265.1248212,14.33710973,14.33710973,0.10007801,-4.373321281,3.3507,167.9742,658.649,5,15,0,1,1,0,2,2,4,6,0,14,4,16,3,11,0,1,1,0,248,34.68105829,29.60033625,17.39177911,11.82832762,0.0,13.71579372,13.88538399,9.549026806,15.0552521,0.0,57.16941401,30.71505615,5.386224214,26.65088155,9.283340575,5,42.83072344,41.60045937,0.0,24.60633027,5.414990469,64.69741158,26.05722895,48.79188955,11.62950017,23.69565217,20.08157266,5.948339281,11.62950017,7.746488431,79.87578117,23.35705854,5.414990469,40.84658717,48.79188955,0.0,21.93632637,202.4,44.24348936,0.0,25.30326964,26.68678717,4.108093874,-0.410985365,11.43826258,-2.625897641,8.202355989,-2.973153374,0,2,1,1,4,0,0,0,0,1,1,0,0,4,1,1,0,0,0,0,0,0,1,0,2,2,1,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.13491898
WALRYCIN-B (BRD:BRD-K01129913-001-01-5),0.1484669344394212,1,2.527768979,2.198232759,1004.937536,17.64589989,12.49585905,12.49585905,11.18055912,6.679843778,6.679843778,5.064887072,5.064887072,3.446868425,3.446868425,2.131625883,2.131625883,22.9887603,22.76031951,17.34273699,5.563451492,16.69983378,30.90988104,0.0,0.0,15.06663885,0.0,1.0,1.625,2.208333333,0.214285714,-3.04,24,327.181,198642.1975,15.84048902,5.252587283,2.551339068,131.9257296,12.61230023,12.61230023,0.001146594,-4.446601566,1.0596,77.369,337.261,0,7,0,2,2,0,1,0,1,0,0,7,0,10,2,1,0,0,0,0,124,0.0,0.0,17.34273699,0.0,5.559266895,11.86604192,9.361636832,14.46031864,23.25390547,0.0,12.13273414,12.13273414,19.65879546,5.563451492,3.466814632,3,13.17124514,0.0,0.0,24.31554143,14.09534397,6.176298517,0.0,50.66700443,22.90618848,11.875,11.24901029,13.17124514,0.0,0.0,24.31554143,20.27164248,0.0,5.563451492,33.85454264,0.0,22.90618848,82.67,39.82698077,0.0,31.47491205,4.050080782,-1.992236854,0.05095847,4.229864365,-4.446601566,0.0,2.722708646,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,1,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.663037542
