Drug,Pearson_Correlation,Label,AvgIpc,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,EState_VSA1,EState_VSA10,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,FractionCSP3,HallKierAlpha,HeavyAtomCount,HeavyAtomMolWt,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,MaxAbsEStateIndex,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,MolLogP,MolMR,MolWt,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAmideBonds,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumAtomStereoCenters,NumBridgeheadAtoms,NumHAcceptors,NumHDonors,NumHeteroatoms,NumHeterocycles,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,NumSpiroAtoms,NumValenceElectrons,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,Phi,RingCount,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA9,SPS,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,TPSA,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Nhpyrrole,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_aniline,fr_aryl_methyl,fr_benzene,fr_bicyclic,fr_ester,fr_ether,fr_guanido,fr_halogen,fr_imidazole,fr_ketone,fr_ketone_Topliss,fr_methoxy,fr_morpholine,fr_nitro,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_pyridine,fr_thiazole,fr_thiophene,fr_unbrch_alkane,qed
IOVERSOL (BRD:BRD-A65818372-001-05-3),-0.1052450633356299,0,2.789866889,3.709166538,819.2927007,25.29216426,17.09358147,23.56607634,15.54654894,9.417722684,12.65397012,6.56049605,9.796743486,4.195722584,7.375026733,2.560000075,7.288322933,56.35699982,34.80972113,47.15910529,0.0,4.899909731,0.0,22.59087063,45.18174125,10.63357721,10.21305479,0.787878788,1.212121212,1.545454545,0.5,-0.42,33,782.922,8370571.541,30.61069368,14.85959454,8.052110577,229.7057497,12.95446901,12.95446901,0.001581436,-1.210941079,-2.016,141.9692,807.114,8,12,0,0,0,3,1,0,1,2,0,9,8,15,0,12,0,0,0,0,186,46.17265131,6.606881965,0.0,0.0,17.72153919,0.0,14.38361155,0.0,0.0,0.0,0.0,67.77261188,23.20445149,55.98323247,13.78371202,1,45.02277592,91.18153734,0.0,10.63357721,0.0,12.20793278,50.96170681,21.8374498,0.0,12.75757576,15.53348694,5.687386275,0.0,67.77261188,106.6304334,4.794537184,10.71054681,20.71597735,0.0,0.0,0.0,199.89,0.70526371,5.410535514,39.35813733,60.8010729,0.112975388,-2.164083694,0.0,-2.421882158,-3.275352326,0.0,0,6,6,0,0,0,0,0,0,3,3,0,0,1,2,0,0,0,0,0,0,3,1,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110049066
ERYTHRITOL (BRD:BRD-K79315489-001-07-8),-0.1045474431467498,0,1.8438884,3.292478156,48.0,6.568914101,4.357768483,4.357768483,3.718744015,2.298683226,2.298683226,1.499843661,1.499843661,0.818269671,0.818269671,0.243352103,0.243352103,25.4216967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.42610958,0.875,1.125,1.25,1.0,-0.16,8,112.04,53.47276361,7.84,3.795331112,2.225724698,47.01101238,8.466435185,8.466435185,0.526064815,-1.222222222,-2.3072,26.1852,122.12,4,4,0,0,0,0,0,0,0,2,0,4,4,4,0,3,0,0,0,0,50,20.42610958,12.20793278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.21376393,3.71942449,0,20.42610958,0.0,0.0,0.0,0.0,12.20793278,13.21376393,0.0,0.0,18.0,0.0,0.0,0.0,0.0,45.84780628,0.0,0.0,0.0,0.0,0.0,0.0,80.92,0.0,0.0,0.0,33.16324074,0.0,0.0,0.0,-2.444444444,-1.05212963,0.0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.338933419
TWS-119 (BRD:BRD-K94176593-001-09-4),-0.1044909603132989,0,3.002247035,1.772217606,1026.39552,16.51829709,12.60074204,12.60074204,11.68667319,7.354226277,7.354226277,5.34899648,5.34899648,3.618874098,3.618874098,2.518772598,2.518772598,0.0,5.106527395,5.749511833,22.96406367,16.6436037,12.39368714,18.19910121,30.33183534,14.95193556,10.47053043,1.0,1.875,2.708333333,0.0,-3.54,24,304.224,543061.4549,14.07781604,5.584389259,2.607124462,137.1233821,9.552361344,9.552361344,0.131776311,0.131776311,3.705,91.9179,318.336,4,6,0,0,0,0,2,2,4,0,0,5,3,6,2,3,0,0,0,0,118,20.56103635,23.47352096,0.0,5.879988336,0.0,0.0,0.0,9.967957042,0.0,0.0,18.19910121,30.33183534,23.01113283,5.386224214,3.275666861,4,9.843390349,16.72078771,0.0,14.95193556,0.0,0.0,5.733667477,60.92462369,28.63639149,10.83333333,10.47053043,5.687386275,17.379012,0.0,20.05846296,0.0,0.0,0.0,60.92462369,0.0,22.29078092,97.05,5.789588687,0.0,11.67966144,10.30075704,9.027585957,1.047247252,16.05783993,1.43065303,0.0,0.0,0,0,0,1,3,1,1,0,0,0,0,0,0,2,1,1,0,0,1,0,0,0,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.500339033
NELARABINE (BRD:BRD-K84466663-001-05-4),-0.1037685383668887,0,3.005701708,2.074899881,661.7365206,15.14589989,11.11820015,11.11820015,10.06208061,6.229563383,6.229563383,4.64399241,4.64399241,3.391394605,3.391394605,2.345059481,2.345059481,31.1466823,10.21305479,11.82832762,11.16387794,0.0,18.00421726,0.0,0.0,14.95193556,20.31392078,1.380952381,2.142857143,2.761904762,0.545454545,-2.01,21,282.151,85172.56931,13.94962119,5.074455413,2.083133969,118.3246474,10.04543171,10.04543171,0.020515374,-1.234504913,-1.9714,69.2968,297.271,5,10,0,1,1,0,0,2,2,4,0,10,4,10,3,3,0,1,1,0,114,30.52697557,18.31189916,17.39177911,11.82832762,0.0,0.0,4.567099648,4.983978521,9.967957042,0.0,0.0,0.0,0.0,20.04399958,3.370796703,3,24.79330809,17.11221722,0.0,19.51903521,0.0,24.53980033,19.45034698,6.327320075,5.879988336,29.14285714,10.47053043,5.948339281,5.879988336,0.0,66.86719606,4.736862954,0.0,6.227901171,6.327320075,0.0,11.16387794,148.77,11.92290596,0.0,12.05946003,28.9711369,6.257908006,0.176700733,0.0,-2.896539798,-0.41488048,1.423308651,0,3,3,1,4,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,1,0,0,1,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.50561306
ENTRECTINIB (BRD:BRD-K39009484-001-01-4),-0.1031927448198712,0,3.348642341,1.253405143,1522.900478,28.34635974,23.05153004,23.05153004,19.90701988,14.06278099,14.06278099,10.90990032,10.90990032,7.884709335,7.884709335,5.564943763,5.564943763,11.63444168,13.57536728,11.94902056,42.09605203,67.41148419,12.13273414,0.0,30.33183534,43.74479934,4.736862954,0.975609756,1.731707317,2.487804878,0.35483871,-4.02,41,526.377,2732515939.0,27.16466517,11.83929738,6.335083787,237.2176909,13.71137046,13.71137046,0.223372206,-0.610046932,5.0269,156.8266,560.649,3,8,0,2,2,1,3,1,4,0,0,6,3,10,3,7,0,2,2,0,214,25.17025962,17.45230446,0.0,0.0,5.907179729,0.0,9.893218992,8.780830095,5.098681808,0.0,6.066367068,79.90160931,68.26199421,11.08015221,7.844159735,6,18.31223023,34.00273999,0.0,15.09727335,0.0,25.3043057,61.97394847,82.92209977,0.0,16.70731707,15.53348694,25.97346542,0.0,0.0,73.48675544,11.15768458,11.63444168,34.32653491,54.59730362,0.0,10.90292493,85.52,32.95616431,0.0,18.34048378,14.62914958,4.48615533,-1.007061523,15.28211792,2.099260389,5.249135175,2.131261705,0,0,0,0,2,1,0,0,0,1,1,0,0,3,3,0,0,1,1,0,0,1,3,0,3,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294243604
RIPASUDIL (BRD:BRD-K53814070-310-01-3),-0.1028293784858267,0,2.71747493,2.168144533,789.2241833,15.74227621,12.28966528,13.10616186,10.51487388,7.263910882,8.703974211,5.498038639,7.357015125,3.948845446,6.004789158,2.85023434,4.744512144,15.84051199,12.80821203,16.32354852,18.47573703,19.1624216,16.56842663,12.13273414,6.9237372,10.30076712,0.0,1.363636364,2.181818182,3.0,0.4,-1.57,22,305.249,114954.6245,15.33046827,5.905419011,2.597303747,128.7525443,14.16382322,14.16382322,0.012638889,-3.758101852,1.7464,82.5415,323.393,1,5,0,1,1,0,1,1,2,1,0,4,1,7,2,2,0,1,1,0,118,5.316788604,0.0,5.817220841,10.02329115,0.0,0.0,4.983978521,12.80821203,4.305215991,0.0,12.13273414,25.9556823,36.10064564,11.09232705,4.115129036,3,12.80821203,20.79573958,0.0,14.60598312,0.0,24.28188313,19.63426922,36.41000919,0.0,20.90909091,5.316788604,4.390415048,0.0,0.0,43.38310154,10.02329115,5.817220841,13.34455882,35.48827182,0.0,10.77244843,62.3,41.67918037,0.0,3.79725474,3.809442634,0.0,-0.613634259,4.577231198,3.261885393,3.663408447,-3.758101852,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.914439206
DITOLYLGUANIDINE (BRD:BRD-K33459542-001-07-4),-0.10272601546711,0,2.349937558,2.061806478,511.6701016,12.95781916,10.61880215,10.61880215,8.664703798,5.904700538,5.904700538,4.254842699,4.254842699,2.809472671,2.809472671,1.726887221,1.726887221,0.0,0.0,5.959554569,0.0,22.50167553,0.0,0.0,62.37841095,10.63357721,5.409283606,0.777777778,1.166666667,1.555555556,0.133333333,-2.29,18,222.186,13295.9467,12.17442983,5.361092664,2.884400116,107.368399,7.934671202,7.934671202,0.276481481,0.276481481,3.76221,77.3301,239.322,3,3,0,0,0,0,2,0,2,0,0,1,3,3,0,2,0,0,0,0,92,10.63357721,0.0,5.959554569,0.0,0.0,0.0,5.409283606,0.0,0.0,0.0,36.39820241,37.10711152,11.37477255,0.0,3.62601369,2,0.0,17.33432712,5.409283606,0.0,0.0,13.8474744,10.63357721,59.65783953,0.0,9.888888889,10.63357721,11.37477255,0.0,0.0,5.959554569,0.0,19.25675801,11.12690298,48.53093655,0.0,0.0,47.91,0.0,0.0,0.0,14.05082011,4.134107038,0.276481481,15.83743964,0.0,4.034485072,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,2,2,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.551697648
YC-1 (BRD:BRD-K60476892-001-17-9),-0.1012763596031877,0,3.208686768,1.826682316,938.3353597,15.6480536,12.5149556,12.5149556,11.34766789,7.543741673,7.543741673,5.43307644,5.43307644,3.884008166,3.884008166,2.776463098,2.776463098,0.0,5.106527395,6.606881965,18.06525124,16.59685293,5.563451492,6.066367068,47.14637241,18.19910121,9.515832745,0.913043478,1.695652174,2.47826087,0.105263158,-2.85,23,288.221,457597.2373,13.78829658,5.740569399,2.533574229,133.1529368,9.191797601,9.191797601,0.108475736,-0.108475736,3.8369,88.9018,304.349,1,4,0,0,0,0,2,2,4,0,0,4,1,4,2,4,0,0,0,0,114,9.523678332,18.06105738,5.760247419,0.0,0.0,0.0,4.681802935,0.0,5.098681808,0.0,48.53093655,23.7625527,5.386224214,12.06145712,3.441420583,4,9.523678332,10.90292493,0.0,9.780484743,0.0,13.15163837,0.0,78.05373666,11.45417541,11.17391304,0.0,0.0,0.0,0.0,14.88701214,13.15163837,0.0,11.32369891,71.14718869,0.0,22.35710035,51.19,7.651911848,0.0,0.0,14.97933398,3.062340587,1.221066828,21.99052979,0.0,0.59481697,0.0,0,1,1,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.623040534
MIRODENAFIL (BRD:BRD-K82967685-300-01-2),-0.1007070253860493,0,3.258019364,1.790939321,1390.33859,26.57877502,21.8648851,22.68138168,17.83159689,13.06115148,14.5012148,9.277861722,11.2157967,6.711096355,8.605733221,4.776844267,6.22579392,10.02329115,18.31886156,17.06163234,74.04618966,24.82591636,4.305215991,18.19910121,29.51132735,11.90771572,9.720841475,1.108108108,1.864864865,2.513513514,0.538461538,-2.73,37,494.383,204876038.6,27.30869334,11.76335188,5.592436616,217.4816925,13.54297222,13.54297222,0.048102819,-3.772702976,2.4514,143.5293,531.679,2,10,0,1,1,0,1,2,3,0,0,8,2,11,3,11,0,1,1,0,202,19.39446852,17.09061705,0.0,10.02329115,5.559266895,0.0,9.694446915,13.40177551,4.305215991,0.0,20.26829602,43.52793314,45.46538201,29.18939961,8.682209981,4,18.26118733,21.05669259,0.0,23.74018241,0.0,51.47391635,45.93754596,40.31320035,17.13736782,15.45945946,10.29612985,0.0,5.749511833,0.0,83.20205275,22.98886918,0.0,39.17630634,34.08596544,0.0,22.42125742,120.76,36.40025751,0.0,23.09134231,9.178713764,2.331214033,0.766347298,4.755675851,4.456992689,9.542159526,-3.772702976,0,1,1,0,3,1,0,0,0,0,0,0,0,4,1,0,0,0,1,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.389896719
TERAMEPROCOL (BRD:BRD-K76788410-001-01-6),-0.1003677826078427,0,2.669823897,2.04335045,649.7835899,19.10408353,16.66600888,16.66600888,12.51510031,8.93719472,8.93719472,6.741487436,6.741487436,4.98266262,4.98266262,3.16114707,3.16114707,0.0,0.0,0.0,11.83581209,35.83969058,11.12690298,28.43919017,12.13273414,38.11294267,18.94745182,0.576923077,0.923076923,1.230769231,0.454545455,-2.36,26,328.238,606140.7987,19.95808695,9.368691991,4.840688745,156.5920994,5.411181891,5.411181891,0.528886658,0.528886658,4.7784,104.828,358.478,0,4,0,0,0,0,2,0,2,2,0,4,0,4,0,9,0,0,0,0,142,18.94745182,0.0,22.99804733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.98020854,60.0698266,0.0,28.43919017,7.191583435,2,18.94745182,0.0,0.0,0.0,11.83581209,26.68911765,28.43919017,47.52510539,22.99804733,13.0,18.94745182,0.0,22.99804733,0.0,28.43919017,12.84164325,11.83581209,24.97437738,36.39820241,0.0,0.0,36.92,21.45487288,0.0,0.0,0.0,2.517243466,4.154112636,12.30423721,1.989703483,4.587560469,6.658936531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0.646424153
AMD11070 (BRD:BRD-K42948882-305-01-1),-0.1001393079778195,0,3.092512123,1.596792206,823.238539,17.76937395,15.19464746,15.19464746,12.84766789,9.664644272,9.664644272,7.12269672,7.12269672,5.296909906,5.296909906,4.017560014,4.017560014,0.0,0.0,0.0,6.041840829,62.17536164,17.67820111,0.0,18.32957771,34.14935653,15.70162452,1.153846154,2.076923077,2.961538462,0.428571429,-2.24,26,322.266,1765638.872,17.18773834,7.975153198,3.639740009,154.1969905,5.723916557,5.723916557,0.366608088,0.366608088,3.5764,104.7081,349.482,3,5,1,0,1,0,1,2,3,1,0,4,2,5,2,7,0,0,0,0,136,10.717646,5.824404498,0.0,0.0,0.0,0.0,9.883888252,4.983978521,0.0,0.0,18.19910121,68.95617362,6.196843572,29.31392667,5.272109477,4,0.0,11.03340144,0.0,19.85184529,5.733667477,44.69070535,13.08951281,59.67682997,0.0,16.92307692,5.733667477,0.0,0.0,0.0,32.94135811,12.96557803,0.0,48.80691131,42.59504598,0.0,11.03340144,70.83,0.0,0.0,15.54817862,0.0,10.51368085,1.029632464,12.87898163,7.606074135,2.590118972,0.0,0,0,0,0,3,1,0,0,0,0,0,0,0,3,1,1,0,0,1,0,0,0,0,1,1,2,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,1,0.639739435
3-BROMOPYRUVATE (BRD:BRD-K92980438-001-03-3),-0.1000751895836424,0,1.64571137,3.816582973,106.7476473,5.86180732,3.257990224,4.843986763,3.180739213,1.408230766,2.323906294,0.799501921,1.257339685,0.32246831,0.756138465,0.046669272,0.242500651,11.72847016,4.794537184,0.0,0.0,4.985288131,0.0,0.0,0.0,15.9299439,10.21305479,1.571428571,2.0,2.0,0.0,-0.51,7,163.934,27.9770933,6.49,2.627699103,2.21859745,48.39706943,9.582037037,9.582037037,0.694444444,-1.336226852,0.8653,27.2746,166.958,2,3,0,0,0,0,0,0,0,0,0,2,2,4,0,1,0,0,0,0,40,10.21305479,0.0,0.0,5.759164872,0.0,5.969305288,0.0,4.794537184,0.0,0.0,15.9299439,0.0,4.985288131,0.0,2.436252454,0,15.00759197,21.89924919,0.0,0.0,0.0,0.0,0.0,10.744453,0.0,11.28571429,0.0,0.0,0.0,15.9299439,16.18236008,4.794537184,0.0,0.0,10.744453,0.0,0.0,57.53,0.0,2.622453704,10.50796296,15.98358796,0.0,-2.030671296,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.449385585
TRACAZOLATE (BRD:BRD-K34154330-003-06-4),-0.1000709355879612,0,2.895915979,2.570681649,663.6998254,16.1125197,13.77102154,13.77102154,10.63375892,7.905719343,7.905719343,5.145628298,5.145628298,3.577556825,3.577556825,2.461735615,2.461735615,0.0,4.794537184,5.969305288,17.86426145,42.65194377,0.0,13.12058077,18.52927733,22.32318613,4.736862954,1.363636364,2.136363636,2.772727273,0.5625,-2.11,22,280.202,105252.0663,16.26379228,7.243651627,3.052357645,130.4142997,12.30962979,12.30962979,0.335512094,-0.335512094,3.14832,87.2932,304.394,1,6,0,0,0,0,0,2,2,0,0,6,1,6,2,7,0,0,0,0,120,10.05365156,5.563451492,5.647177221,0.0,0.0,5.969305288,0.0,14.46031864,5.098681808,0.0,13.34455882,27.19203322,13.08951281,29.57126402,5.354965702,2,9.531400138,22.690093,0.0,14.76446326,0.0,47.08134845,18.46842697,17.45422306,0.0,10.90909091,5.316788604,5.687386275,0.0,0.0,33.88540692,11.28161936,6.9237372,49.66477152,6.196843572,0.0,11.03340144,69.04,7.027216081,0.0,16.86786856,8.600107552,2.766112528,-0.335512094,0.0,3.887393314,9.686814059,0.0,0,0,0,0,3,0,0,0,0,1,1,0,0,3,1,0,0,0,0,0,0,0,1,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.62836608
CHLORIDINE (BRD:BRD-K88429204-001-35-1),-0.0997940067474776,0,2.295831446,2.613511657,536.9470467,12.41384908,9.44360006,10.19952901,8.113392203,5.292787074,5.670751547,3.649186491,4.085622272,2.497017951,2.748994267,1.733205455,1.859193613,0.0,0.0,5.948339281,10.84049609,23.2416526,0.0,0.0,31.18920547,9.967957042,23.06827484,1.117647059,1.764705882,2.352941176,0.166666667,-1.81,17,235.613,7328.293977,11.66887177,4.590610961,2.313468447,104.6407251,5.903753307,5.903753307,0.205614379,0.205614379,2.5238,70.6808,248.717,4,4,0,0,0,0,1,1,2,0,0,4,2,5,1,2,0,0,0,0,88,11.46733495,5.817862778,0.0,5.948339281,0.0,0.0,0.0,4.983978521,4.983978521,0.0,30.65741123,24.11700725,10.58608481,5.693927995,3.151014743,2,0.0,23.36714195,0.0,9.967957042,0.0,13.34455882,11.46733495,34.98202958,11.12690298,10.47058824,11.46733495,11.76620206,0.0,11.60093989,9.967957042,6.420821623,0.0,12.61766519,24.26546827,5.022633314,11.12690298,77.82,0.0,5.855308651,8.197384732,0.682160441,14.11098802,0.605311092,7.414411061,0.744920399,2.000626715,0.0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.856137149
ML204 (BRD:BRD-K80021413-001-08-8),-0.0993753759601448,0,2.396697722,2.049009143,527.4328998,11.66492594,10.31671244,10.31671244,8.343336593,6.457976464,6.457976464,4.862209947,4.862209947,3.589554835,3.589554835,2.616682765,2.616682765,0.0,0.0,0.0,0.0,24.42407631,30.21214057,0.0,0.0,42.15548227,4.983978521,1.058823529,1.823529412,2.647058824,0.4,-1.57,17,208.179,13651.59023,10.57557073,4.360852751,1.994967547,102.2763708,4.785648148,4.785648148,1.118586546,1.118586546,3.53352,72.544,226.323,0,2,0,1,1,0,1,1,2,0,0,2,0,2,2,1,0,1,1,0,88,4.899909731,5.817862778,0.0,0.0,0.0,0.0,0.0,4.983978521,0.0,0.0,18.19910121,43.8823877,18.47573703,5.516700718,2.712853335,3,0.0,16.72078771,0.0,4.983978521,0.0,26.18620207,17.98942254,35.89528683,0.0,16.41176471,4.899909731,5.817862778,0.0,0.0,18.07349133,0.0,6.9237372,24.82591636,30.33183534,0.0,10.90292493,16.13,0.0,0.0,7.205231481,1.271536517,2.448376795,1.153611111,10.63236261,3.962472521,4.493075633,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.739123902
RWJ-50271 (BRD:BRD-K94623186-001-01-5),-0.098942408731076,0,3.277337847,1.843150313,981.3686959,20.31119031,14.82466634,15.64116292,13.30788032,8.382021972,9.261674783,5.982403176,6.818956068,4.033785451,4.849939322,2.550559783,3.391355595,11.73975001,17.96578233,12.51406169,40.61189548,12.13273414,28.28179945,18.37016704,0.0,15.39944893,5.106527395,1.357142857,2.142857143,2.857142857,0.277777778,-2.72,28,393.285,2196517.708,20.02560762,8.110277432,4.228070217,162.2047132,12.9126607,12.9126607,0.017901518,-4.424878898,3.43522,98.447,410.421,2,6,0,0,0,1,1,2,3,0,0,6,2,10,2,6,0,0,0,0,148,10.423316,0.0,0.0,5.13155848,5.907179729,6.176298517,4.794537184,9.665781456,18.26992695,11.33678588,12.13273414,25.47729296,24.09515263,28.71160254,5.800472628,3,23.07230972,17.24396561,0.0,20.08125187,0.0,19.52085734,13.15163837,52.66320559,16.38893797,11.60714286,5.316788604,13.17124514,0.0,11.33678588,38.92980876,6.176298517,6.9237372,28.03618979,35.84237462,0.0,16.38893797,80.04,40.21291521,1.214864914,16.54322508,17.72213578,0.940654727,-0.313094469,4.958469122,-2.563058399,2.033888028,0.0,0,1,1,0,3,0,0,0,0,1,1,0,0,3,1,0,0,0,0,3,0,1,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0.610445891
XBD173 (BRD:BRD-K45875383-001-01-2),-0.0985478221983464,0,3.026244076,1.678687345,1229.180926,21.08721119,17.02473786,17.02473786,14.5797187,9.875454358,9.875454358,7.089731243,7.089731243,5.160928589,5.160928589,3.46063102,3.46063102,0.0,9.589074368,18.14167953,30.07779525,11.12690298,9.134199296,18.14442529,67.58740788,9.967957042,0.0,1.033333333,1.7,2.366666667,0.217391304,-3.74,30,378.286,9285001.024,19.5709889,8.324457758,3.737549241,173.787834,13.02167017,13.02167017,0.06737111,-0.283679768,2.8457,115.738,401.47,0,7,0,0,0,1,2,2,4,0,0,6,0,7,2,6,0,0,0,0,152,4.899909731,12.06145712,11.47158172,5.907179729,0.0,5.689743398,13.92873648,14.76249423,0.0,0.0,60.66367068,12.48718869,25.70063629,6.196843572,5.430595679,4,4.794537184,17.07105767,0.0,24.00206607,7.047671983,20.01325001,6.544756406,82.90824633,11.38785599,11.0,5.689743398,0.0,0.0,0.0,36.4540022,24.93172198,0.0,12.48718869,71.65505144,0.0,22.55173393,73.02,2.907051682,0.0,36.59455069,0.0,2.673313393,0.391072778,19.38315043,1.633532743,2.918566895,1.665428057,0,0,0,0,4,0,0,0,0,1,1,0,0,5,0,0,0,1,0,0,0,1,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.498029622
PIMECROLIMUS (BRD:BRD-K92107055-001-01-9),-0.0983751994182826,0,3.175899372,1.763742511,1435.820302,41.48203423,35.03937529,35.79530423,26.48305767,20.73668607,21.17312185,17.1043269,17.66490992,12.84720998,13.34647093,9.360859879,9.692585837,77.76223202,29.39120353,54.90733257,44.09803427,18.41474778,19.11950481,20.95727194,32.92325181,6.9237372,35.28525466,0.964285714,1.625,2.267857143,0.813953488,-2.19,56,741.922,745000000000.0,46.49922863,20.67177564,10.89316476,338.5296711,14.29291944,14.29291944,0.042459512,-2.491504338,5.7194,211.7036,810.466,2,12,1,3,4,1,0,0,0,14,2,11,2,13,3,6,1,2,3,0,318,38.79727929,24.03301855,0.0,5.787111153,11.69042468,5.969305288,14.38361155,4.794537184,0.0,11.60093989,45.42009354,95.46460725,52.04868879,29.79295342,17.16467182,4,53.07551829,35.0439148,0.0,4.899909731,29.58953023,166.0012992,27.87414903,23.29824927,0.0,41.57142857,0.0,0.0,0.0,11.60093989,120.2599266,42.86246351,29.58953023,112.1714611,23.29824927,0.0,0.0,158.13,29.88985628,6.524877681,57.70595456,23.57477936,1.706790513,-7.310005577,-1.115447384,5.164488764,11.34106901,4.712081238,0,2,1,0,0,0,0,0,0,4,4,0,0,1,0,0,0,0,0,1,3,1,0,0,0,3,1,5,0,1,0,2,2,3,0,0,0,0,0,0,0,0,0,0.146440975
