Drug,Pearson_Correlation,Label,AvgIpc,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,BCUT2D_MWHI,BCUT2D_MWLOW,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,FractionCSP3,HallKierAlpha,HeavyAtomCount,HeavyAtomMolWt,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,MaxAbsEStateIndex,MaxAbsPartialCharge,MaxEStateIndex,MaxPartialCharge,MinAbsEStateIndex,MinAbsPartialCharge,MinEStateIndex,MinPartialCharge,MolLogP,MolMR,MolWt,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAmideBonds,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumAtomStereoCenters,NumBridgeheadAtoms,NumHAcceptors,NumHDonors,NumHeteroatoms,NumHeterocycles,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,NumValenceElectrons,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,Phi,RingCount,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA9,SPS,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,TPSA,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_aniline,fr_aryl_methyl,fr_benzene,fr_bicyclic,fr_ester,fr_ether,fr_halogen,fr_imide,fr_methoxy,fr_morpholine,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_piperdine,fr_piperzine,fr_priamide,fr_pyridine,fr_thiazole,fr_unbrch_alkane,qed
XANOMELINE (BRD:BRD-K72815923-034-01-2),0.1956585326886012,1,2.867716954,2.177001422,-2.215546306,2.26544811,-2.247413306,6.989111913,0.294307498,32.14068228,10.08045776,1.884523198,416.5785052,13.50178923,11.89234189,12.70883847,9.30886175,7.142413971,7.872710715,5.082925789,5.611373476,3.34107836,3.852774554,2.234095839,2.76524847,0.0,0.0,0.0,0.0,0.0,44.11195435,36.56375674,0.0,0.0,33.69441898,4.736862954,1.315789474,2.210526316,3.0,0.714285714,-0.94,19,258.241,31682.53691,14.4687165,7.601142295,4.28204294,119.3504924,5.789633409,0.475485581,5.789633409,0.253166088,0.725044879,0.253166088,0.725044879,-0.475485581,3.2161,79.637,281.425,0,4,0,1,1,0,0,1,1,0,0,5,0,5,2,7,0,0,0,106,9.636772685,5.693927995,0.0,0.0,5.879988336,0.0,0.0,0.0,4.373539981,4.373539981,32.26222218,25.46241976,13.08951281,18.33506931,5.788356469,2,4.736862954,17.30129188,0.0,13.64698969,0.0,39.02784531,26.74406676,11.7699481,5.879988336,16.42105263,4.736862954,0.0,5.879988336,11.72818735,40.39105645,0.0,0.0,44.72177331,6.076020107,0.0,5.57310453,38.25,14.47281195,1.245036901,2.305266097,0.0,2.206573812,0.725044879,0.0,8.211085263,5.030534428,2.136980005,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0.71931794
PF-06459988 (BRD:BRD-K00003311-001-01-9),0.1957701383839828,1,3.441589896,2.35035654,-2.170581245,2.319597155,-2.275106993,6.354449299,-0.125003458,35.49569211,10.08767989,1.557230278,1079.452655,21.2503479,16.63130606,17.38723501,14.47789685,9.353659276,9.731623749,7.032848,7.440048127,5.015459529,5.313550711,3.502490952,3.727382246,0.0,4.794537184,0.0,17.92905216,47.58075714,5.687386275,6.076020107,29.08519735,13.24451555,31.94634166,21.0746658,1.466666667,2.3,3.0,0.368421053,-3.11,30,409.708,9042319.719,20.17451361,8.326273683,3.960486798,177.3814133,11.95429151,0.476550283,11.95429151,0.245557293,0.017254466,0.245557293,-0.138043247,-0.476550283,2.1266,111.9484,431.884,2,10,0,1,1,1,0,3,3,2,0,8,2,11,4,7,0,1,1,158,24.67440276,5.647177221,0.0,17.73550735,0.0,0.0,9.476340119,0.0,15.06663885,0.0,18.17987557,6.076020107,45.55857553,35.00393573,5.599284057,4,14.26826309,40.17724661,0.0,29.63233004,12.96557803,6.103966388,32.12298092,36.26811982,5.879988336,18.7,10.05365156,11.63572556,5.879988336,11.60093989,68.44966847,16.57907212,5.917906046,0.0,31.24548651,5.022633314,11.03340144,110.19,13.27482408,6.314858421,25.62444431,8.289033847,1.295220115,0.555703655,0.0,6.283466758,4.858359089,3.448534167,0,0,0,5,1,0,0,0,1,1,0,0,5,2,0,0,0,1,1,0,0,1,2,1,0,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0.551103655
DOMIPHEN (BRD:BRD-K30431096-004-01-3),0.1957918031095257,1,2.57175352,2.137987512,-2.293242781,2.121648092,-2.430288604,5.202409576,-0.890112571,16.4778184,10.06352252,1.946254606,388.2162052,17.51237911,16.43460139,16.43460139,11.63895843,10.13747239,10.13747239,7.72643981,7.72643981,4.825543228,4.825543228,3.066413687,3.066413687,0.0,0.0,0.0,0.0,0.0,23.38418106,70.75297264,0.0,30.33183534,21.01908117,4.736862954,0.708333333,1.25,1.833333333,0.727272727,-1.02,24,294.248,193529.5959,21.0235161,13.29091147,11.50568715,150.3538273,5.825906609,0.487724152,5.825906609,0.137062304,0.80037037,0.137062304,0.80037037,-0.487724152,6.0627,105.6234,334.568,0,2,0,0,0,0,1,0,1,0,0,1,0,2,0,15,0,0,0,138,9.219893811,18.9011502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.48941139,24.97437738,0.0,20.64010037,11.64257047,1,9.219893811,0.0,0.0,0.0,0.0,71.13195343,33.79173874,30.33183534,5.749511833,11.625,4.736862954,0.0,5.749511833,0.0,38.2747696,0.0,0.0,71.13195343,30.33183534,0.0,0.0,9.23,6.885282921,0.0,0.0,0.0,0.0,0.98281176,10.13974449,14.09562138,5.420182694,4.643023428,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,9,0.279573656
CARBACHOL (BRD:BRD-K75037734-003-13-9),0.1966406837906642,1,1.592909786,2.060455561,-2.223934261,1.879673389,-2.378866859,5.639645515,-0.870045638,16.54467153,10.53101897,3.290617578,117.4064488,8.198670613,6.755274008,6.755274008,4.416502219,3.143467112,3.143467112,3.181428189,3.181428189,1.006428457,1.006428457,0.420097057,0.420097057,6.093240071,4.794537184,0.0,0.0,6.606881965,11.02778726,0.0,0.0,21.14301595,4.736862954,5.733667477,1.5,2.0,2.3,0.833333333,-0.77,10,132.078,81.23839911,9.23,3.411276459,7.23,61.14872478,10.07820578,0.44370832,10.07820578,0.404204423,0.387731481,0.404204423,-0.700509259,-0.44370832,-0.2121,38.4348,147.198,2,4,0,0,0,1,0,0,0,0,0,2,1,4,0,3,0,0,0,60,14.95356129,13.15163837,0.0,0.0,0.0,6.093240071,0.0,4.794537184,0.0,0.0,0.0,0.0,0.0,21.14301595,3.148608172,0,14.014431,6.093240071,0.0,0.0,5.733667477,0.0,34.29465432,0.0,0.0,11.1,5.733667477,4.794537184,0.0,0.0,44.87092525,4.736862954,0.0,0.0,0.0,0.0,0.0,52.32,5.312222222,0.0,10.07820578,0.0,4.75369898,0.0,0.0,-0.700509259,1.168425926,6.054623016,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.56136404
Y-27632 (BRD:BRD-K44084986-300-08-4),0.1969774831594393,1,2.397096384,2.272527763,-2.294482695,2.3044096,-2.333106902,5.919552068,-0.120615481,16.14973883,9.785787114,1.845511128,383.2853944,12.95781916,10.80269116,10.80269116,8.664703798,6.630224093,6.630224093,5.195959875,5.195959875,3.834057177,3.834057177,2.586736984,2.586736984,0.0,4.794537184,0.0,17.8669266,5.917906046,31.37067277,0.0,12.39368714,12.13273414,17.22450432,5.733667477,1.333333333,1.944444444,2.5,0.571428571,-1.42,18,226.174,14267.51768,13.02211995,5.956551483,3.29179374,107.980974,12.08126039,0.327710801,12.08126039,0.226984567,0.129004157,0.226984567,0.129004157,-0.327710801,2.1737,71.9641,247.342,3,4,1,0,1,1,0,1,1,1,0,3,2,4,1,3,1,0,1,98,11.05045608,0.0,0.0,5.907179729,0.0,0.0,9.778515705,0.0,0.0,0.0,0.0,50.65766387,30.04082029,0.0,4.309273772,2,4.794537184,11.594566,0.0,4.983978521,17.56947957,38.64886452,5.316788604,24.52642128,0.0,25.44444444,11.05045608,5.687386275,0.0,0.0,16.93299908,4.794537184,11.83581209,32.60702369,24.52642128,0.0,0.0,68.01,0.0,0.0,16.01058675,2.945499339,6.728190782,0.840245444,3.866637365,7.384600616,2.05757304,0.0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.859808894
BATIMASTAT (BRD:BRD-K82818427-001-04-8),0.198492845815884,1,3.307520555,2.357052185,-2.27720709,2.306080132,-2.512002272,8.00677435,-0.140294141,32.19455204,9.844340081,2.225252508,859.3911569,23.50986092,18.53797862,20.17097178,15.34977431,10.51391129,12.37916266,7.926827572,10.19477501,5.057025527,7.307246211,3.448963587,5.442612375,23.78483265,19.59086458,0.0,17.7322655,18.59449685,9.772630669,18.80955693,16.81688248,61.69210665,10.63357721,0.0,1.0,1.71875,2.28125,0.434782609,-2.36,32,446.404,12468029.48,25.89683589,13.24773684,7.960547426,196.8786432,13.36348758,0.357380195,13.36348758,0.247594441,0.138014493,0.247594441,-0.770973115,-0.357380195,3.0976,127.5506,477.652,4,7,0,0,0,3,1,1,2,3,0,6,4,9,1,12,0,0,0,174,10.63357721,6.041840829,0.0,17.72153919,0.0,0.0,19.59086458,5.480096598,0.0,23.09867083,50.24567681,29.348609,19.22134721,16.04499127,10.72107709,2,19.59086458,40.82021002,0.0,16.11367381,17.75371814,36.94013765,12.80052559,53.40808374,0.0,13.78125,16.11367381,0.0,0.0,23.09867083,41.77115863,20.80443318,17.75371814,25.83174751,52.05381143,0.0,0.0,107.53,1.024777585,3.023622085,38.38874378,16.72852458,2.639102207,-2.255635482,12.53265681,0.779942317,3.946043871,1.525555577,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,1,1,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213478729
OSI 930 OSI930 (BRD:BRD-K25340465-001-11-1),0.1988190371749399,1,3.212428187,2.305302001,-2.111724001,2.270358718,-2.168660083,7.124153569,-0.274189916,32.133475,10.09950905,1.433616582,1201.333287,21.84672421,15.9411619,16.75765848,14.88796135,9.20079243,10.08044524,6.530482359,7.446598437,4.425851255,5.339027651,3.0517891,3.817242245,6.362358859,17.96578233,0.0,11.65669156,22.79667615,28.59911056,23.46952001,11.57690634,36.39820241,20.35441868,0.0,1.032258065,1.806451613,2.580645161,0.090909091,-3.59,31,427.322,12534534.99,20.67345189,8.646018988,5.125398763,179.0534916,12.6715081,0.572596317,12.6715081,0.572596317,0.353189151,0.405797347,-4.761462913,-0.405797347,6.0593,114.4669,443.45,2,5,0,0,0,1,2,2,4,0,0,5,2,9,2,6,0,0,0,158,15.37044016,10.62665903,0.0,0.0,5.907179729,6.362358859,9.778515705,0.0,0.0,24.50803102,18.19910121,53.40808374,23.81521047,11.20408699,5.765905082,4,22.70264528,39.52166309,0.0,4.983978521,0.0,12.90711526,10.63357721,82.68117571,5.749511833,11.32258065,15.37044016,24.54601769,5.749511833,11.33678588,17.25351711,6.544756406,0.0,15.23513587,72.24057703,0.0,10.90292493,63.25,40.62069394,1.266348956,17.48221684,8.788811451,2.963765525,-0.712840866,16.52283276,-3.018658768,0.503496827,0.0,0,0,0,1,0,0,0,0,1,1,0,0,1,2,0,0,0,0,0,3,0,1,2,0,2,1,0,1,3,0,0,0,1,0,0,0,0,0,1,0,0,0.380311672
BRIGATINIB (BRD:BRD-K56032964-001-02-1),0.2010331475905988,1,2.85768886,2.217286591,-2.362628442,2.387210678,-2.414865133,7.700270071,0.249428705,35.49569276,10.03176676,1.530549547,1256.931857,25.87166824,21.45510858,23.10546472,17.15121691,11.9602264,14.93940722,9.574585046,13.16531617,6.472888659,8.299766975,4.432271285,5.726227477,7.141892734,4.565048285,0.0,0.0,34.26757431,42.6104685,6.196843572,20.43944875,36.39820241,50.56306475,16.33780284,1.083333333,1.805555556,2.472222222,0.384615385,-2.8,36,494.753,94088879.9,26.26834346,11.07495053,6.117862763,217.9542805,12.74093225,0.49449804,12.74093225,0.228839901,0.361880799,0.228839901,-2.497798801,-0.49449804,5.4042,151.0539,529.025,2,8,0,1,1,0,2,1,3,0,0,8,2,10,2,8,0,1,1,192,29.73530791,17.91403788,5.817862778,5.948339281,0.0,0.0,0.0,4.983978521,4.983978521,0.0,23.73367403,64.53210669,36.18964688,24.68141366,8.0811279,4,9.301911239,52.8757334,0.0,14.86786677,0.0,18.88348408,63.15779247,53.68404636,5.749511833,14.69444444,25.57488979,28.82836088,5.749511833,18.74283262,68.53401313,4.565048285,0.0,12.84164325,48.66141305,5.022633314,0.0,82.62,18.42642336,6.393232785,13.61386338,7.576000893,2.593727775,1.501265822,14.21420274,3.811279062,5.501032031,3.452305485,0,0,0,2,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,5,0,2,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0.37582804
ETOPOSIDE (BRD:BRD-K37798499-001-27-2),0.2044292170655062,1,3.611670586,2.556729926,-2.473103113,2.566239959,-2.628380688,5.786321584,-0.364153898,16.75431621,9.657683374,1.318237005,1352.53256,29.28336361,23.1283478,23.1283478,20.2824273,13.77714419,13.77714419,10.98822167,10.98822167,8.745948151,8.745948151,6.735400781,6.735400781,66.82290882,20.11411937,0.0,37.25524173,28.18937814,0.0,14.21959508,31.18920547,0.0,0.0,42.63176658,0.880952381,1.571428571,2.261904762,0.551724138,-3.33,42,556.306,5287664732.0,27.50005152,10.43580172,4.258657173,240.2294879,13.38511409,0.501699479,13.38511409,0.309940386,0.030064203,0.309940386,-1.436270499,-0.501699479,1.3386,138.3454,588.562,3,13,1,4,5,0,2,0,2,10,0,13,3,13,4,5,0,3,3,226,57.95134877,24.41586555,35.57810079,12.54245414,0.0,5.969305288,4.794537184,0.0,0.0,0.0,0.0,47.87955995,11.83581209,39.45523145,6.832978216,7,62.74588595,5.969305288,0.0,0.0,11.83581209,55.94152864,34.22630132,40.95582275,28.74755917,36.45238095,18.94745182,0.0,28.74755917,0.0,92.5111078,28.47885195,11.83581209,35.63596411,24.26546827,0.0,0.0,160.83,51.5261915,0.0,13.38511409,32.515427,2.01367567,-1.024854437,6.926914061,-6.797222421,1.928629032,2.859458848,2,2,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,9,0,0,2,0,0,1,1,0,0,0,0,0,0,0.429829258
THIOSTREPTON (BRD:BRD-K58049875-001-04-7),0.2130590043766524,1,1.51808687,2.513625471,-2.408771485,2.479825184,-2.574382066,8.143457282,-0.130968293,32.1667763,9.801534956,1.17604876,4883.76767,83.43660624,63.0211863,67.10366921,53.74321917,35.62925413,40.13346394,27.79972617,32.3040006,19.47037689,24.31838335,12.33186152,17.18876971,195.6876098,68.68347163,14.38361155,94.6739759,6.420821623,57.10902846,88.20481876,26.84723171,0.0,98.16582199,25.43089221,0.763157895,1.447368421,2.122807018,0.430555556,-10.54,114,1579.242,4.28e+33,85.87861244,35.46233303,18.62703302,671.2392272,15.39760018,0.455288896,15.39760018,0.356796874,0.015791714,0.356796874,-2.207845417,-0.455288896,0.7739,418.1841,1664.922,18,37,1,4,5,11,0,5,5,17,13,31,17,42,9,12,0,0,0,606,89.17105345,113.4907184,0.0,29.53589865,35.44307838,5.969305288,68.04150709,29.71442979,0.0,57.10902846,58.23316339,85.77926545,32.83655618,70.28327907,26.71452591,10,87.80394614,144.8887329,0.0,83.40456725,21.63638299,184.5362123,5.752853607,147.5845884,0.0,26.86842105,64.21834212,0.0,0.0,57.10902846,198.0730624,48.63208568,5.917906046,203.3324066,92.24843213,0.0,6.076020107,562.74,6.262926067,4.422716857,203.5075031,92.24734957,-1.787224066,-12.17144156,-11.56872827,-3.181975606,24.93554054,0.0,5,4,0,5,0,0,0,0,12,12,0,2,7,11,1,0,0,0,0,0,1,11,0,0,0,7,1,1,0,0,0,0,0,0,0,0,0,1,1,4,0,0.0605852
BIRINAPANT (BRD:BRD-K71221037-001-01-6),0.2134914687470782,1,3.96293835,2.405632608,-2.297470176,2.395933132,-2.531218131,5.966296496,-0.137563964,19.14354333,9.943867646,1.397624182,2006.064242,41.99854208,33.91753451,33.91753451,27.66587511,20.20089835,20.20089835,15.77263472,15.77263472,11.91501161,11.91501161,8.421327345,8.421327345,60.09341943,38.17203362,0.0,62.40151822,46.0353491,11.12690298,24.26546827,49.87537196,13.8474744,31.23511146,0.0,0.706896552,1.086206897,1.431034483,0.523809524,-4.9,58,750.508,5230000000000.0,42.69899988,17.93259803,8.745971657,336.0317227,14.78827948,0.391201827,14.78827948,0.244986822,0.071061682,0.244986822,-0.81703935,-0.391201827,2.6084,216.6518,806.956,8,14,0,2,2,4,2,2,4,8,0,8,8,16,4,15,0,2,2,314,51.24798571,23.71812334,0.0,23.62871892,0.0,0.0,19.17814874,8.780830095,0.0,0.0,13.8474744,113.9928535,46.97904433,35.67947042,13.20179312,6,38.17203362,45.43456878,0.0,41.03493092,0.0,114.6788563,27.18485678,59.15954708,11.38785599,21.68965517,21.26715442,8.780830095,0.0,0.0,129.2533847,32.01979198,11.63444168,64.50513827,36.39820241,0.0,33.19370585,194.92,29.57655896,0.0,63.70680616,34.68983495,3.575200306,-2.213775007,5.132033243,0.07377931,7.148678922,3.31088315,2,2,0,2,2,0,0,0,4,4,2,0,2,6,0,0,2,2,2,0,0,4,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.089861024
OXIRACETAM (BRD:BRD-K50677762-001-01-5),0.2137692369589159,1,2.093514056,2.278483276,-2.113874277,2.086001365,-2.346358847,5.84934497,-0.131533378,16.27235094,10.31552132,2.468328256,192.2664171,8.43072142,5.986944654,5.986944654,5.092224153,3.334788007,3.334788007,2.59852167,2.59852167,1.540784126,1.540784126,1.092269237,1.092269237,12.01114612,9.589074368,0.0,25.41751416,0.0,0.0,4.899909731,0.0,0.0,0.0,10.84019487,1.818181818,2.454545455,2.818181818,0.666666667,-1.1,11,148.077,278.4373694,8.001010101,2.874846022,1.908603216,63.77513277,10.87833333,0.390744365,10.87833333,0.236549426,0.087407407,0.236549426,-0.637175926,-0.390744365,-1.9351,36.3982,158.157,3,5,0,1,1,2,0,0,0,1,0,3,2,5,1,2,0,1,1,62,15.7401046,0.0,0.0,11.81435946,0.0,0.0,9.589074368,0.0,0.0,0.0,0.0,0.0,6.544756406,19.06954442,2.091061097,1,14.69560176,11.81435946,0.0,4.899909731,5.733667477,12.52478801,13.08951281,0.0,0.0,24.27272727,5.733667477,0.0,0.0,0.0,41.01427578,9.589074368,0.0,6.420821623,0.0,0.0,0.0,83.63,0.0,0.0,22.48948224,8.968278534,4.86547997,-0.760416667,0.0,-0.532731481,0.136574074,0.0,1,1,0,0,0,0,0,0,2,2,1,0,1,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.490313992
MERICITABINE (BRD:BRD-K69726595-001-01-2),0.2145004731799922,1,2.830788133,2.582506786,-2.278437446,2.424785089,-2.459063087,5.719896732,-0.164817229,19.14763621,9.975437417,2.343654631,791.7707692,21.22325016,16.54779034,16.54779034,12.94530199,9.008969893,9.008969893,7.51729063,7.51729063,4.360509966,4.360509966,2.725780941,2.725780941,53.56875983,14.38361155,4.390415048,12.42474474,0.0,11.49083685,12.26321064,27.6949488,0.0,4.983978521,19.94425634,1.321428571,1.928571429,2.464285714,0.666666667,-2.49,28,373.211,901427.6806,21.80608124,8.255133161,4.489733048,161.5146571,15.70161895,0.462559315,15.70161895,0.351230539,0.023141532,0.351230539,-2.290598309,-0.462559315,1.2181,96.8474,399.419,2,9,0,1,1,0,0,1,1,4,0,9,1,10,2,6,0,1,1,156,19.94425634,18.52871113,18.00062738,0.0,0.0,17.62835397,14.15617402,9.184952232,4.983978521,0.0,27.6949488,12.99010427,6.196843572,11.83581209,6.429003726,2,28.19007828,17.75647335,0.0,9.551078169,11.83581209,58.72327976,12.34054944,22.74749122,0.0,27.21428571,11.42341088,10.20827783,0.0,0.0,45.9732633,23.79966323,11.83581209,40.84658717,17.05774782,0.0,0.0,122.74,32.74830567,0.0,39.57820874,0.0,2.363413084,-2.066544799,1.321516991,-2.690494824,7.328928472,0.0,0,0,1,2,0,0,0,0,2,2,0,0,2,0,1,0,0,0,0,1,0,0,1,0,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0.708526823
SGI-1027 (BRD:BRD-K61228301-001-01-2),0.2156466623186658,1,2.852217372,2.078195573,-2.108500897,2.251537013,-2.113545477,6.042706425,0.102209362,16.14916449,10.1315278,1.226574739,1473.582908,24.20009537,18.98749338,18.98749338,17.03000978,11.03847557,11.03847557,7.98725123,7.98725123,5.361826272,5.361826272,3.70887751,3.70887751,0.0,4.794537184,0.0,11.85551901,17.06870054,33.65901175,0.0,18.32957771,79.72014202,30.90230137,5.733667477,0.8,1.485714286,2.257142857,0.037037037,-4.98,35,438.345,110818912.9,21.84423729,9.48171847,5.169359761,201.8241778,12.72317257,0.367722884,12.72317257,0.255160226,0.189056615,0.255160226,-0.189056615,-0.367722884,5.65492,140.327,461.529,5,8,0,0,0,1,3,2,5,0,0,7,4,8,2,6,0,0,0,172,21.68403329,5.817862778,0.0,5.948339281,5.907179729,0.0,9.778515705,4.983978521,4.983978521,0.0,18.19910121,67.58740788,51.65635944,5.516700718,5.917740234,5,4.794537184,51.32585182,0.0,14.95193556,0.0,6.9237372,21.68403329,102.383362,0.0,10.65714286,21.68403329,34.51574716,0.0,0.0,20.85911529,0.0,6.9237372,16.05191667,91.12598253,0.0,10.90292493,117.85,0.0,0.0,25.33749316,10.53567135,11.30623691,0.636849033,26.38920134,1.775136819,1.852744715,0.0,0,0,1,3,0,0,0,0,1,1,0,0,3,3,1,0,0,0,0,0,0,1,6,1,3,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.257817131
PEMRAMETOSTAT (BRD:BRD-K00003421-001-01-9),0.2159828993349931,1,2.827562173,2.217878865,-2.314875009,2.184662501,-2.419059588,5.923598511,-0.129257869,16.269025,9.995946268,1.22915517,976.1768447,23.20853153,19.03532774,19.03532774,15.97436689,11.57183319,11.57183319,8.83083887,8.83083887,6.368907622,6.368907622,4.481933999,4.481933999,6.103966388,14.69560176,0.0,30.09488469,25.452132,32.35197768,17.45422306,12.99010427,10.9662768,43.70054519,0.0,1.151515152,1.909090909,2.666666667,0.5,-3.04,33,420.303,31787646.23,23.12940805,10.71797776,6.265872878,193.7619902,12.56932653,0.389951167,12.56932653,0.269676332,0.09882754,0.269676332,-0.661939273,-0.389951167,1.0484,124.6937,452.559,3,9,0,2,2,2,1,1,2,1,0,7,3,9,3,7,0,1,1,176,20.64001433,17.83911085,0.0,5.907179729,5.907179729,0.0,14.4889841,9.967957042,0.0,0.0,24.26546827,30.38936785,58.30048353,6.103966388,7.512135792,4,14.69560176,17.63222224,0.0,25.08456511,0.0,44.87676569,38.04057063,53.4799864,0.0,17.81818182,10.63357721,5.817862778,0.0,0.0,81.5582526,17.76011521,0.0,41.38074861,36.65915542,0.0,0.0,110.69,0.0,0.0,36.39332218,16.56354517,2.925798979,0.347757427,10.20689901,3.33791445,5.391429451,0.0,1,1,0,2,0,0,0,0,2,2,1,0,4,2,0,0,0,1,0,0,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.575867536
MG-624 (BRD:BRD-K03128577-005-08-9),0.2184938899265409,1,2.657402116,2.19628753,-2.350891455,2.151231655,-2.494153933,5.691793437,-0.922766029,16.47786308,10.12947989,1.869907146,603.913329,17.25286609,15.24184875,15.24184875,11.70976852,9.021765098,9.021765098,6.175445124,6.175445124,4.994724365,4.994724365,2.934069789,2.934069789,0.0,0.0,0.0,0.0,0.0,23.38418106,30.7611722,0.0,6.066367068,81.45418836,4.736862954,0.75,1.291666667,1.833333333,0.363636364,-2.06,24,294.248,302391.1016,18.28113479,9.288025376,5.241931255,146.5316658,5.945080698,0.487723083,5.945080698,0.137079195,0.772540972,0.137079195,0.772540972,-0.487723083,5.1123,104.0574,324.488,0,2,0,0,0,0,2,0,2,0,0,1,0,2,0,9,0,0,0,128,9.219893811,18.9011502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.61660969,44.03084872,0.0,19.63426922,7.074818493,2,9.219893811,12.15204021,0.0,0.0,0.0,20.7712116,32.78590759,65.7242066,5.749511833,11.79166667,4.736862954,0.0,5.749511833,0.0,37.26893845,0.0,0.0,31.89811458,54.59730362,0.0,12.15204021,9.23,7.067994383,0.0,0.0,0.0,2.400590269,0.952102125,18.68354631,4.261625877,12.13414104,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45977206
