Drug,Pearson_Correlation,Label,AvgIpc,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,EState_VSA1,EState_VSA10,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,FractionCSP3,HallKierAlpha,HeavyAtomCount,HeavyAtomMolWt,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,MaxAbsEStateIndex,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,MolLogP,MolMR,MolWt,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAmideBonds,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumAtomStereoCenters,NumBridgeheadAtoms,NumHAcceptors,NumHDonors,NumHeteroatoms,NumHeterocycles,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,NumValenceElectrons,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,Phi,RingCount,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA9,SPS,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,TPSA,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Nhpyrrole,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_aniline,fr_aryl_methyl,fr_benzene,fr_bicyclic,fr_ester,fr_ether,fr_furan,fr_halogen,fr_imidazole,fr_ketone,fr_ketone_Topliss,fr_methoxy,fr_nitrile,fr_nitro,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_pyridine,fr_sulfide,fr_thiazole,fr_thiophene,fr_unbrch_alkane,qed
RITA (BRD:BRD-K00317371-001-06-1),-0.1282886897294654,0,3.163505475,1.89814067,621.4973732,13.24227621,9.99748724,11.6304804,9.296356296,5.796357992,7.429351154,4.01204275,6.348698641,2.726674878,4.89577755,1.79337322,3.452342407,0.0,0.0,13.21376393,0.0,31.02908361,22.67357176,0.0,36.39820241,0.0,14.63020573,0.736842105,1.210526316,1.578947368,0.142857143,-1.4,19,280.285,48525.01048,12.62457309,5.303213611,2.502868945,117.9389991,9.068748379,9.068748379,0.058548622,0.058548622,3.7212,77.1796,292.381,2,3,0,0,0,0,0,3,3,0,0,5,2,5,3,4,0,0,0,98,14.63020573,11.52049484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.67357176,0.0,36.39820241,9.754294387,22.96805832,3.52372673,3,14.63020573,22.67357176,0.0,0.0,0.0,13.21376393,0.0,46.1524968,21.27478923,11.05263158,0.0,0.0,0.0,22.67357176,10.21305479,13.21376393,0.0,9.754294387,40.81535335,0.0,21.27478923,53.6,5.828977702,3.047724028,3.86273732,18.13749676,0.0,1.608608277,11.56402534,0.0,0.117097243,0.0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.770256841
BIBU-1361 (BRD:BRD-K49294207-300-03-8),-0.1273338705823753,0,2.800736472,1.512207577,1035.543194,21.79431797,17.8530596,18.60898855,15.06721324,10.7410082,11.11897267,7.796287145,8.203487272,5.855224395,6.144870856,3.961775615,4.142318245,5.817220841,4.390415048,5.022633314,34.40489581,45.56542528,18.46005421,12.26321064,0.0,43.91601803,16.58491841,1.161290323,1.935483871,2.64516129,0.454545455,-2.58,31,416.742,12953114.9,21.64445292,9.700094574,5.018261031,186.2306749,13.47300018,13.47300018,0.047462171,-0.464101536,4.5141,122.5457,443.958,1,7,0,1,1,0,1,2,3,0,0,7,1,9,3,7,0,1,1,164,15.11660807,23.17794235,5.817862778,5.948339281,0.0,0.0,0.0,24.32632913,0.0,0.0,25.44841429,50.04816331,25.32165549,11.21947689,6.772685171,4,4.390415048,40.08792966,0.0,24.83582381,5.917906046,26.68911765,42.94048036,41.56311901,0.0,15.06451613,10.21669833,21.84400338,0.0,11.60093989,57.55960584,0.0,11.73512689,26.68911765,30.72326485,5.022633314,11.03340144,70.07,13.47300018,5.903711578,22.62671028,3.217545996,1.896175071,1.463596526,4.44676897,5.436940016,9.646662491,0.0,0,0,0,4,0,0,0,0,0,6,1,0,0,0,0,0,0,3,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.575429421
ID-8 (BRD:BRD-K39166528-001-01-0),-0.12722041246149,0,2.784470332,2.337980864,865.9783456,15.85300667,12.10783754,12.10783754,10.52407581,6.654955873,6.654955873,4.926014274,4.926014274,3.668650233,3.668650233,2.681240168,2.681240168,4.923311049,15.22084566,11.43689811,22.34636476,5.687386275,12.13273414,36.79973559,12.13273414,0.0,4.736862954,1.181818182,1.863636364,2.454545455,0.125,-3.02,22,284.186,119932.7061,13.94005911,5.068834837,2.050941637,125.8799327,11.37548462,11.37548462,0.047053755,-0.394109505,3.56132,82.8832,298.298,1,6,0,0,0,0,2,1,3,0,0,5,1,6,1,3,0,0,0,112,14.41049,11.49902367,0.0,0.0,5.687386275,0.0,10.11431827,0.0,0.0,0.0,0.0,43.32193961,11.75375334,28.62996152,3.211811692,3,14.7667014,16.59031121,0.0,4.567099648,0.0,6.9237372,7.109797541,58.27281574,17.18640994,10.81818182,4.736862954,5.687386275,11.49902367,0.0,21.70673563,0.0,17.03805547,5.693927995,42.46456948,0.0,16.59031121,77.53,6.884408121,0.0,10.98137512,21.59122664,1.914770119,0.768399366,11.75505084,0.0,1.693862198,1.57757427,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0.592108616
ARRY-334543 (BRD:BRD-K46386702-001-02-1),-0.1269561008387378,0,3.452219664,1.351425956,1280.907482,21.91563832,17.07927998,18.65170551,15.63616293,9.940182979,11.19780026,7.158200916,8.54451815,4.714725377,5.763230137,3.196180874,3.958760278,0.0,0.0,6.041840829,35.82545198,27.28532118,17.66410595,12.26321064,42.63563531,30.5779175,21.0746658,1.125,2.0,2.78125,0.181818182,-3.43,32,447.802,37979815.58,20.47143352,8.974440841,4.582629044,192.8708462,6.434310634,6.434310634,0.149805875,0.149805875,5.2489,127.1904,466.954,2,8,0,1,1,0,2,2,4,1,0,9,2,10,3,6,0,0,0,162,20.10730312,36.11608231,0.0,0.0,6.021680127,0.0,0.0,19.9443403,0.0,11.33678588,11.60093989,43.32193961,28.33790311,16.58117486,5.741239659,5,9.473725908,57.05496615,0.0,14.95193556,4.992404733,19.57245999,17.24045917,64.33268584,5.749511833,15.3125,15.37044016,17.19263533,5.749511833,22.93772577,33.62233848,11.34374492,0.0,11.9313609,59.29483356,5.022633314,10.90292493,93.55,11.31152566,7.973250467,17.39373114,10.67420547,2.434860334,1.256326804,11.99546775,3.274253963,2.964156185,0.0,0,0,0,3,0,0,0,0,0,4,2,0,0,0,0,0,0,3,0,2,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.400511968
HORDENINE (BRD:BRD-K93631643-001-02-4),-0.1261767525087886,0,2.033230406,2.475834116,228.0988247,8.974691495,7.61804183,7.61804183,5.68154055,4.10918235,4.10918235,3.219723105,3.219723105,1.784032434,1.784032434,1.01532084,1.01532084,0.0,0.0,0.0,5.749511833,12.96557803,5.563451492,12.13273414,12.13273414,18.9952537,5.106527395,1.166666667,1.75,2.25,0.4,-1.02,12,150.116,496.108219,9.071074681,4.117834347,2.925955903,73.445239,9.023657722,9.023657722,0.336669501,0.336669501,1.4963,50.3648,165.236,1,2,0,0,0,0,1,0,1,0,0,2,1,2,0,3,0,0,0,66,10.00643713,5.749511833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.13273414,38.21235122,6.544756406,0.0,3.112765241,1,5.106527395,0.0,0.0,4.899909731,0.0,6.420821623,20.64010037,29.82891977,5.749511833,10.58333333,0.0,0.0,5.749511833,0.0,30.6465375,6.420821623,0.0,5.563451492,24.26546827,0.0,0.0,23.47,0.0,0.0,2.14569161,9.023657722,1.265277778,0.336669501,7.368703704,1.035,1.046404006,4.111929012,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.733268933
A66 (BRD:BRD-K49055432-001-04-2),-0.1254454483762183,0,3.239659391,1.770819316,836.5670795,19.06011345,15.3280051,16.96099826,12.16372236,8.473057325,10.16920672,7.405393117,9.262566735,4.230965359,6.594368726,2.878913346,4.76868663,11.94902056,9.589074368,11.44610498,18.09713651,27.6934485,16.23669561,11.33678588,12.30379997,31.07197872,10.717646,1.346153846,2.076923077,2.692307692,0.529411765,-2.0,26,370.354,698684.3822,18.78106509,6.9575,3.730103806,160.1896827,12.48237444,12.48237444,0.001902549,-0.538505729,3.35412,104.6001,393.538,3,7,0,1,1,3,0,2,2,1,0,6,2,9,3,3,0,1,1,140,10.63357721,6.041840829,5.13155848,5.907179729,0.0,6.031114512,10.11132579,14.76249423,0.0,11.33678588,32.10799748,19.76538045,17.33980965,21.27262688,5.025740783,3,9.589074368,39.74342448,0.0,14.86786677,5.733667477,51.99342334,11.86154501,16.08161446,10.57107519,17.53846154,11.05045608,9.926095664,0.0,22.67357176,39.39275825,10.20952765,6.9237372,44.31440654,5.38006277,0.0,10.57107519,101.21,0.0,3.019483765,35.55847652,6.388064366,7.082487911,-0.466813708,-0.871599838,1.385795072,8.820772573,0.0,0,0,0,2,0,0,2,2,0,3,1,1,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.834680259
PARACHLOROPHENOL (BRD:BRD-K40992116-001-09-7),-0.1251651575674623,0,1.769973094,3.032455532,147.3883389,5.983127663,4.134579145,4.890508091,3.7876937,2.233956239,2.611920712,1.47641678,1.91285256,0.826626202,1.078602518,0.441090879,0.567079037,0.0,0.0,5.749511833,5.022633314,0.0,0.0,24.26546827,0.0,0.0,16.70746729,1.125,1.625,2.0,0.0,-0.69,8,123.518,70.79892376,5.446798906,2.052669548,1.138019489,52.5289031,8.698024691,8.698024691,0.244814815,0.244814815,2.0456,33.1168,128.558,1,1,0,0,0,0,1,0,1,0,0,1,1,2,0,0,0,0,0,42,5.106527395,5.749511833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.60093989,24.26546827,5.022633314,0.0,1.397559781,1,5.106527395,11.60093989,0.0,0.0,0.0,0.0,0.0,29.28810159,5.749511833,9.125,0.0,0.0,5.749511833,11.60093989,5.106527395,0.0,0.0,0.0,24.26546827,5.022633314,0.0,20.23,0.0,5.500555556,0.0,9.339506173,0.0,0.244814815,6.359567901,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.567107755
CGS-15943 (BRD:BRD-K49049886-001-08-7),-0.1239685484567694,0,3.07993126,2.119672699,928.8985699,13.68986997,10.11651903,10.87244798,9.720346691,5.876107034,6.254071507,4.279595105,4.716030886,3.000220262,3.235317365,2.111962547,2.284065571,0.0,0.0,5.948339281,22.25446245,10.90292493,4.515397894,36.59499834,0.0,15.06663885,21.7517583,1.2,2.1,2.9,0.0,-2.6,20,277.63,87177.45433,11.24544406,3.94480912,1.549294572,117.353206,6.030215612,6.030215612,0.264007937,0.264007937,2.7731,75.4124,285.694,2,6,0,0,0,0,1,3,4,0,0,6,1,7,3,1,0,0,0,98,10.15081841,0.0,11.40742464,11.77274378,0.0,0.0,0.0,9.967957042,4.515397894,5.098681808,11.60093989,30.33183534,10.40885753,11.77986371,2.218056514,4,4.417150937,34.09938132,0.0,19.58203674,0.0,0.0,5.733667477,41.61763165,11.58465192,11.45,5.733667477,5.948339281,0.0,11.60093989,19.58203674,0.0,0.0,0.0,41.01214928,5.022633314,28.13475407,82.24,6.781794358,6.030215612,8.753290501,5.709747391,7.23152825,1.291094577,8.913034568,1.56707252,0.0,0.0,0,0,1,4,0,0,0,0,0,4,0,1,0,0,0,0,0,1,0,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.581309002
CINNARAZINE (BRD:BRD-K07220430-001-18-4),-0.1234176510298336,0,2.773403888,1.398667443,811.2091446,19.0204508,16.32226594,16.32226594,13.89897949,10.17899555,10.17899555,7.373533131,7.373533131,5.476133129,5.476133129,3.990870247,3.990870247,0.0,0.0,0.0,6.041840829,32.72378203,16.69035448,0.0,0.0,112.9473657,0.0,0.642857143,1.142857143,1.678571429,0.230769231,-2.68,28,340.3,4689493.166,18.67258068,9.495927553,4.776071181,168.2893616,2.627060185,2.627060185,0.337417455,0.337417455,5.107,118.216,368.524,0,2,0,1,1,0,3,0,3,0,0,2,0,2,1,6,0,1,1,142,0.0,0.0,0.0,0.0,0.0,0.0,9.799819462,0.0,0.0,0.0,103.1475462,16.69035448,32.72378203,6.041840829,6.332624048,4,0.0,6.076020107,0.0,9.799819462,0.0,6.041840829,32.72378203,113.7618806,0.0,16.03571429,0.0,0.0,0.0,0.0,42.52360149,0.0,0.0,22.7321953,97.07152613,0.0,6.076020107,6.48,0.0,0.0,5.171689815,0.0,4.033890806,0.0,32.70124782,4.513872932,5.41263196,0.0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.596666077
FTORAFUR (BRD:BRD-K99383816-001-03-5),-0.1230068493757468,0,2.636033455,2.471699398,444.6349933,10.12939203,7.325943822,7.325943822,6.68154055,4.308535924,4.308535924,3.111253318,3.111253318,2.140227451,2.140227451,1.454703239,1.454703239,23.29413231,13.97948942,0.0,13.02770359,17.18476484,0.0,0.0,4.983978521,0.0,4.736862954,1.571428571,2.357142857,3.0,0.5,-1.43,14,191.097,2343.433741,9.137813716,3.375216864,1.480598847,78.1367327,12.85359316,12.85359316,0.450138889,-0.996067649,-0.0153,45.5037,200.169,1,5,0,1,1,0,0,1,1,1,0,4,1,6,2,1,0,1,1,76,4.736862954,6.227901171,0.0,5.817220841,5.559266895,5.689743398,14.34561535,4.794537184,4.390415048,0.0,0.0,12.84164325,6.606881965,6.196843572,2.203007354,2,9.127278001,0.0,0.0,9.551078169,0.0,19.06954442,6.606881965,32.85214907,0.0,21.35714286,11.24901029,4.390415048,0.0,0.0,16.15796013,4.736862954,5.817220841,19.06954442,15.78591794,0.0,0.0,64.09,19.11568311,0.0,23.84300217,0.0,-1.631900983,-0.97212963,0.0,1.925253921,0.553424745,0.0,0,0,0,2,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.69271253
INTEGRIN-ANTAGONIST-1 (BRD:BRD-K88165431-003-01-4),-0.122987710324563,0,3.465544776,1.213515165,1220.123634,25.07033885,21.4115365,21.4115365,17.44069338,13.24797946,13.24797946,10.52227711,10.52227711,7.62590255,7.62590255,5.785413421,5.785413421,5.969305288,9.901064579,12.33872767,5.917906046,80.31886865,17.67820111,0.0,30.66201147,45.64721549,4.983978521,1.222222222,2.111111111,2.916666667,0.482758621,-3.19,36,450.352,208280488.6,24.50202246,10.82716439,5.782458635,213.1003941,11.74687321,11.74687321,0.049488697,-0.750594795,4.75524,141.9475,487.648,2,7,0,2,2,0,1,2,3,2,0,6,2,7,4,9,0,1,1,190,15.32322573,5.817862778,0.0,0.0,0.0,5.969305288,4.794537184,9.665781456,5.098681808,0.0,18.19910121,93.80661622,36.94003125,17.80213589,7.369095142,5,9.901064579,11.78716807,0.0,19.664373,5.917906046,58.29031018,31.49581423,70.67325645,5.687386275,18.55555556,5.316788604,5.817862778,0.0,0.0,56.9192313,17.63618043,19.76538045,59.80987951,42.46456948,0.0,5.687386275,83.28,1.937313675,0.0,19.05909987,17.69287052,6.613156546,0.902055715,14.71163883,5.717288051,7.866576787,0.0,0,0,0,3,0,0,1,0,0,4,1,0,0,0,0,0,0,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.45303347
DEHYDROEPIANDROSTERONE (BRD:BRD-K41256143-001-12-7),-0.1215564990821053,0,2.756935568,1.692354659,507.6957431,14.82806265,13.39906748,13.39906748,9.949160848,8.858718411,8.858718411,8.573988825,8.573988825,7.786904099,7.786904099,6.412748886,6.412748886,0.0,9.901064579,11.51895686,23.03404751,50.86365741,11.99392615,0.0,0.0,19.92349451,0.0,1.095238095,1.80952381,2.619047619,0.842105263,-0.63,21,260.207,85969.52181,13.99370923,4.439809488,1.775658963,127.5510373,12.36186904,12.36186904,0.016814807,-0.122416921,3.8792,82.7168,288.431,1,2,4,0,4,0,0,0,0,6,0,2,1,2,0,0,3,0,3,116,5.106527395,5.783244946,0.0,0.0,0.0,0.0,4.794537184,0.0,0.0,0.0,25.49659904,68.11445997,11.83581209,6.103966388,2.958543001,4,9.901064579,5.783244946,0.0,0.0,28.58369908,71.31801377,0.0,11.64912464,0.0,52.71428571,0.0,0.0,0.0,0.0,16.99373873,4.794537184,28.58369908,65.21404738,11.64912464,0.0,0.0,37.3,0.0,0.0,12.36186904,9.999061139,1.807436894,2.600313734,0.0,10.70713069,4.690855169,0.0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.686842697
CYTARABINE (BRD:BRD-K71847383-001-12-5),-0.1214836344385944,0,2.565406714,2.319695266,462.1897022,12.57698579,8.801123224,8.801123224,8.040912558,5.014304277,5.014304277,3.771107925,3.771107925,2.642834144,2.642834144,1.72937357,1.72937357,36.8364257,15.00759197,5.817862778,0.0,4.567099648,12.26321064,0.0,0.0,4.983978521,15.57705783,1.470588235,2.176470588,2.705882353,0.555555556,-1.48,17,230.115,7816.794256,11.98960468,4.414475063,2.025663274,95.89720927,11.51087065,11.51087065,0.053697589,-1.309931028,-2.563,55.9188,243.219,5,8,0,1,1,0,0,1,1,4,0,8,4,8,2,2,0,1,1,94,25.79011262,24.12976194,6.227901171,0.0,0.0,5.689743398,4.567099648,4.794537184,4.983978521,0.0,0.0,6.066367068,6.196843572,6.606881965,3.113400639,2,20.05644514,5.817862778,0.0,9.551078169,0.0,24.53980033,12.34054944,22.74749122,0.0,32.88235294,11.42341088,5.817862778,0.0,0.0,49.78944148,4.736862954,0.0,6.227901171,17.05774782,0.0,0.0,130.83,6.187805178,0.0,14.98930933,28.15370187,4.629863316,0.053697589,1.371164021,-3.266372827,-0.452501811,0.0,3,3,1,2,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.448930489
NAVITOCLAX (BRD:BRD-K82746043-001-15-1),-0.1212821416795734,0,3.277794538,1.017179646,2532.551918,46.40899138,36.44928959,39.65470828,30.86507465,21.68118537,26.01107489,17.4898325,22.61169354,12.18075361,16.46213864,8.491267153,11.63300166,52.79624858,34.8013763,10.97844196,56.11070876,74.70185079,40.60427964,12.13273414,47.18666434,45.99672633,16.33780284,0.861538462,1.538461538,2.2,0.425531915,-4.1,65,919.194,129000000000000.0,48.82235248,20.82219146,12.66871277,389.2527073,14.17796398,14.17796398,0.001861688,-6.05287182,8.8332,251.8865,974.634,2,11,1,2,3,1,4,0,4,1,0,11,2,18,2,16,0,2,2,350,14.95356129,4.895483476,0.0,0.0,25.76772402,5.508330501,14.59435665,21.55768883,13.17124514,11.76188495,61.35335416,108.9648707,85.32170024,23.79663368,15.63982109,7,39.53823925,66.07842594,0.0,14.52191433,5.414990469,65.76738265,81.54136712,118.7845139,0.0,18.33846154,14.9387932,24.54601769,0.0,23.36282484,115.4174333,24.59740724,5.414990469,55.45220106,117.3214281,5.022633314,5.57310453,128.36,103.1402179,7.637150357,18.99174299,3.707770075,-1.01485828,-0.653416401,25.79065339,3.598181286,11.63947688,-10.89247374,0,0,0,0,0,0,1,1,0,3,2,0,0,0,3,1,1,2,0,4,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.104648967
ALPELISIB (BRD:BRD-K54997624-001-06-0),-0.1203756705633361,0,3.27504769,1.842963182,973.3197515,22.26722023,16.70835077,17.52484735,13.91372236,9.295453324,10.1119499,7.670010641,8.669081407,5.223706753,6.345642728,3.245381034,4.197812877,29.57142406,22.76031951,10.82548647,35.52092633,25.18426028,17.16312037,12.99010427,0.0,15.28474565,5.733667477,1.333333333,2.033333333,2.666666667,0.473684211,-2.69,30,419.303,3799474.527,22.00552628,7.858788056,4.112286897,175.0459256,13.38165453,13.38165453,0.104396015,-4.451192116,3.83502,107.1041,441.479,3,7,0,1,1,3,0,2,2,1,0,5,2,11,3,4,0,1,1,162,10.63357721,11.4568313,5.13155848,5.907179729,0.0,12.20741303,15.09530431,9.778515705,13.17124514,0.0,11.33678588,51.30904047,12.74159998,16.26500318,5.764558902,3,22.76031951,28.4066386,0.0,14.86786677,5.733667477,51.24598466,11.86154501,29.7174337,10.44059869,17.26666667,11.05045608,23.09734081,0.0,11.33678588,45.56905677,10.20952765,6.9237372,38.07697363,18.32957771,0.0,10.44059869,101.21,40.1449636,1.141240788,34.23242921,2.947831711,4.218188579,-0.559951284,1.858883521,-1.928474465,4.278221674,0.0,0,0,0,2,0,0,2,2,0,3,1,1,0,0,3,0,3,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.752828089
CRA-032765 (BRD:BRD-K70301465-001-02-6),-0.1195609530332414,0,3.257065471,1.500767607,1299.9887,22.7858818,18.09365196,18.09365196,16.13536159,10.87160457,10.87160457,7.974613838,7.974613838,5.853475237,5.853475237,4.241172498,4.241172498,0.0,4.794537184,11.94902056,35.63470502,29.9041184,12.40334018,4.899909731,59.27910655,16.54689273,15.56921224,1.090909091,1.848484848,2.606060606,0.2,-4.2,33,416.315,59394803.67,20.68875669,8.738936643,4.025546245,190.8726799,12.17174686,12.17174686,0.005660024,-0.069879863,4.2173,126.7354,440.507,2,8,0,1,1,1,2,2,4,1,0,7,1,8,3,5,0,1,1,166,15.37044016,29.33813451,5.647177221,5.907179729,0.0,0.0,4.794537184,14.64975998,5.098681808,0.0,24.77803689,55.31586576,18.6529643,11.42806504,5.478719211,5,9.531400138,22.75844394,0.0,24.64835152,0.0,18.88348408,18.82318029,73.57957948,22.75640315,16.0,10.47053043,5.817862778,11.49902367,0.0,43.64504406,4.794537184,0.0,18.88348408,73.57957948,0.0,22.29078092,99.16,7.793632778,0.0,22.65244652,5.616525798,8.520593709,1.803279091,17.32136193,4.581419831,4.877407003,0.0,0,0,1,4,0,0,1,1,0,5,0,1,0,0,0,0,1,1,0,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.466703243
CP-724714 (BRD:BRD-K76908866-001-07-6),-0.1189340886425204,0,2.851768879,1.489578761,1353.039297,24.6227451,19.90880245,19.90880245,17.01237169,11.16750294,11.16750294,7.980941766,7.980941766,5.211907727,5.211907727,3.447392544,3.447392544,0.0,4.794537184,12.51406169,18.11213102,39.16065402,7.109797541,12.52416365,74.53045116,25.58551277,9.473725908,1.028571429,1.914285714,2.685714286,0.185185185,-4.3,35,442.329,81868170.31,23.84467857,11.21725213,6.393921871,203.6044708,11.49064167,11.49064167,0.047541315,-0.154822131,4.95334,136.9674,469.545,2,8,0,0,0,1,2,2,4,0,0,7,2,8,2,9,0,0,0,178,20.10730312,30.25108848,0.0,5.907179729,0.0,0.0,9.778515705,9.967957042,0.0,0.0,18.21840728,67.43894686,30.42209243,11.71354429,7.642050613,4,14.26826309,34.39137382,0.0,20.26872417,0.0,13.8474744,25.57822452,83.95195128,11.49902367,11.05714286,15.37044016,11.50524905,11.49902367,0.0,41.1205512,9.531400138,13.8474744,16.82083098,67.1311203,0.0,16.97894504,98.26,10.78070517,0.0,24.59584205,7.047261102,4.615296571,2.005606941,15.64159677,7.087872374,4.40163011,1.490855584,0,0,0,3,0,0,1,1,0,3,2,0,0,0,0,0,1,2,2,2,1,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.357713813
PF-03084014 (BRD:BRD-K61691541-001-01-1),-0.118889589488207,0,3.219041013,1.606103253,1011.485931,25.80275414,21.97245351,21.97245351,16.37516044,12.66647196,12.66647196,11.60501752,11.60501752,6.541802834,6.541802834,4.558630224,4.558630224,17.67628251,13.57536728,22.90293628,30.64377914,37.56097462,6.066367068,6.327320075,17.68768042,55.55303033,0.0,1.2,1.942857143,2.628571429,0.62962963,-2.32,35,448.327,35501483.53,27.27057004,11.16479809,7.579173029,207.8325836,14.30934082,14.30934082,0.046164188,-0.538430886,4.7864,136.5061,489.655,3,6,1,0,1,1,1,1,2,2,0,5,3,8,1,10,0,0,0,194,20.51746546,11.63444168,5.817862778,5.907179729,0.0,0.0,4.794537184,13.76480862,0.0,0.0,34.11577042,62.13902141,31.39456428,17.90808616,8.699154522,3,13.57536728,11.72504251,0.0,20.18465538,5.414990469,91.26913822,18.40630142,47.41824245,0.0,17.2,15.95036581,14.59869287,0.0,0.0,40.63145237,23.17510568,17.04943215,71.93179105,24.65689778,0.0,0.0,70.98,29.86359342,0.0,17.52447319,9.886662,1.267443011,-0.680481925,1.895104824,6.855097844,14.5547743,0.0,0,0,0,2,0,0,1,1,0,2,3,0,0,0,0,0,1,1,1,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44898767
TIOXOLONE (BRD:BRD-K41876534-001-13-7),-0.1188445949449561,0,2.274387541,2.920939355,440.1275666,7.844934983,5.404009274,6.220505855,5.254020195,2.982261396,3.798757977,2.085162142,3.062446027,1.313877097,2.121057527,0.861224814,1.509496275,0.0,4.794537184,10.68879385,5.583020142,16.03670579,12.13273414,6.066367068,0.0,0.0,9.523678332,1.454545455,2.272727273,3.090909091,0.0,-1.29,11,164.141,479.8957712,6.422093116,2.097850526,1.009461934,65.5140036,10.67040816,10.67040816,0.110231481,-0.342037037,1.5601,42.0258,168.173,1,3,0,0,0,0,1,1,2,0,0,4,1,4,1,0,0,0,0,56,9.523678332,5.749511833,5.583020142,0.0,0.0,4.939282021,0.0,4.794537184,0.0,0.0,11.33678588,12.13273414,6.066367068,4.699919916,1.224781038,2,9.523678332,21.61972594,0.0,0.0,0.0,0.0,0.0,27.93292041,5.749511833,10.54545455,4.939282021,0.0,5.749511833,11.33678588,5.106527395,0.0,0.0,0.0,27.41078933,0.0,10.28294006,50.44,5.508888889,1.0275,10.32837113,8.982091837,0.444444444,0.110231481,4.598472222,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.648986095
