Drug,Pearson_Correlation,Label,AvgIpc,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,FractionCSP3,HallKierAlpha,HeavyAtomCount,HeavyAtomMolWt,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,MaxAbsEStateIndex,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,MolLogP,MolMR,MolWt,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAmideBonds,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumAtomStereoCenters,NumBridgeheadAtoms,NumHAcceptors,NumHDonors,NumHeteroatoms,NumHeterocycles,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,NumSpiroAtoms,NumValenceElectrons,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,Phi,RingCount,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA9,SPS,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,TPSA,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_aniline,fr_aryl_methyl,fr_benzene,fr_bicyclic,fr_ester,fr_ether,fr_halogen,fr_imidazole,fr_methoxy,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_pyridine,fr_sulfonamd,fr_thiazole,fr_unbrch_alkane,qed
BARASERTIB (BRD:BRD-K31928526-001-02-1),0.1257685830698553,1,3.353140227,1.281616137,1514.724161,29.24406544,22.28735269,23.18177989,19.67998635,12.85020234,14.38049909,8.994565865,10.23391866,5.943600822,6.462524371,4.002562493,4.322047067,13.63991796,13.75000052,0.0,18.93488332,66.94522518,5.386224214,24.52642128,12.13273414,30.02274814,35.32264503,14.52368616,1.12195122,1.975609756,2.756097561,0.307692308,-3.94,41,556.301,1210416854.0,30.02859204,14.10403442,9.58600985,234.9000772,13.34061371,13.34061371,0.002870461,-4.459996343,3.6169,150.3642,587.549,5,13,0,0,0,1,2,2,4,0,0,9,5,15,2,15,0,0,0,0,218,30.0571731,29.5297783,0.0,5.907179729,0.0,7.822697123,14.41696615,18.92342037,5.098681808,0.0,12.99010427,43.29741337,36.29585744,30.84521426,10.32986087,4,32.79743384,41.95591361,0.0,25.06523039,0.0,19.76538045,43.48161035,66.36940546,5.749511833,11.63414634,15.37044016,21.71352688,5.749511833,7.822697123,73.60726647,20.30415425,5.817220841,19.03848682,54.85825662,0.0,10.90292493,174.82,34.54108667,0.0,40.57936,13.55264876,1.527006286,0.949702927,12.818584,2.133812737,4.163350526,-4.459996343,0,0,0,4,1,0,0,0,1,1,0,4,3,0,0,1,0,1,0,0,1,3,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0.10148169
VINFLUNINE (BRD:BRD-K64120610-046-01-9),0.125912790722424,1,3.892311533,1.355942342,2292.388466,42.73311108,35.47914267,35.47914267,28.55811929,21.20483973,21.20483973,18.33530051,18.33530051,15.56737156,15.56737156,13.43100114,13.43100114,63.74018051,14.69560176,13.57536728,31.34614653,68.13576809,28.95356512,21.14333228,7.109797541,67.42156154,14.78379798,18.94745182,1.016666667,1.766666667,2.45,0.586956522,-4.53,60,774.522,22900000000000.0,40.85412561,13.99973617,5.312027974,348.6764328,15.35085073,15.35085073,0.154565865,-2.93069072,5.1212,219.2985,830.97,2,12,1,5,6,0,2,1,3,10,2,11,2,14,6,7,1,2,3,1,322,38.83777719,11.1645023,6.103966388,11.52357998,0.0,17.90791586,14.4889841,13.57536728,0.0,0.0,37.27487862,74.75014489,96.85422038,27.37123345,9.532449668,9,47.21842086,34.49822707,0.0,14.78379798,17.25080256,93.41652868,66.00075637,70.93452509,5.749511833,35.6,9.636772685,14.46821637,5.749511833,0.0,128.6103159,45.84500298,17.25080256,68.83878056,48.55024262,0.0,10.90292493,133.87,54.45809976,0.0,52.70613705,14.24882794,-1.517075585,-5.902186892,10.46164372,4.543060911,6.79546195,5.95603115,1,0,0,1,1,0,0,0,3,3,0,3,1,0,0,1,0,1,2,0,0,1,0,2,6,3,4,2,0,3,1,0,0,0,0,0,0,0.186913404
DIPEPTAMIN (BRD:BRD-K11595419-001-01-4),0.1259540429356908,1,2.10016929,4.222956812,264.6123965,12.00807169,8.395573106,8.395573106,6.841111713,4.413165055,4.413165055,3.193074975,3.193074975,1.707561223,1.707561223,0.847145717,0.847145717,29.8673464,14.38361155,0.0,12.84164325,0.0,0.0,6.9237372,0.0,0.0,5.316788604,16.57386235,1.4,1.933333333,2.266666667,0.625,-1.63,15,202.105,1148.792602,13.37,5.967511577,5.630921558,86.80228946,11.08673706,11.08673706,0.038564815,-1.217361111,-1.8315,51.6443,217.225,6,7,0,0,0,2,0,0,0,2,0,4,4,7,0,6,0,0,0,0,86,21.89065095,6.041840829,0.0,11.81435946,0.0,5.969305288,9.589074368,4.794537184,0.0,0.0,0.0,13.34455882,6.420821623,6.041840829,5.319041985,0,19.49013895,17.78366475,0.0,5.316788604,11.46733495,31.8490621,0.0,0.0,0.0,14.0,16.78412356,0.0,0.0,0.0,34.9738738,14.38361155,0.0,19.76538045,0.0,0.0,0.0,135.51,0.0,0.0,32.18709121,10.90915344,10.10596214,-2.408873772,-1.919974017,-0.139557823,1.432865489,0.0,0,0,0,0,0,0,1,1,3,2,0,0,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41458053
OLDA (BRD:BRD-K95523387-001-09-6),0.1262970835164048,1,2.731971521,1.872125059,597.9415465,21.86575026,19.00313533,19.00313533,14.63022896,12.05696848,12.05696848,8.257308406,8.257308406,5.441309498,5.441309498,3.51546035,3.51546035,0.0,15.00759197,0.0,17.4062034,19.38639965,18.40509474,82.76177199,6.066367068,0.0,24.39256602,0.0,0.833333333,1.433333333,2.066666667,0.653846154,-1.97,30,374.29,3600522.639,26.06567606,17.85173801,14.08224738,183.3404942,11.87859132,11.87859132,0.093173814,-0.118542687,6.794,125.9373,417.634,3,4,0,0,0,1,1,0,1,0,0,3,3,4,0,18,0,0,0,0,170,15.52984339,0.0,11.49902367,5.907179729,0.0,0.0,4.794537184,0.0,0.0,0.0,76.50871747,56.22111537,12.96557803,0.0,15.51058734,1,15.00759197,5.907179729,0.0,5.316788604,0.0,103.2360615,6.544756406,35.91459291,11.49902367,11.23333333,5.316788604,0.0,11.49902367,0.0,22.66499092,11.21535881,0.0,102.3786914,30.35114142,0.0,0.0,69.56,0.0,0.0,11.87859132,21.68941733,0.895021646,-0.143774551,4.758194087,22.27910011,2.810116728,0.0,0,0,0,0,0,2,0,0,1,1,0,0,1,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0,11,0.139783296
TRIGONELLINE (BRD:BRD-K69231085-003-05-7),0.1269353947413726,1,1.875713552,3.069899266,257.5379489,7.560477932,5.612076558,5.612076558,4.698377303,2.885359254,2.885359254,2.063250743,2.063250743,1.186658156,1.186658156,0.714418806,0.714418806,5.969305288,4.794537184,0.0,0.0,5.563451492,0.0,0.0,36.14119291,0.0,0.0,5.106527395,1.7,2.4,2.8,0.142857143,-1.38,10,130.082,178.1927874,6.736009281,2.473196904,1.312840333,58.54666267,10.33981481,10.33981481,0.310185185,-0.892407407,0.2093,34.5773,138.146,1,3,0,0,0,0,0,1,1,0,0,1,1,3,1,1,0,0,0,0,52,5.106527395,12.61112347,12.39368714,0.0,0.0,5.969305288,0.0,9.361636832,0.0,0.0,0.0,6.066367068,6.066367068,0.0,1.66594773,1,14.46816423,5.969305288,0.0,0.0,7.047671983,0.0,0.0,30.08987277,0.0,9.3,4.567099648,0.0,0.0,0.0,11.07583268,7.047671983,0.0,10.35798868,24.52642128,0.0,0.0,41.18,1.69787037,0.0,10.33981481,8.495925926,0.310185185,-0.892407407,3.255740741,3.342037037,0.0,1.784166667,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.563405932
NINTEDANIB (BRD:BRD-K49075727-001-08-5),0.1284188574807231,1,3.311360757,1.397276356,1444.307303,28.22503939,22.93837108,22.93837108,19.33373889,13.22116256,13.22116256,10.0261475,10.0261475,7.350536461,7.350536461,4.909684874,4.909684874,5.969305288,14.38361155,0.0,11.81435946,34.62918951,43.11724966,7.109797541,30.14668292,54.59730362,27.48106865,4.736862954,0.95,1.65,2.325,0.258064516,-4.47,40,506.372,1276533492.0,27.11032572,11.72937678,5.753478375,233.5659106,13.21088686,13.21088686,0.044363446,-0.469482996,3.6159,157.0789,539.636,2,9,0,2,2,2,3,0,3,0,0,7,2,9,2,7,0,1,1,0,206,25.17025962,0.0,0.0,5.907179729,5.907179729,5.969305288,14.4889841,4.794537184,0.0,0.0,36.39820241,49.00932589,50.16492165,36.17553556,7.949680623,5,19.12047451,46.11596741,0.0,9.799819462,0.0,0.0,69.46241048,89.4867593,0.0,16.625,15.53348694,17.06215882,0.0,0.0,81.51240774,14.32593732,0.0,21.48489166,72.79640482,0.0,11.27014384,94.22,4.823847295,0.0,44.28401031,6.312967575,5.09744328,-0.694355183,22.20992476,0.0,4.088361652,5.211133651,0,0,0,0,0,0,0,0,3,3,0,3,2,0,0,2,0,0,0,0,2,3,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0.349979262
ARTESUNATE (BRD:BRD-K54634444-001-05-9),0.1297341389182074,1,2.836824794,1.582893989,622.830908,19.39697675,16.01169393,16.01169393,12.74947322,9.863958363,9.863958363,8.657292307,8.657292307,6.887715364,6.887715364,5.40411639,5.40411639,35.906826,9.589074368,0.0,30.59536138,12.33872767,19.26246487,0.0,0.0,13.8474744,6.9237372,29.09225816,1.111111111,1.888888889,2.62962963,0.894736842,-1.22,27,356.201,1192632.349,19.11190324,6.686108593,3.064268764,157.8991839,12.07346189,12.07346189,0.067012734,-1.031936408,2.6024,89.7898,384.425,1,8,1,4,5,0,0,0,0,8,2,7,1,8,4,4,1,4,5,1,152,19.31711626,0.0,11.89107754,12.07713788,0.0,11.93861058,9.589074368,9.775141907,0.0,0.0,13.8474744,38.02201416,18.25663372,12.84164325,4.732750387,5,38.68133253,11.93861058,0.0,0.0,23.67162418,83.26435676,0.0,0.0,0.0,48.40740741,0.0,0.0,0.0,0.0,41.01335339,33.57480514,23.67162418,59.29614134,0.0,0.0,0.0,100.52,17.79616525,0.0,34.52147768,8.757188404,-0.697355744,-1.824173324,0.0,1.718786667,6.061244392,0.0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0.583073454
BROXURIDINE (BRD:BRD-K79095980-001-09-6),0.1307823737519822,1,2.645469497,2.335396042,524.8528777,12.57698579,8.66796477,10.25396131,8.024075805,4.97981962,5.77281789,3.758392526,4.612729425,2.618683078,3.183554012,1.724877773,2.044591395,29.68484424,14.69560176,0.0,17.5004231,0.0,0.0,10.76394322,0.0,0.0,20.91392242,9.843390349,1.588235294,2.294117647,2.882352941,0.555555556,-0.96,17,296.012,7965.508655,12.49570764,4.728391226,2.342733791,103.7921545,11.54337065,11.54337065,0.184143991,-0.830922619,-1.0602,60.6423,307.1,3,7,0,1,1,0,0,1,1,3,0,6,3,8,2,2,0,1,1,0,94,14.94991774,12.33186756,0.0,0.0,5.559266895,5.689743398,14.34561535,4.794537184,0.0,0.0,0.0,15.9299439,12.61766519,17.18356787,3.475564375,2,14.94991774,15.9299439,0.0,9.551078169,0.0,24.85665557,6.606881965,31.50764775,0.0,28.52941176,11.24901029,0.0,0.0,15.9299439,38.5789477,4.736862954,0.0,12.64872279,20.25863746,0.0,0.0,104.55,6.672565193,3.003695043,24.80162942,18.48110624,-1.141209819,0.0,0.0,-0.745306122,-0.322479962,0.0,2,2,0,2,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.645890382
NIFUROXAZIDE (BRD:BRD-K68188368-001-09-4),0.1309365678843241,1,2.881945091,1.965421536,659.9872474,14.53516943,10.01608583,10.01608583,9.558550648,5.427266033,5.427266033,3.679112244,3.679112244,2.279920164,2.279920164,1.341597139,1.341597139,16.71467298,14.90885545,0.0,11.50975925,5.563451492,6.21460058,36.39820241,0.0,0.0,10.52719892,9.523678332,1.3,2.0,2.6,0.0,-3.16,20,266.148,41004.31476,13.27586237,5.653531238,3.192334883,112.0367631,11.6142865,11.6142865,0.049024405,-0.674240519,1.6573,68.5294,275.22,2,8,0,0,0,1,1,1,2,0,0,6,2,8,1,4,0,0,0,0,102,9.523678332,10.67282288,5.760247419,0.0,5.907179729,5.884182202,14.90885545,5.425791397,5.101407526,0.0,0.0,30.33183534,5.563451492,12.28096765,3.752775132,2,19.24152656,18.00596251,0.0,5.425791397,5.101407526,0.0,0.0,57.83621959,5.749511833,10.6,5.425791397,5.884182202,5.749511833,0.0,22.15161875,0.0,10.11431827,16.11823609,45.91676087,0.0,0.0,117.97,4.815579867,0.0,21.3259822,23.07714442,2.534933338,-0.699750527,8.135285086,1.144158951,0.0,0.0,0,0,0,0,0,1,0,0,1,1,0,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0.499387662
ATORVASTATIN (BRD:BRD-K69726342-238-02-4),0.1309694706103664,1,3.282638545,1.891136859,1467.261472,29.51793261,23.12669714,23.12669714,19.6507748,13.6733331,13.6733331,10.41314078,10.41314078,6.929700521,6.929700521,5.203120087,5.203120087,24.59805969,24.19254421,0.0,37.02870627,28.07166874,11.25737949,12.13273414,12.13273414,79.07824473,5.316788604,5.106527395,0.853658537,1.463414634,2.048780488,0.272727273,-4.27,41,523.37,1186797891.0,29.70638673,13.39112351,7.279067289,238.4573239,14.04831457,14.04831457,0.093893979,-1.180193279,6.3136,157.2466,558.65,4,7,0,0,0,1,3,1,4,2,0,5,4,8,1,12,0,0,0,0,214,25.20347044,5.817220841,0.0,0.0,5.907179729,5.969305288,9.589074368,4.390415048,0.0,0.0,62.37841095,66.28465469,23.48952217,29.88613388,9.702485215,4,29.2990716,17.56387129,0.0,4.567099648,0.0,57.7805345,5.316788604,102.0037393,22.38428247,12.73170732,5.316788604,10.07780132,0.0,0.0,43.97109963,11.33929359,5.817220841,55.07976198,84.92913896,0.0,22.38428247,111.79,15.99898333,0.0,25.0234545,32.7822442,4.773502106,-1.934556744,24.77804958,-2.50739841,4.252388106,0.0,2,2,0,1,0,0,1,1,2,1,0,1,1,0,0,0,0,0,0,0,1,1,0,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0.162760439
SB-268262 (BRD:BRD-A91031770-001-01-8),0.1310949833655518,1,3.206679198,1.988779013,1034.845819,19.55167728,14.48728295,16.12027611,12.89675461,7.83257103,9.862053756,5.657010648,8.173977358,3.952026242,6.426967194,2.588644157,4.593851304,15.72288009,19.11775395,0.0,26.39315665,5.687386275,22.96660444,23.22948744,18.49410182,25.12283841,4.983978521,0.0,1.259259259,2.0,2.62962963,0.111111111,-2.91,27,386.349,1548252.057,18.86846226,7.765929065,3.785021733,161.4490148,12.79914189,12.79914189,0.018559933,-1.778814729,3.80302,103.7973,401.469,0,7,0,0,0,1,2,1,3,1,0,6,0,9,1,5,0,0,0,0,138,4.899909731,15.69505252,4.339655681,0.0,11.594566,0.0,14.90885545,9.192877013,0.0,11.33678588,18.19910121,30.6862899,35.94178316,4.923311049,5.427079241,3,13.92674673,39.4183072,0.0,4.983978521,0.0,16.15887636,11.94758171,75.28269707,0.0,11.77777778,4.899909731,11.37477255,0.0,11.33678588,27.07103977,10.79956904,17.03805547,15.92144017,63.27661498,0.0,0.0,93.41,12.84550281,1.151516667,29.06301,13.14071336,1.393373758,-0.389832478,11.3257705,1.484902455,1.876820881,-0.169555732,0,0,0,1,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0.478730492
JNJ-7706621 (BRD:BRD-K11636097-001-03-1),0.1320476383428715,1,2.942982971,1.875941481,1108.704064,19.76722023,13.42671532,14.2432119,12.66372236,7.277341621,8.823661099,5.301610397,6.863033455,3.440166818,4.369398051,2.191656396,2.707096222,39.07670334,21.99316426,0.0,10.84382276,10.36918921,18.19910121,24.26546827,0.0,0.0,15.39944893,10.87264121,1.074074074,1.666666667,2.222222222,0.0,-3.38,27,382.267,973939.0125,18.41224918,6.7355806,3.753406838,151.2204275,13.76791765,13.76791765,0.100686851,-3.843914239,1.218,91.6188,394.363,5,9,0,0,0,0,2,1,3,0,0,8,3,12,1,4,0,0,0,0,140,11.05045608,17.19789317,0.0,21.91996972,5.907179729,0.0,4.794537184,22.33760082,9.665781456,5.098681808,6.066367068,36.39820241,5.687386275,4.895483476,4.593229198,3,21.99316426,33.51453572,0.0,14.76446326,5.138973738,4.895483476,11.05045608,59.66246265,0.0,11.37037037,16.18942982,26.36489493,0.0,0.0,29.08943998,10.02329115,11.63444168,10.35798868,47.36005295,0.0,0.0,145.99,50.53849741,0.0,16.01387273,11.46344316,5.146142518,-3.799565748,8.23152416,0.0,0.0,-3.843914239,0,0,1,3,0,0,0,0,1,1,0,3,1,2,0,0,0,0,0,0,0,3,0,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0.60278854
CLOFIBRATE (BRD:BRD-K45252063-001-13-6),0.1326060374949568,1,2.214308296,2.715496103,357.0315517,12.18179828,9.619217202,10.37514615,7.453525588,5.072627938,5.450592411,3.786762767,4.223198547,1.953657619,2.205633934,1.143827234,1.269815392,5.601050811,4.794537184,0.0,5.969305288,17.37902711,0.0,0.0,45.03667987,0.0,0.0,21.0746658,1.3125,1.875,2.375,0.416666667,-1.22,16,227.582,2887.458018,12.847659,5.212185201,3.41754306,100.3129346,11.56280248,11.56280248,0.339524964,-0.996190949,3.0605,62.792,242.702,0,3,0,0,0,0,1,0,1,0,0,3,0,4,0,4,0,0,0,0,88,9.473725908,5.749511833,5.601050811,0.0,0.0,5.969305288,0.0,4.794537184,0.0,0.0,11.60093989,45.03667987,5.022633314,6.606881965,4.185273631,1,14.26826309,17.57024518,0.0,0.0,0.0,26.37226241,6.606881965,29.28810159,5.749511833,11.0,4.736862954,0.0,5.749511833,11.60093989,18.17723806,9.531400138,0.0,20.7712116,24.26546827,5.022633314,0.0,35.53,10.45058191,5.747994286,11.56280248,0.626195227,-0.996190949,0.201299131,6.836174572,0.0,5.432254447,0.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0.76160462
GR-113808 (BRD:BRD-K49945136-001-10-0),0.1341976792868917,1,2.970188075,1.451063908,898.8155652,19.44094682,15.84951773,16.66601431,12.83231846,9.214655441,11.10606698,7.220810037,9.053816225,5.0664341,5.79493564,3.5415094,4.003587305,10.02329115,13.21233417,0.0,5.969305288,31.17775231,36.83408099,6.255769184,0.0,42.07708348,9.622004595,4.736862954,1.259259259,1.962962963,2.666666667,0.526315789,-1.9,27,366.293,1199849.056,19.85039828,8.411771901,5.305908736,159.8862707,12.50319847,12.50319847,0.271683335,-3.13009282,1.5963,105.212,393.509,1,7,0,1,1,0,1,1,2,0,0,6,1,8,2,7,0,1,1,0,148,14.20387233,0.0,0.0,10.02329115,0.0,5.969305288,0.0,17.93442903,0.0,0.0,18.19910121,37.91542917,37.2369533,18.42610264,6.184334165,3,17.94919712,26.89552137,0.0,14.18910424,12.96557803,12.84164325,39.04167677,36.02576334,0.0,16.66666667,4.722094864,0.0,0.0,0.0,62.89578842,21.80782609,5.917906046,23.19963192,30.46231185,0.0,10.90292493,80.64,32.2307396,0.0,14.74050531,0.914996067,1.623006002,0.078356833,7.805128792,4.886209924,3.343736958,-1.206012815,0,0,0,1,0,0,0,0,1,1,0,2,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0.722919186
PEXMETINIB (BRD:BRD-K53405000-001-02-8),0.1360290584576183,1,3.535691386,1.322389063,1684.824722,29.14768912,23.48005261,23.48005261,19.60070665,13.35700342,13.35700342,10.88589556,10.88589556,6.612746316,6.612746316,4.369720986,4.369720986,11.84833535,14.29147963,0.0,18.56662884,29.42509434,27.84769069,18.19910121,21.62681651,49.38830668,36.50347062,9.835544762,1.048780488,1.829268293,2.56097561,0.258064516,-4.7,41,523.378,1596424796.0,27.85133028,11.42163615,6.384687541,237.1178571,14.19738485,14.19738485,0.0133008,-0.466065605,6.07332,156.1522,556.642,3,9,0,0,0,2,3,2,5,0,0,7,3,10,2,8,0,0,0,0,212,15.16017895,23.13410729,0.0,0.0,0.0,6.031114512,9.998591539,13.86675517,10.19736362,0.0,38.46739723,55.45467375,28.97578965,36.24649693,7.758725875,5,19.02834258,22.75190222,0.0,24.87775809,0.0,46.19945208,11.92367057,95.56493314,17.18640994,11.56097561,15.37044016,15.00281501,11.49902367,0.0,37.30549336,18.50450328,12.74095804,37.59204258,72.92688132,0.0,16.59031121,106.23,23.6903132,0.0,13.01397752,24.79546172,3.8771848,1.021463697,18.89673147,1.696139118,8.592061804,0.0,1,1,0,4,0,0,0,0,1,1,0,4,2,0,0,0,0,0,0,0,2,1,1,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0.215034681
API-1 (BRD:BRD-K97840621-001-02-9),0.1374917219651161,1,2.82697945,2.287881066,867.7864807,17.59349365,12.23393538,12.23393538,11.36227976,6.940168003,6.940168003,5.329792566,5.329792566,3.897802034,3.897802034,2.675887043,2.675887043,48.04610391,24.90865655,0.0,16.85126421,0.0,12.52416365,4.567099648,0.0,0.0,9.967957042,16.20419791,1.333333333,2.041666667,2.625,0.384615385,-2.6,24,322.172,267938.2853,16.26456279,5.794698708,2.303323093,133.6648767,12.35734489,12.35734489,0.007092782,-1.440029289,-2.9159,79.7377,337.292,7,11,0,1,1,1,0,2,2,4,0,10,5,11,3,3,0,1,1,0,128,36.09087974,41.40675772,11.87507839,5.428790392,5.907179729,0.0,9.589074368,9.967957042,0.0,0.0,0.0,0.0,6.196843572,6.606881965,3.92701004,3,24.85098232,22.75844394,0.0,14.53505669,5.733667477,24.53980033,12.34054944,28.31094271,0.0,26.79166667,16.89612535,5.817862778,0.0,0.0,60.68059973,4.736862954,0.0,16.58588985,17.31870083,0.0,11.03340144,186.81,6.566429516,0.0,31.55475356,29.08139519,9.752320195,-1.181259396,0.0,-2.905244158,-0.535061571,0.0,3,3,1,3,0,0,0,0,1,1,0,3,0,2,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0.390803795
CYCLOVIROBUXIN-D (BRD:BRD-K27799744-001-02-8),0.1377938012472361,1,3.264128261,1.519196159,692.1958116,21.03516943,20.06816946,20.06816946,13.53844166,12.56593041,12.56593041,13.08241986,13.08241986,12.54102473,12.54102473,11.05346922,11.05346922,0.0,5.106527395,0.0,11.51895686,39.66154958,18.25663372,44.94575136,0.0,0.0,59.34760717,0.0,0.862068966,1.517241379,2.172413793,1.0,-0.12,29,356.299,3883914.407,20.76438678,6.013042221,2.164596241,178.7276062,11.27173308,11.27173308,0.146766584,-0.146766584,4.5922,119.6432,402.667,3,3,5,0,5,0,0,0,0,10,0,3,3,3,0,3,5,0,5,2,166,15.7401046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.6949488,111.2964186,18.0015877,6.103966388,4.305418429,5,5.106527395,0.0,0.0,10.63357721,44.82867049,104.172907,14.09534397,0.0,0.0,58.55172414,10.63357721,0.0,0.0,0.0,37.38951941,0.0,44.82867049,85.98525898,0.0,0.0,0.0,44.29,0.0,0.0,0.0,18.44918023,2.144736423,2.0816163,1.061395789,10.69455433,12.56961944,4.248897484,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.646696891
FPL-12495 (BRD:BRD-A09368919-001-01-7),0.1387420620090385,1,2.308890217,2.209687214,431.5068351,11.43287513,9.557959742,9.557959742,7.683469978,5.567149121,5.567149121,4.445867592,4.445867592,2.847430938,2.847430938,1.940856816,1.940856816,0.0,0.0,0.0,5.538925252,0.0,6.420821623,11.12690298,0.0,24.26546827,43.32193961,5.733667477,0.875,1.375,1.9375,0.2,-1.6,16,194.172,5319.683059,10.90261427,4.499047952,2.497836196,96.92321437,6.370075586,6.370075586,0.302962963,-0.302962963,3.1032,68.1274,211.308,2,1,0,0,0,0,2,0,2,1,0,1,1,1,0,3,0,0,0,0,82,5.733667477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.66367068,24.47146181,5.538925252,0.0,3.065711525,2,0.0,0.0,0.0,0.0,5.733667477,18.88348408,0.0,71.79057367,0.0,14.375,5.733667477,0.0,0.0,0.0,0.0,11.95974688,0.0,18.05064018,60.66367068,0.0,0.0,26.02,0.0,0.0,0.0,0.0,8.521007181,0.0,20.62464097,0.858981481,2.078703704,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.829096283
ERASTIN (BRD:BRD-A25004090-001-08-4),0.1404356052885568,1,2.96897907,1.367428433,1513.933908,27.3547959,22.0480062,22.80393515,18.9567288,13.10033315,13.47829762,9.363775726,9.800211506,6.971956455,7.223932771,4.871495174,4.997483332,0.0,9.589074368,0.0,24.11516942,71.72228027,0.0,0.0,34.89893499,54.28821641,11.82364693,26.05864432,0.948717949,1.641025641,2.384615385,0.3,-3.88,39,515.807,777517854.1,26.71621071,11.88377318,5.768137792,231.8931817,13.81709801,13.81709801,0.030584804,-0.180964725,4.722,152.024,547.055,0,8,0,1,1,1,3,1,4,1,0,7,0,9,2,8,0,1,1,0,202,14.37363564,17.32342816,6.606881965,0.0,11.46644662,0.0,19.05608375,4.983978521,0.0,0.0,35.86640816,62.37841095,31.20165894,29.239034,8.140753544,5,14.26826309,28.41104455,0.0,19.35089763,0.0,19.88931523,39.39278955,93.99724671,17.18640994,14.79487179,15.0329928,0.0,11.49902367,11.60093989,64.65086691,4.794537184,0.0,25.71371973,77.59094201,5.022633314,16.59031121,76.9,13.19834244,5.91825392,35.64383388,1.16895832,1.183363955,1.802556629,21.70836709,0.0,6.820768205,0.0,0,0,0,2,0,0,0,0,1,1,0,4,0,0,0,0,0,0,0,0,1,0,0,3,1,0,2,1,0,0,3,0,0,0,0,0,0,0.31812939
