Drug,Pearson_Correlation,Label,AvgIpc,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,FractionCSP3,HallKierAlpha,HeavyAtomCount,HeavyAtomMolWt,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,MaxAbsEStateIndex,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,MolLogP,MolMR,MolWt,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAmideBonds,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumAtomStereoCenters,NumBridgeheadAtoms,NumHAcceptors,NumHDonors,NumHeteroatoms,NumHeterocycles,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,NumSpiroAtoms,NumValenceElectrons,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,Phi,RingCount,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA9,SPS,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,TPSA,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_aniline,fr_aryl_methyl,fr_benzene,fr_bicyclic,fr_ester,fr_ether,fr_halogen,fr_imidazole,fr_methoxy,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_pyridine,fr_sulfonamd,fr_thiazole,fr_unbrch_alkane,qed
FLUDARA (BRD:BRD-K66788707-001-14-3),-0.1186133887455736,0,2.930859772,2.070664128,649.8548136,14.43879311,10.08791633,10.08791633,9.524075805,5.806173184,5.806173184,4.430788073,4.430788073,3.21241152,3.21241152,2.206802001,2.206802001,37.22485615,14.60346984,0.0,16.98174072,0.0,0.0,10.89441972,0.0,0.0,14.95193556,15.57705783,1.35,2.1,2.75,0.5,-1.88,20,273.139,48948.28905,13.11927275,4.593615691,1.810216161,111.0116955,13.22259795,13.22259795,0.03225907,-1.315924981,-1.8409,62.7028,285.235,5,9,0,1,1,0,0,2,2,4,0,9,4,10,3,2,0,1,1,0,108,25.79011262,18.31189916,23.20964189,0.0,0.0,6.078173847,4.567099648,4.983978521,14.35837209,0.0,0.0,0.0,0.0,12.93420204,3.013244859,3,24.44686019,16.98174072,0.0,19.51903521,0.0,24.53980033,12.34054944,12.40549392,0.0,30.2,5.733667477,10.20827783,0.0,0.0,59.75739852,4.736862954,6.078173847,6.227901171,6.327320075,0.0,11.16387794,139.54,19.77534455,0.0,10.8223767,28.67782827,5.713695043,-0.140746856,0.0,-4.383061671,-0.465436036,0.0,3,3,1,4,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0.471833647
ITE (BRD:BRD-K60298136-001-03-3),-0.1182685507472152,0,3.123532264,2.001136037,803.4714835,14.1125197,10.54430837,11.36080495,9.7027086,5.8510364,6.730689212,4.106538455,4.964641307,2.926829385,3.767883785,1.950934044,2.691171593,5.969305288,9.589074368,0.0,16.48479664,5.563451492,22.23971081,12.48986031,6.196843572,24.26546827,14.70482,0.0,1.3,2.1,2.9,0.071428571,-2.47,20,276.232,70738.63518,12.55807686,4.897926027,1.995949169,117.7707493,12.4214555,12.4214555,0.153417842,-0.542382711,2.642,75.1847,286.312,1,5,0,0,0,0,1,2,3,0,0,5,1,6,2,3,0,0,0,0,100,9.720841475,0.0,10.70155169,5.783244946,0.0,5.969305288,4.794537184,9.778515705,0.0,11.33678588,18.19910121,6.066367068,22.47983127,12.67324903,3.075426574,3,14.32593732,33.99226104,0.0,9.967957042,0.0,0.0,7.109797541,52.1073778,0.0,10.65,0.0,0.0,0.0,11.33678588,28.83030482,4.736862954,0.0,25.85407755,35.84237462,0.0,10.90292493,72.05,4.578038439,1.132769038,30.84238647,2.635136711,1.590420918,-0.748305802,7.530016426,1.658943925,0.0,1.280593873,0,0,0,2,1,0,0,0,2,2,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0.593187321
CP-99994 (BRD:BRD-K09946180-300-01-6),-0.118116500330869,0,2.60973297,1.694295746,584.9988716,15.20045984,13.08752838,13.08752838,10.8813414,8.018673507,8.018673507,5.783947922,5.783947922,4.364438547,4.364438547,3.208972469,3.208972469,0.0,0.0,0.0,0.0,12.08368166,18.83902465,23.96854623,7.109797541,12.13273414,53.09814669,4.736862954,1.090909091,1.863636364,2.681818182,0.368421053,-1.84,22,272.222,177691.4985,15.07099845,7.431083714,3.487105163,132.2505306,5.441068825,5.441068825,0.379312169,0.379312169,3.2781,90.0414,296.414,2,3,0,1,1,0,2,0,2,2,0,3,2,3,1,5,0,1,1,0,116,15.37044016,5.749511833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.53093655,31.01621821,24.19188956,7.109797541,5.090629597,3,4.736862954,0.0,0.0,10.63357721,0.0,31.47008131,13.65455395,65.7242066,5.749511833,21.5,15.37044016,0.0,5.749511833,0.0,19.69639478,6.544756406,0.0,30.01038706,54.59730362,0.0,0.0,33.29,5.441068825,0.0,0.0,7.375269904,2.571399833,0.953731235,19.76121053,2.411344089,1.922710932,1.729931317,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0.888151016
INDIRUBIN (BRD:BRD-K17894950-001-14-3),-0.117824529470712,0,2.959753286,1.940469984,805.629101,13.68986997,10.43529873,10.43529873,9.754020195,6.312948829,6.312948829,4.749415854,4.749415854,3.580086571,3.580086571,2.657702769,2.657702769,0.0,9.589074368,0.0,11.69042468,16.83359533,16.93822404,0.0,6.066367068,42.46456948,10.63357721,0.0,0.7,1.3,2.0,0.0,-2.88,20,252.188,84370.72717,10.98949871,3.80530475,1.357721268,114.669769,12.43873441,12.43873441,0.136617536,-0.240873961,2.6582,76.3869,262.268,2,4,0,2,2,1,2,0,2,0,0,3,2,4,2,0,0,0,0,0,96,10.63357721,5.697039313,0.0,5.783244946,5.907179729,0.0,9.589074368,0.0,0.0,0.0,30.33183534,18.19910121,22.50167553,5.57310453,2.090919582,4,9.589074368,28.63830176,0.0,0.0,0.0,0.0,10.63357721,65.35487884,0.0,19.4,10.63357721,11.37477255,0.0,0.0,11.69042468,4.794537184,0.0,15.92144017,54.22797586,0.0,5.57310453,58.2,0.0,0.0,24.59239938,5.849385393,3.631041194,-0.377491497,14.63799887,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,0,0,0,1,1,2,0,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0.717511414
YM-244769 (BRD:BRD-K52087522-300-02-9),-0.1157607995703747,0,2.826535892,1.284013218,1228.247215,23.04539483,17.70174081,17.70174081,16.04684653,10.2887553,10.2887553,7.304887408,7.304887408,4.743324045,4.743324045,3.08053832,3.08053832,0.0,9.184952232,0.0,18.33128253,35.17460618,11.12690298,18.32957771,54.59730362,18.19910121,10.30076712,15.20739338,0.909090909,1.666666667,2.393939394,0.076923077,-4.39,33,421.302,34189009.34,21.82738352,10.27978384,6.300774679,190.3610609,13.23983056,13.23983056,0.239561579,-0.294233419,5.1042,123.5096,443.478,3,6,0,0,0,1,3,1,4,0,0,5,2,7,1,8,0,0,0,0,166,20.52418199,23.92312647,0.0,5.879988336,5.907179729,0.0,4.794537184,9.374393569,0.0,0.0,24.26546827,65.7242066,24.49535332,5.563451492,6.799417707,4,18.65867814,11.594566,0.0,10.30076712,0.0,13.15163837,5.733667477,113.6335578,17.379012,10.45454545,20.52418199,10.07780132,17.379012,0.0,10.89115825,13.15163837,5.817220841,21.48489166,91.12598253,0.0,0.0,86.47,24.63357239,0.0,16.53583367,2.834643779,8.488088944,1.023656152,23.89000626,1.458821753,0.635377062,0.0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,1,0,3,0,0,2,1,0,0,0,0,0,1,0,0,0,0.369974434
SPARFLOXACIN (BRD:BRD-K07612980-001-05-3),-0.1157129624108533,0,3.431265844,2.046795056,1038.121206,20.32554446,15.62924478,15.62924478,13.20128506,9.298280707,9.298280707,7.803093099,7.803093099,5.408829546,5.408829546,4.132390376,4.132390376,39.66959934,14.69560176,8.780830095,29.32960948,13.08951281,19.03848682,4.567099648,4.899909731,13.8474744,5.316788604,5.733667477,1.214285714,1.821428571,2.357142857,0.473684211,-2.68,28,370.23,2915553.45,18.67258068,6.439332642,2.808179439,159.2783813,15.64530659,15.64530659,0.013410022,-1.448752462,2.0816,102.0394,392.406,4,7,1,1,2,0,1,1,2,2,0,6,3,9,2,3,1,1,2,0,150,25.62399285,11.25083777,11.63444168,5.428790392,0.0,5.969305288,4.794537184,13.57536728,0.0,0.0,0.0,26.68911765,37.41187887,16.59031121,4.294248509,4,18.68189467,28.24700277,0.0,9.883888252,0.0,44.81464013,23.72309002,33.61806432,0.0,22.64285714,21.3791562,20.15560264,0.0,0.0,40.8161268,0.0,11.63444168,43.08894715,10.99138076,0.0,10.90292493,100.59,32.24941775,0.0,25.71883797,12.24005504,3.535259223,-3.340211268,-0.10347537,2.604616665,4.595499984,0.0,0,0,1,1,0,0,1,1,1,0,0,2,1,1,0,0,0,0,0,0,0,2,0,1,1,0,0,2,0,0,0,0,0,1,0,0,0,0.691828918
SECOISOLARICIRESINOL-(-) (BRD:BRD-K91733562-001-05-0),-0.115676740642319,0,2.66393611,2.152039139,653.9427486,19.10408353,15.05258024,15.05258024,12.51510031,8.453915019,8.453915019,6.305958341,6.305958341,4.619733115,4.619733115,3.064087038,3.064087038,0.0,20.42610958,0.0,36.54859969,24.34066691,11.12690298,14.21959508,36.39820241,0.0,0.0,9.473725908,0.730769231,1.115384615,1.423076923,0.4,-2.44,26,336.214,599492.1823,19.87910153,9.310922334,4.803073527,152.8120597,9.836418467,9.836418467,0.061754573,-0.17217876,2.1172,97.8772,362.422,4,6,0,0,0,0,2,0,2,2,0,6,4,6,0,9,0,0,0,0,142,29.89983549,0.0,22.99804733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.13273414,60.0698266,13.21376393,14.21959508,7.118952708,2,29.89983549,0.0,0.0,0.0,11.83581209,12.84164325,27.43335901,47.52510539,22.99804733,13.23076923,9.473725908,0.0,22.99804733,0.0,47.85946859,12.84164325,11.83581209,11.12690298,36.39820241,0.0,0.0,99.38,10.24115163,0.0,0.0,39.07600185,1.806364219,0.534724235,10.13081594,1.070605474,-0.159450271,2.966453592,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,2,2,0,0,0,0,0.545308739
HALOTHANE (BRD:BRD-A20550616-001-02-9),-0.1155108923972516,0,1.314320487,3.541196965,58.44547197,6.077350269,2.967172634,5.309098119,2.943375673,1.292057625,2.644168934,0.84230905,2.72160038,0.24743583,1.014010887,0.0,0.0,10.46265441,13.17124514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.53088379,0.0,1.428571429,1.571428571,1.571428571,1.0,0.56,7,196.373,17.08616633,7.56,2.218899529,3.169756098,51.77161318,10.9994213,10.9994213,1.916666667,-4.317901235,2.5085,24.623,197.381,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,44,0.0,0.0,4.286355892,0.0,0.0,6.176298517,0.0,0.0,13.17124514,11.60093989,15.9299439,0.0,0.0,0.0,2.396411491,0,13.17124514,27.53088379,0.0,0.0,0.0,10.46265441,0.0,0.0,0.0,16.71428571,0.0,13.17124514,0.0,27.53088379,10.46265441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.08159722,6.680748457,0.0,0.0,0.0,0.0,0.0,-4.317901235,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0.52350644
NU-6027 (BRD:BRD-K03294269-001-08-0),-0.1148218102570331,0,2.368299904,2.052249003,431.6869032,12.95781916,10.13282886,10.13282886,8.7027086,6.095502595,6.095502595,4.527132632,4.527132632,3.168078664,3.168078664,2.204947967,2.204947967,0.0,4.907065244,0.0,23.33357667,12.52478801,12.84164325,19.26246487,0.0,0.0,15.14483897,16.20419791,1.222222222,1.944444444,2.611111111,0.636363636,-1.92,18,234.154,13745.61265,12.5346726,5.612224588,2.848586019,104.9075213,10.6797334,10.6797334,0.015236888,-0.069435705,1.998,68.3818,251.29,4,7,1,0,1,0,0,1,1,0,0,7,2,7,1,4,1,0,1,0,98,16.20419791,0.0,5.817862778,11.63572556,5.879988336,0.0,0.0,0.0,9.967957042,4.907065244,19.26246487,23.93643122,0.0,6.606881965,3.908188764,2,4.736862954,17.45358833,0.0,9.967957042,11.09478797,32.10410811,18.07421692,4.907065244,5.879988336,16.44444444,16.20419791,17.45358833,5.879988336,0.0,16.57483901,0.0,10.82497129,32.10410811,5.176881928,0.0,0.0,116.48,5.524305556,0.0,18.21014511,2.79434949,10.93298273,0.519377887,0.0,6.006524418,0.512314815,0.0,0,0,2,2,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.790190763
COPANLISIB (BRD:BRD-K24666289-001-04-9),-0.1135323843639537,0,3.379303025,1.347754846,1144.955455,24.20009537,19.56698711,19.56698711,17.13536159,11.57613933,11.57613933,8.225580905,8.225580905,5.993894528,5.993894528,4.22468632,4.22468632,5.907179729,4.794537184,0.0,11.51179077,42.84235929,50.66792605,12.39368714,7.109797541,17.03264387,25.17706011,24.93666107,1.2,2.0,2.771428571,0.434782609,-3.77,35,452.305,157954625.0,22.9944482,10.23692265,4.88443761,202.3567703,12.8040011,12.8040011,0.098757043,-0.395431356,0.6618,129.4806,480.529,3,12,0,3,3,1,1,1,2,0,0,11,2,12,4,7,0,1,1,0,184,19.94425634,11.52300606,11.49902367,11.90789385,5.907179729,0.0,24.90354998,14.96036177,0.0,0.0,0.0,18.55355576,44.13616426,39.03865133,6.725496785,5,19.00512605,29.33807964,0.0,25.08456511,9.984809465,6.420821623,65.38789294,35.65332426,11.49902367,17.22857143,20.52418199,11.63572556,11.49902367,0.0,97.12435605,4.736862954,0.0,22.34226179,34.51123075,0.0,0.0,139.79,17.18167362,0.0,34.18729675,2.849611833,7.19597598,1.899335867,3.817912829,3.62878376,6.157541049,1.581868312,0,0,1,2,0,0,0,0,1,1,2,6,1,1,0,0,0,0,0,0,1,1,0,1,3,0,3,0,0,1,0,0,0,0,0,0,0,0.547055967
CUDC-907 (BRD:BRD-K77638923-001-02-0),-0.1125194981854297,0,3.345358375,1.46990537,1357.308869,25.07033885,19.71033745,20.52683403,17.55037649,11.16626935,11.98276593,8.055283319,9.19203315,5.655422507,6.760398334,3.798711832,4.964823484,5.907179729,4.794537184,0.0,5.563451492,37.41125245,39.56459491,12.39368714,36.18989066,18.01394878,25.91821236,24.64893597,1.194444444,1.972222222,2.638888889,0.304347826,-3.94,36,484.372,241802289.2,23.78564737,10.35550008,4.88868079,210.0859793,11.5215715,11.5215715,0.168972709,-0.661305409,2.1439,133.6217,508.564,2,12,0,1,1,1,0,4,4,0,0,12,2,13,5,7,0,1,1,0,186,19.27354537,0.0,11.64226728,11.82832762,5.907179729,0.0,10.00179021,30.3999892,0.0,11.33678588,0.0,12.13273414,55.23468126,42.64839,6.84200759,5,19.47551612,39.2267883,0.0,30.3999892,0.0,6.544756406,50.26056573,47.23023061,17.26784433,13.58333333,20.01677901,11.76620206,5.879988336,11.33678588,76.49507162,11.28161936,0.0,15.23513587,36.78963192,0.0,21.60447662,138.72,11.72382538,1.624676562,39.22890516,8.768419568,3.394150679,1.791777606,5.742188908,4.445607424,3.33127016,3.449178558,0,0,0,5,0,0,0,0,1,1,0,7,1,0,1,0,0,0,0,0,1,2,0,0,1,0,2,0,0,1,0,0,0,1,0,0,0,0.280334172
NICERITROL (BRD:BRD-K11256763-001-01-5),-0.1123330714476594,0,3.046765654,1.583134141,1228.168691,28.91779203,21.62087214,21.62087214,19.95592746,12.24356612,12.24356612,8.771332051,8.771332051,5.626754191,5.626754191,3.391913985,3.391913985,55.71973948,19.17814874,0.0,22.25380597,0.0,0.0,73.84021685,24.26546827,0.0,19.93591408,18.94745182,0.463414634,0.707317073,0.902439024,0.172413793,-5.52,41,532.339,1845205517.0,28.48708417,14.03299928,8.230330528,233.866026,12.75991078,12.75991078,0.160614887,-1.508456633,2.9808,140.511,556.531,0,12,0,0,0,0,0,4,4,0,0,12,0,12,4,12,0,0,0,0,208,18.94745182,31.84251833,0.0,0.0,0.0,23.87722115,19.93591408,19.17814874,0.0,0.0,0.0,48.53093655,49.57474857,22.25380597,9.750225164,4,38.12560055,23.87722115,0.0,19.93591408,5.414990469,0.0,26.42752786,120.3594911,0.0,10.73170732,0.0,0.0,0.0,0.0,70.24066309,18.94745182,5.414990469,41.4319547,98.10568512,0.0,0.0,156.76,22.0710034,0.0,66.65114748,0.0,-0.865997086,-2.95098995,12.2585922,11.24621749,-1.826640212,0.0,0,0,0,4,0,0,0,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,4,0,0,0,0.185866237
WP1066 (BRD:BRD-K05445342-001-05-3),-0.1114565332247601,0,2.529893662,2.14415791,735.069312,15.94938299,11.95414265,13.54013919,10.59655545,6.700678121,7.49367639,4.660825446,5.473302818,3.041117913,3.482770473,1.900275291,2.257639152,5.907179729,10.05642874,0.0,11.61494536,10.29712401,5.563451492,6.076020107,18.19910121,43.32479385,26.23071102,0.0,1.272727273,2.0,2.636363636,0.117647059,-2.45,22,342.111,93950.13104,15.92982252,7.527572538,4.270591861,137.1797065,12.20590927,12.20590927,0.021649187,-0.416084656,3.62848,88.5267,356.223,1,4,0,0,0,1,1,1,2,1,0,3,1,5,1,4,0,0,0,0,110,5.316788604,16.24552186,0.0,0.0,5.907179729,0.0,4.794537184,4.983978521,5.261891555,0.0,36.39820241,46.62588683,0.0,11.73576882,5.450586115,2,4.794537184,27.91314373,5.261891555,10.30076712,0.0,12.96557803,0.0,69.96461658,6.069221313,12.31818182,5.316788604,0.0,0.0,15.9299439,10.89115825,4.794537184,11.33111287,24.22295752,58.7072371,0.0,6.076020107,65.78,0.649631084,3.258068725,16.39572592,12.00473506,1.551426524,-0.416084656,16.62853149,1.470046296,1.87458622,0.0,0,0,0,1,0,0,0,0,1,1,0,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0.516891094
LY2603618 (BRD:BRD-K14109347-001-03-4),-0.1110011511225741,0,2.658897246,1.67438425,794.3292589,19.22540387,15.21231501,16.79831155,13.00804039,8.629548601,9.422546871,6.227622744,7.081959643,3.960705693,4.815042592,2.508645163,2.852023486,6.031114512,4.794537184,0.0,6.103966388,30.46852481,28.81961181,6.196843572,6.196843572,25.98020854,41.84826675,9.473725908,1.333333333,2.185185185,2.888888889,0.388888889,-2.23,27,414.134,1276483.39,19.52934275,9.115237383,5.620459867,165.7472458,12.32561658,12.32561658,0.021099769,-0.426537803,2.86714,106.3941,436.31,3,8,0,1,1,2,1,1,2,1,0,6,3,9,2,5,0,1,1,0,144,20.10730312,18.46036019,5.817862778,0.0,0.0,6.031114512,10.30076712,9.778515705,0.0,0.0,15.9299439,31.54366003,17.56223233,30.38188338,6.593133153,3,14.26826309,33.46630746,0.0,15.28474565,0.0,19.95144079,36.93685395,40.25652028,5.749511833,16.62962963,20.68722877,16.29978624,5.749511833,15.9299439,48.40631468,4.736862954,13.8474744,11.25737949,28.9991408,0.0,0.0,97.4,12.44571368,3.488365773,20.54533309,8.719878015,2.32906707,0.947629176,3.260643293,3.0717818,6.441588106,0.0,0,0,0,2,0,0,0,0,1,1,0,2,3,0,0,0,0,0,0,0,2,2,2,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0.66723325
OTS167 (BRD:BRD-K53417444-003-03-1),-0.1095785955799998,0,2.773876085,1.705557149,1167.480735,23.69794165,19.03001741,20.5418753,15.72325445,11.12934552,11.88527446,9.080013837,9.894414091,6.223338576,6.799569553,4.563244986,5.050308177,0.0,9.901064579,0.0,27.61986424,33.77213846,37.91542917,0.0,25.25331491,12.13273414,29.29602082,28.1858583,1.151515152,1.818181818,2.424242424,0.4,-2.41,33,459.207,22157766.55,23.73828828,9.835242202,5.235680112,203.4899741,12.43064317,12.43064317,0.05914896,-0.156823847,6.0441,134.586,487.431,2,6,1,0,1,0,1,2,3,0,0,6,2,8,2,6,1,0,1,0,174,15.32322573,5.516700718,11.53275678,0.0,0.0,0.0,9.778515705,4.983978521,0.0,0.0,23.20187978,76.88574198,24.3468923,32.50673311,7.074903475,4,9.901064579,45.70591244,0.0,14.86786677,5.917906046,38.64886452,25.95688898,46.07102996,17.00689132,18.60606061,5.316788604,5.687386275,5.749511833,23.20187978,52.43958031,0.0,5.917906046,42.96501237,30.46231185,10.04526663,22.29078092,78.35,0.0,12.24546582,23.97789448,13.8356399,3.893318062,0.486094669,7.22177031,6.014182738,2.650446159,4.230743419,0,0,0,2,0,1,0,0,1,1,0,3,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,2,0,0,0,1,1,2,0,0,0,0.412789317
ASP3026 (BRD:BRD-K06542892-001-01-9),-0.1086404132235415,0,2.980677206,1.255801175,1435.479073,28.98455242,24.24663168,25.06312826,19.73955187,14.15932428,15.70564376,10.91466255,13.38731653,7.947981154,10.15823265,5.385734437,6.587445919,15.08719117,8.417796984,0.0,10.84382276,23.42707822,63.48495423,6.327320075,45.22274021,12.13273414,53.39928101,4.736862954,0.902439024,1.56097561,2.219512195,0.482758621,-3.48,41,540.439,1646934703.0,29.02750294,12.57994795,6.712198795,242.4202318,12.83626175,12.83626175,0.203468023,-3.493768533,3.7657,162.4552,580.759,2,11,0,2,2,0,2,1,3,0,0,11,2,12,3,9,0,2,2,0,220,25.17025962,12.07683191,9.837253136,11.89667856,0.0,0.0,4.899909731,18.38575403,4.983978521,0.0,12.13273414,58.0022579,57.06413261,28.6299916,8.906450641,5,13.15465994,38.79609052,0.0,24.75175502,0.0,42.87637998,68.9594949,48.79188955,5.749511833,17.53658537,20.27034989,28.95883739,5.749511833,0.0,97.88733883,9.837253136,0.0,26.68911765,53.68737303,0.0,0.0,115.82,31.39381673,0.0,20.60103599,5.71070366,2.268873996,1.227257484,13.51976884,3.699518236,9.97412134,0.354903727,0,0,0,3,0,0,0,0,0,0,0,6,2,0,0,1,0,0,0,0,0,5,0,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0.385384576
TRYPTANTHRIN (BRD:BRD-K76973696-001-12-6),-0.1084919533264707,0,2.735392521,2.237621642,909.4077918,12.98276318,9.829725925,9.829725925,9.270856948,5.930982818,5.930982818,4.43939522,4.43939522,3.368374434,3.368374434,2.489610267,2.489610267,0.0,9.589074368,0.0,17.16691634,22.1537627,0.0,4.567099648,42.46456948,6.066367068,4.983978521,0.0,0.894736842,1.631578947,2.526315789,0.0,-2.75,19,240.177,48298.82574,10.19838927,3.384143843,1.199217547,107.5015845,12.49935563,12.49935563,0.195462963,-0.195876795,1.9301,70.7725,248.241,0,4,0,1,1,0,2,1,3,0,0,4,0,4,2,0,0,0,0,0,90,0.0,0.0,5.824404498,5.783244946,5.559266895,0.0,14.15617402,4.983978521,0.0,0.0,24.26546827,24.26546827,0.0,22.1537627,1.816464014,4,4.794537184,16.68616988,0.0,9.551078169,0.0,0.0,0.0,70.27259662,5.687386275,12.52631579,5.559266895,0.0,0.0,0.0,15.33432312,0.0,0.0,16.18239317,53.32547373,0.0,16.59031121,51.96,1.402777778,0.0,29.08674745,0.523845427,1.506449358,0.003104686,14.14374197,0.0,0.0,0.0,0,0,0,2,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,2,0,0,0,0,0,0,0.477516008
PNU-22394 (BRD:BRD-K16551401-003-03-4),-0.1080162086139527,0,2.475510558,2.319659222,496.4504165,10.25071238,9.085041797,9.085041797,7.377010098,5.635991023,5.635991023,4.251413421,4.251413421,3.434103509,3.434103509,2.667326132,2.667326132,0.0,0.0,0.0,0.0,0.0,25.93115606,16.59685293,5.563451492,0.0,41.19702851,0.0,1.133333333,1.933333333,2.866666667,0.384615385,-1.28,15,184.157,5111.929302,8.983038284,3.384742859,1.285587231,89.90094116,3.458868811,3.458868811,1.10829554,1.10829554,1.8665,63.1967,200.285,1,2,0,1,1,0,1,1,2,0,0,2,1,2,2,0,0,0,0,0,78,9.883888252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.19910121,24.59539659,36.61010294,0.0,2.027018312,3,0.0,10.90292493,0.0,9.883888252,7.047671983,12.84164325,13.08951281,35.52284776,0.0,16.33333333,5.316788604,0.0,0.0,0.0,17.65661246,19.88931523,0.0,11.25737949,24.26546827,0.0,10.90292493,16.96,2.358796296,0.0,0.0,4.902109552,4.44787037,0.0,8.733826767,2.316666667,2.220406274,2.186990741,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0.686653
FENOVERINE (BRD:BRD-K77564118-001-03-1),-0.1069789075467106,0,3.314266499,1.107167765,1147.404561,22.20009537,18.27523438,19.09173096,16.24231608,11.26599918,12.08249576,8.506569607,9.590346563,6.348573616,7.478841995,4.638342015,5.696278339,0.0,4.794537184,0.0,5.907179729,13.33769871,65.3885452,5.563451492,11.76188495,47.36447921,34.06528774,9.473725908,0.787878788,1.424242424,2.151515152,0.269230769,-3.0,33,434.371,85485803.81,20.59591837,8.741253364,4.078125,197.2388586,13.50836301,13.50836301,0.124463837,0.124463837,4.3624,128.435,459.571,0,6,0,3,3,1,3,0,3,0,0,6,0,7,3,4,0,1,1,0,168,9.473725908,0.0,11.49902367,12.70012204,0.0,0.0,19.49426638,0.0,0.0,0.0,42.09372029,41.9616539,42.51474898,17.91952896,5.455580022,6,14.26826309,29.04383723,0.0,9.799819462,0.0,16.33572336,44.41663407,72.29348924,11.49902367,17.51515152,14.37363564,11.37477255,11.49902367,11.76188495,55.22372353,11.33929359,0.0,5.563451492,76.5210047,0.0,0.0,45.25,10.91279948,1.727301341,22.35826493,0.0,3.183421613,1.775696719,22.48327467,0.0,5.225907911,0.0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,1,2,0,3,3,0,2,0,0,0,2,0,0,0,0,0,0,0.577726389
