Drug,Pearson_Correlation,Label,AvgIpc,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,FractionCSP3,HallKierAlpha,HeavyAtomCount,HeavyAtomMolWt,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,MaxAbsEStateIndex,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,MolLogP,MolMR,MolWt,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAmideBonds,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumAtomStereoCenters,NumBridgeheadAtoms,NumHAcceptors,NumHDonors,NumHeteroatoms,NumHeterocycles,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,NumValenceElectrons,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,Phi,RingCount,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA9,SPS,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,TPSA,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_NH0,fr_NH1,fr_NH2,fr_Ndealkylation1,fr_Nhpyrrole,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_benzene,fr_bicyclic,fr_ester,fr_ether,fr_halogen,fr_ketone,fr_ketone_Topliss,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_piperdine,fr_pyridine,fr_sulfide,fr_thiophene,fr_unbrch_alkane,qed
INOSINE (BRD:BRD-K79612754-001-19-1),0.1595136483870869,1,2.943194274,2.060049362,652.6525848,13.56854962,9.67098655,9.67098655,9.130228955,5.658693589,5.658693589,4.285599035,4.285599035,3.170700742,3.170700742,2.176459741,2.176459741,36.70594919,15.00759197,0.0,5.516700718,5.647177221,0.0,17.2217398,0.0,0.0,14.95193556,9.843390349,1.368421053,2.157894737,2.842105263,0.5,-1.81,19,256.133,35227.09227,12.23544093,4.384238854,1.747612859,105.6677915,11.47364119,11.47364119,0.111331727,-1.230354308,-2.2689,61.1581,268.229,4,9,0,1,1,0,0,2,2,4,0,8,4,9,3,2,0,1,1,102,25.04042366,23.95907638,11.74460189,0.0,0.0,5.559266895,9.361636832,4.983978521,4.983978521,0.0,0.0,0.0,0.0,19.26152211,2.823320817,3,20.05644514,11.16387794,0.0,19.51903521,0.0,24.53980033,6.606881965,23.00844423,0.0,31.10526316,5.559266895,0.0,0.0,0.0,59.75739852,4.736862954,0.0,6.227901171,17.44917733,0.0,11.16387794,133.49,6.748821807,0.0,21.64043611,28.65563678,-0.060813466,0.0,0.0,-1.733517495,-0.417230411,0.0,0,3,3,0,0,4,1,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.482294668
ILOMASTAT (BRD:BRD-K51662849-001-08-8),0.1604669623833581,1,3.082818638,2.182263851,830.4749478,20.6814338,16.41208096,16.41208096,13.34977431,9.351505657,9.351505657,7.30462285,7.30462285,4.66154489,4.66154489,3.315030327,3.315030327,17.8669266,14.38361155,0.0,24.15308713,12.84164325,16.46637642,7.047671983,5.480096598,44.30978624,15.61755573,5.207253025,1.142857143,1.857142857,2.5,0.45,-2.87,28,360.244,1592738.249,21.43030307,9.889461961,5.561703002,163.5839585,12.79244985,12.79244985,0.144778989,-0.774485072,1.499,105.4913,388.468,5,8,0,0,0,3,1,1,2,2,0,4,5,8,1,9,0,0,0,152,15.61755573,6.041840829,0.0,17.72153919,0.0,0.0,19.59086458,5.480096598,0.0,0.0,32.0465756,23.96854623,42.90698978,0.0,7.569077394,2,19.59086458,28.62446412,0.0,21.09765233,11.83581209,39.1517801,7.047671983,36.02576334,0.0,13.17857143,16.11367381,0.0,0.0,0.0,41.00228355,20.80443318,11.83581209,32.25256914,30.46231185,0.0,10.90292493,123.32,0.0,0.0,39.89355171,15.12907895,3.435134236,-1.787233658,6.959837818,2.466722717,3.887509992,1.51539823,0,0,0,0,0,1,1,0,0,0,3,3,0,4,0,1,1,0,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.329836602
SU3327 (BRD:BRD-K32730239-001-01-0),0.1610053396777969,1,2.756655984,2.140448931,494.3287713,10.83649881,6.984796373,9.434286115,7.147867046,3.519869593,5.969359336,2.229785267,5.742340672,1.248932077,4.075938167,0.717998654,3.338382024,4.923311049,10.11431827,0.0,5.001081977,13.81086984,11.33678588,29.2955144,0.0,0.0,15.18134214,5.733667477,1.4,2.2,2.733333333,0.0,-1.26,15,258.289,3809.69857,10.26433036,4.082142093,2.400925035,95.51259782,10.39216015,10.39216015,0.009247449,-0.476003716,1.6362,57.2128,261.313,2,7,0,0,0,0,0,2,2,0,0,9,1,10,2,3,0,0,0,78,5.733667477,6.196843572,8.679311361,5.13155848,0.0,5.001081977,10.11431827,4.983978521,0.0,10.19736362,11.33678588,23.09867083,0.0,4.923311049,2.793363669,2,4.923311049,44.56809716,0.0,15.18134214,0.0,8.679311361,5.733667477,16.31116184,0.0,10.4,5.733667477,10.13264046,0.0,34.43545671,20.10465319,0.0,10.11431827,0.0,14.87615493,0.0,0.0,107.83,1.175553666,3.426015212,13.79602605,18.1574109,5.392025542,0.0,0.0,1.219635299,0.0,0.0,0,0,0,1,0,3,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.660348284
SPERMINE (BRD:BRD-K18375018-376-02-3),0.1618815945600887,1,2.209692219,2.784765531,86.12278798,10.48528137,9.22576835,9.22576835,6.914213562,5.730710143,5.730710143,3.491563832,3.491563832,2.072461853,2.072461853,1.204124145,1.204124145,0.0,0.0,0.0,0.0,0.0,52.11018168,12.84164325,0.0,0.0,10.63357721,11.46733495,0.571428571,0.928571429,1.285714286,1.0,-0.16,14,176.138,1347.912253,13.84,12.84,11.84,87.80323582,5.377234495,5.377234495,0.785361422,0.785361422,-0.3566,62.3162,202.346,6,4,0,0,0,0,0,0,0,0,0,4,4,4,0,11,0,0,0,86,22.10091216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.95182493,0.0,0.0,12.69325714,0,0.0,0.0,0.0,10.63357721,11.46733495,25.68328649,39.26853844,0.0,0.0,10.71428571,22.10091216,0.0,0.0,0.0,39.26853844,0.0,0.0,25.68328649,0.0,0.0,0.0,76.1,0.0,0.0,0.0,6.721202129,10.75446899,0.0,0.0,4.628861961,5.895466919,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.345280606
SB-268262 (BRD:BRD-A91031770-001-01-8),0.1627836352147796,1,3.206679198,1.988779013,1034.845819,19.55167728,14.48728295,16.12027611,12.89675461,7.83257103,9.862053756,5.657010648,8.173977358,3.952026242,6.426967194,2.588644157,4.593851304,15.72288009,19.11775395,0.0,26.39315665,5.687386275,22.96660444,23.22948744,18.49410182,25.12283841,4.983978521,0.0,1.259259259,2.0,2.62962963,0.111111111,-2.91,27,386.349,1548252.057,18.86846226,7.765929065,3.785021733,161.4490148,12.79914189,12.79914189,0.018559933,-1.778814729,3.80302,103.7973,401.469,0,7,0,0,0,1,2,1,3,1,0,6,0,9,1,5,0,0,0,138,4.899909731,15.69505252,4.339655681,0.0,11.594566,0.0,14.90885545,9.192877013,0.0,11.33678588,18.19910121,30.6862899,35.94178316,4.923311049,5.427079241,3,13.92674673,39.4183072,0.0,4.983978521,0.0,16.15887636,11.94758171,75.28269707,0.0,11.77777778,4.899909731,11.37477255,0.0,11.33678588,27.07103977,10.79956904,17.03805547,15.92144017,63.27661498,0.0,0.0,93.41,12.84550281,1.151516667,29.06301,13.14071336,1.393373758,-0.389832478,11.3257705,1.484902455,1.876820881,-0.169555732,0,0,0,0,0,1,0,0,0,0,1,1,3,0,0,0,0,0,0,1,0,1,1,2,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0.478730492
APY-29 (BRD:BRD-K17511755-001-02-9),0.1635765400639553,1,3.184357203,1.339378188,1029.753412,16.63961743,13.3218701,13.3218701,12.33163248,8.189278025,8.189278025,6.130711373,6.130711373,4.18799889,4.18799889,2.758443423,2.758443423,0.0,0.0,0.0,0.0,17.6841081,28.23257848,12.84164325,12.52416365,30.33183534,40.76685491,0.0,1.04,2.0,2.92,0.176470588,-3.42,25,316.243,1405486.108,13.9682211,5.586723708,2.89017237,142.681342,4.493835979,4.493835979,0.519256477,0.519256477,3.4406,95.2538,332.371,4,8,1,0,1,0,1,3,4,0,0,6,4,8,3,5,1,0,1,124,15.61755573,11.63572556,0.0,5.948339281,0.0,0.0,5.098681808,9.967957042,10.08266033,0.0,0.0,37.10711152,23.86850296,23.0546495,3.12146368,5,0.0,34.30485255,0.0,30.1332777,0.0,18.75954929,10.63357721,48.54992698,0.0,13.92,10.63357721,23.27145111,0.0,0.0,30.1332777,0.0,0.0,24.45347729,42.85599899,0.0,11.03340144,107.2,0.0,0.0,16.07085948,13.78428441,3.894599011,2.675154332,9.728443062,5.846659712,0.0,0.0,0,0,0,0,0,6,2,0,0,0,0,0,4,4,0,0,2,0,0,0,0,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.445827121
WEHI-345-ANALOG (BRD:BRD-K55487946-001-01-3),0.1637868144031304,1,3.149395337,1.711609327,1258.906541,22.17299763,18.04757547,18.04757547,14.77569413,10.04285252,10.04285252,8.247970448,8.247970448,5.298473006,5.298473006,3.488698813,3.488698813,5.538925252,4.794537184,0.0,5.907179729,34.78387661,16.69035448,6.327320075,10.87864651,64.09315121,20.26872417,10.83234929,1.096774194,1.838709677,2.548387097,0.260869565,-3.81,31,390.301,10982407.65,20.46227789,7.78925477,3.838049083,180.0993032,12.67089077,12.67089077,0.226356975,-0.58300052,3.25244,120.5376,415.501,3,8,0,0,0,1,1,3,4,0,0,7,2,8,3,5,0,0,0,158,11.05045608,23.53303884,5.647177221,0.0,5.907179729,0.0,9.778515705,14.64975998,5.098681808,0.0,35.89528683,39.32476736,18.30505147,10.92514947,5.141480506,4,4.794537184,22.75844394,0.0,30.04920891,0.0,33.23387405,12.27842388,65.74319704,11.25737949,11.61290323,11.05045608,5.817862778,0.0,0.0,37.18435644,5.538925252,13.8474744,35.46284256,48.92236606,0.0,22.29078092,111.61,1.806669501,0.0,25.48429829,8.5349691,10.29121897,0.144727212,11.74081776,3.043940449,8.203358722,0.0,0,0,0,1,0,5,0,0,0,0,1,1,5,1,1,0,0,0,0,1,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.517465838
PF-477736 (BRD:BRD-K03063480-001-05-8),0.1657214722228686,1,3.313811897,1.530596218,1200.131669,21.53480495,17.31247343,17.31247343,15.00804039,10.59622968,10.59622968,8.374972751,8.374972751,6.262604458,6.262604458,4.664820638,4.664820638,6.041840829,9.589074368,0.0,17.7322655,11.25083777,53.4070424,6.420821623,23.15961415,19.31088262,25.92664786,5.733667477,1.290322581,2.096774194,2.838709677,0.363636364,-3.46,31,394.289,18304078.61,19.50034949,7.659922041,3.503708145,178.6173745,12.82461981,12.82461981,0.199080964,-0.557919134,2.4918,118.741,419.489,5,9,1,1,2,2,1,2,3,1,0,6,4,9,3,4,1,0,1,160,16.0344346,0.0,0.0,5.907179729,5.907179729,0.0,14.2708773,5.425791397,10.20008933,0.0,19.26246487,30.89228343,40.96172974,29.71066447,4.818424415,5,9.589074368,34.61927125,0.0,20.19025466,23.80065303,38.14594894,5.316788604,35.65332426,11.25737949,17.41935484,16.47624748,5.687386275,0.0,0.0,38.83526413,11.84220917,5.917906046,48.02554828,29.62782881,0.0,22.16030442,130.19,1.712322537,0.0,28.86611269,11.97352049,12.9949023,-0.349616091,2.958283782,10.66619635,0.0,1.844944607,0,0,0,0,0,3,1,0,0,0,2,2,3,3,1,0,1,0,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.517438864
TODRALAZINE (BRD:BRD-K68553471-003-12-3),0.1669572948246603,1,2.364695042,2.157227007,524.3652872,12.08757567,9.304781899,9.304781899,8.30886175,5.201861298,5.201861298,3.250896926,3.250896926,2.128861749,2.128861749,1.397653168,1.397653168,6.093240071,4.794537184,0.0,0.0,12.42474474,10.77244843,0.0,13.12058077,24.26546827,21.04894641,4.736862954,1.411764706,2.235294118,3.058823529,0.181818182,-2.37,17,220.147,9614.850043,11.12546269,5.108625902,2.599638454,97.96057124,11.10843522,11.10843522,0.314215561,-0.553486867,1.7028,63.3184,232.243,2,6,0,0,0,1,1,1,2,0,0,5,2,6,1,3,0,0,0,88,4.736862954,0.0,5.817862778,0.0,0.0,6.093240071,5.425791397,10.22032858,5.098681808,5.098681808,24.26546827,6.9237372,10.77244843,12.80372554,3.343283934,2,9.531400138,22.68355128,0.0,15.62315501,0.0,6.9237372,12.03267336,30.46231185,0.0,9.941176471,10.85158279,10.61239996,0.0,0.0,22.89748565,4.736862954,0.0,6.9237372,30.46231185,0.0,10.77244843,76.14,4.714932681,0.0,11.10843522,9.554496042,5.052426304,0.482549131,7.602048454,1.104129897,2.047648941,0.0,0,0,0,0,0,2,0,0,0,0,1,1,2,2,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.787574186
MESALAZINE (BRD:BRD-K28849549-001-13-4),0.1674344750639129,1,1.936150798,3.23220887,295.7372023,8.43072142,5.612076558,5.612076558,5.109060905,2.928046747,2.928046747,2.081739011,2.081739011,1.251018152,1.251018152,0.724956478,0.724956478,5.969305288,4.794537184,0.0,11.31296332,5.687386275,0.0,18.19910121,0.0,0.0,0.0,15.94672227,1.454545455,2.090909091,2.545454545,0.0,-1.71,11,146.081,267.1888101,7.397642626,2.494362825,1.402945662,62.88622554,10.35842593,10.35842593,0.175925926,-1.18537037,0.6726,39.4785,153.137,4,4,0,0,0,0,1,0,1,0,0,3,3,4,0,1,0,0,0,58,15.94672227,11.31296332,0.0,0.0,0.0,5.969305288,0.0,4.794537184,0.0,0.0,0.0,18.19910121,5.687386275,0.0,1.677491342,1,15.00759197,11.65669156,0.0,0.0,0.0,0.0,5.733667477,23.7625527,5.749511833,9.454545455,5.733667477,5.687386275,5.749511833,0.0,16.18236008,0.0,0.0,10.35798868,18.19910121,0.0,0.0,83.55,0.0,0.0,10.35842593,17.44351852,5.434537037,-1.456944444,3.88712963,0.0,0.0,0.0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.408715855
CETRIMONIUM (BRD:BRD-K47079459-004-04-6),0.1703267643847185,1,2.377400524,2.994006783,180.6954959,15.10660172,15.05381531,15.05381531,9.560660172,9.364975334,9.364975334,7.61012496,7.61012496,4.182487667,4.182487667,2.780688696,2.780688696,0.0,0.0,0.0,0.0,0.0,4.483030858,96.43625913,0.0,0.0,28.06675315,0.0,0.45,0.75,1.05,1.0,-0.04,20,242.216,17533.32887,19.96,13.92093613,17.96,129.2780142,2.293903371,2.293903371,1.123269896,1.123269896,6.1739,93.2114,284.552,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,15,0,0,0,122,4.483030858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.97359667,12.84164325,0.0,27.68777235,13.89309426,0,4.483030858,0.0,0.0,0.0,0.0,96.81523992,27.68777235,0.0,0.0,12.0,0.0,0.0,0.0,0.0,32.17080321,0.0,0.0,96.81523992,0.0,0.0,0.0,0.0,1.123269896,0.0,0.0,0.0,0.0,0.0,0.0,20.36973641,3.625283579,6.881710112,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.248909583
PITAVASTATIN (BRD:BRD-K75958547-238-01-0),0.1711092111618845,1,3.5637711,1.789369935,1122.320202,21.95745468,16.90904777,16.90904777,14.91872399,10.36785381,10.36785381,7.997887578,7.997887578,5.46538106,5.46538106,3.859459894,3.859459894,24.59805969,19.39800702,0.0,12.23804246,5.917906046,46.12885065,12.13273414,24.28477435,24.26546827,0.0,10.09050592,1.129032258,1.838709677,2.516129032,0.28,-3.09,31,397.276,16927884.22,21.15384033,8.956996688,4.979136392,179.0535556,13.57525415,13.57525415,0.07494712,-1.133009308,4.5181,117.0294,421.468,3,5,1,0,1,0,2,1,3,2,0,4,3,6,1,8,1,0,1,160,15.31958218,5.817220841,0.0,0.0,0.0,5.969305288,9.778515705,4.390415048,0.0,0.0,42.48387556,36.60419594,28.85185487,29.83938311,6.11209283,4,24.50453442,22.94825033,0.0,4.983978521,0.0,43.80912531,0.0,71.68155698,11.12690298,15.96774194,0.0,4.390415048,0.0,0.0,38.48079877,4.794537184,5.817220841,42.85857202,54.60695665,0.0,28.10584802,90.65,13.57525415,0.0,15.63756245,29.88394541,4.425400017,-1.097515745,14.10824925,2.800437795,0.0,0.0,1,2,2,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.497585264
UNBS-5162 (BRD:BRD-K30933884-001-01-0),0.1712383859469319,1,2.507966553,2.133594335,860.2796317,17.43035694,13.49748724,13.49748724,11.37991785,7.523861363,7.523861363,5.981962216,5.981962216,3.966346969,3.966346969,2.875344649,2.875344649,6.031114512,14.38361155,0.0,11.81435946,40.6762505,0.0,4.899909731,30.33183534,18.9952537,5.316788604,5.733667477,1.166666667,1.875,2.541666667,0.235294118,-2.93,24,308.212,225864.9598,15.94645279,5.934405614,2.694751696,138.5558178,12.80679469,12.80679469,0.295777379,-0.706941389,1.488,91.0751,326.356,3,7,0,1,1,4,2,0,2,0,0,4,2,7,1,4,0,0,0,124,15.95036581,0.0,0.0,0.0,11.81435946,6.031114512,14.4889841,4.794537184,0.0,0.0,12.13273414,37.68066939,29.72657479,5.563451492,3.943029957,3,14.38361155,34.30530867,0.0,9.799819462,5.733667477,0.0,32.50164538,41.45873833,0.0,13.70833333,11.05045608,10.48192346,0.0,0.0,54.83015021,0.0,0.0,20.71597735,30.33183534,0.0,10.77244843,95.74,0.0,0.0,39.7550595,3.812283137,6.477913825,-0.658119594,7.820317524,0.0,0.871018177,3.754860759,0,0,0,0,0,0,0,0,0,0,3,3,2,1,1,1,0,0,0,4,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.83209369
INARIGIVIR (BRD:BRD-K00003532-001-01-9),0.1719785207712654,1,3.577176294,1.255487639,1499.255658,27.89661227,20.34043226,22.12928664,18.61252398,11.64397081,14.33941592,8.814944782,11.69076757,6.421284537,8.035742919,4.553199159,6.039310744,67.62915403,24.36717744,0.0,18.84556637,11.16387794,10.63346672,25.96128126,4.567099648,0.0,32.18454308,28.99175066,1.230769231,2.025641026,2.743589744,0.55,-2.67,39,561.3,607781358.0,27.88022207,11.06994122,5.518868729,224.0859264,13.16122354,13.16122354,0.158258058,-4.154281227,-1.0485,134.8022,587.508,5,17,0,2,2,0,0,3,3,8,0,16,5,19,5,9,0,2,2,212,30.15731113,42.48778751,17.69294117,0.0,5.559266895,12.48737089,27.96020932,24.31152103,0.0,0.0,12.24862899,0.0,25.7938298,25.64505039,7.913651785,5,38.03618626,36.0279972,0.0,29.07011338,0.0,49.3964559,26.05722895,45.75593545,0.0,30.61538462,16.98267777,5.817862778,0.0,19.04625649,90.12656158,27.82313147,0.0,18.87662396,34.50692516,0.0,11.16387794,228.16,43.86103999,4.034695106,38.04402783,20.38557144,5.239353013,0.198559706,1.112000741,-2.89295677,-5.092779218,1.304932608,0,2,2,1,0,6,1,0,0,0,0,0,5,1,1,0,1,0,0,0,0,1,0,0,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148698667
BISINDOLYLMALEIMIDE-IX (BRD:BRD-K06543683-066-02-1),0.1725218785316142,1,3.419189935,1.670024887,1476.759082,23.11215522,18.09134537,18.90784195,15.9523975,10.64882625,11.63442481,8.023660883,9.160410714,5.956324709,6.760128223,4.558063196,5.051413411,0.0,9.589074368,0.0,16.98201123,17.69096547,45.10642808,11.76188495,0.0,72.53939532,9.883888252,11.14295108,0.939393939,1.515151515,2.181818182,0.16,-3.78,33,434.375,46957451.82,21.08603748,8.290483025,3.618786279,194.3003932,13.05334041,13.05334041,0.110256751,-0.376877334,3.71697,133.8098,457.559,4,7,0,1,1,2,2,2,4,0,0,6,3,8,3,6,0,0,0,166,14.86786677,0.0,5.16765177,0.0,11.81435946,0.0,20.31514658,0.0,0.0,0.0,48.16008736,18.55355576,64.67172199,11.14620906,5.297376843,5,9.589074368,61.6959551,5.409283606,14.4509879,12.78133946,12.96557803,5.752853607,72.05152667,0.0,13.96969697,11.05045608,0.0,0.0,11.76188495,31.86906413,23.18150276,5.409283606,17.54772461,60.92462369,0.0,32.95205892,105.9,4.079852098,1.3171332,26.05220827,11.8633698,9.752587794,-0.014705122,15.76927638,4.695244838,0.715515639,1.936183764,0,0,0,0,0,2,0,0,0,0,2,2,2,2,1,0,0,0,0,2,1,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0.177567004
CAFFEIC-ACID-PHENETHYL-ESTER (BRD:BRD-K96188950-001-16-9),0.1732003458307617,1,2.494698793,1.809229734,632.4932971,15.0791395,11.39864003,11.39864003,10.14786705,6.557091488,6.557091488,4.484580922,4.484580922,2.889219333,2.889219333,1.770661479,1.770661479,5.969305288,15.00759197,0.0,11.49902367,18.59115508,5.563451492,24.28477435,6.066367068,30.33183534,0.0,4.736862954,1.047619048,1.80952381,2.523809524,0.117647059,-2.75,21,268.183,60391.66838,14.65479002,7.144520145,4.688965593,122.4871397,11.53753543,11.53753543,0.196678118,-0.445837113,2.8969,79.9106,284.311,2,4,0,0,0,0,2,0,2,0,0,4,2,4,0,5,0,0,0,108,14.94991774,0.0,11.49902367,0.0,0.0,5.969305288,0.0,4.794537184,0.0,0.0,36.39820241,29.33565723,12.49684173,6.606881965,4.985782975,2,19.74445493,12.04532539,0.0,0.0,0.0,6.420821623,6.606881965,65.73385964,11.49902367,10.66666667,0.0,0.0,11.49902367,0.0,22.78924204,15.95222176,0.0,11.12690298,54.60695665,0.0,6.076020107,66.76,5.084025258,0.0,11.53753543,18.51252307,1.711153574,-0.869742131,14.07087703,3.473454654,0.313506446,0.0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0.503107514
OLAPARIB (BRD:BRD-K02113016-001-15-4),0.1736019387062957,1,3.669582227,1.342397518,1259.579177,22.24191173,17.51289975,17.51289975,15.50804039,10.83835556,10.83835556,8.427744266,8.427744266,6.212894956,6.212894956,4.234604977,4.234604977,5.817220841,18.7740266,0.0,28.85498389,43.67999946,23.79131895,6.066367068,34.06528774,12.13273414,10.19736362,0.0,1.0,1.6875,2.40625,0.333333333,-3.55,32,411.287,45182479.76,20.35811513,8.180995217,3.879817335,183.3854393,14.56357136,14.56357136,0.012221855,-0.574516435,2.3474,116.7772,434.471,1,7,1,1,2,2,2,1,3,0,0,4,1,8,2,4,1,1,2,164,9.799819462,5.817220841,0.0,5.907179729,11.46644662,0.0,14.38361155,9.489096856,5.098681808,0.0,24.26546827,36.60419594,43.90397751,16.6436037,5.204676328,5,13.97948942,22.58680789,0.0,19.99718308,5.917906046,19.26246487,26.17902562,75.45642538,0.0,16.40625,5.559266895,4.390415048,0.0,0.0,57.99056816,11.21535881,11.73512689,34.45701141,47.25910666,0.0,10.77244843,86.37,14.56357136,0.0,40.67270117,7.93403378,1.12151946,-0.618909124,11.64863829,2.256327454,1.755450949,0.0,0,0,0,0,0,2,1,0,0,0,2,2,3,1,0,0,1,0,0,2,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.68309163
TASISULAM (BRD:BRD-K42495768-001-01-7),0.1748673078705538,1,2.753667667,2.27332715,773.7254682,14.91384908,9.561886217,14.29273381,9.292530883,5.069618243,8.918205287,3.617333978,8.833226877,2.216223642,6.210498104,1.343060495,4.813494144,15.93047088,13.21233417,0.0,14.79526398,8.809048532,11.33678588,24.26546827,6.066367068,4.722094864,15.9299439,23.20187978,1.2,1.9,2.45,0.0,-0.6,20,409.069,27652.33071,15.78254517,6.027943213,3.532109649,137.4400429,11.99597236,11.99597236,0.030380536,-3.916361292,3.9361,83.133,415.117,1,4,0,0,0,1,1,1,2,0,0,4,1,9,1,3,0,0,0,106,0.0,4.209179178,0.0,0.0,15.93047088,0.0,4.794537184,13.13989185,0.0,11.33678588,23.20187978,46.26177924,5.022633314,14.37250002,4.756814304,2,13.21233417,66.39908044,0.0,4.722094864,0.0,4.209179178,0.0,49.72696868,0.0,11.35,4.722094864,0.0,0.0,50.46860956,14.32497671,10.02329115,0.0,10.35798868,38.32742974,10.04526663,0.0,63.24,26.62814851,15.73310851,11.94765956,0.439032103,0.037280998,-0.809084152,7.162437987,0.0,0.0,-3.916361292,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.826684407
